Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
24            R    1491788              46.571%           41.488%
16            R    748505               23.367%           20.817%
8             R    518161               16.176%           14.410%
1024          W    286861               73.086%            7.978%
40            R    102685                3.206%            2.856%
56            R    62819                 1.961%            1.747%
32            R    62778                 1.960%            1.746%
8             W    56930                14.504%            1.583%
1016          W    41623                10.605%            1.158%
72            R    40286                 1.258%            1.120%
88            R    26575                 0.830%            0.739%
48            R    18676                 0.583%            0.519%
104           R    18547                 0.579%            0.516%
64            R    13687                 0.427%            0.381%
120           R    13232                 0.413%            0.368%
256           R    9240                  0.288%            0.257%
80            R    9197                  0.287%            0.256%
136           R    9030                  0.282%            0.251%
96            R    6980                  0.218%            0.194%
152           R    6434                  0.201%            0.179%
112           R    5444                  0.170%            0.151%
168           R    4649                  0.145%            0.129%
128           R    4472                  0.140%            0.124%
184           R    3551                  0.111%            0.099%
144           R    3363                  0.105%            0.094%
200           R    2662                  0.083%            0.074%
160           R    2541                  0.079%            0.071%
216           R    2524                  0.079%            0.070%
192           R    2290                  0.071%            0.064%
176           R    2120                  0.066%            0.059%
232           R    1547                  0.048%            0.043%
208           R    1271                  0.040%            0.035%
248           R    1149                  0.036%            0.032%
240           R    1107                  0.035%            0.031%
224           R    1080                  0.034%            0.030%
512           R    577                   0.018%            0.016%
408           W    575                   0.146%            0.016%
264           R    517                   0.016%            0.014%
416           W    514                   0.131%            0.014%
280           R    412                   0.013%            0.011%
296           R    341                   0.011%            0.009%
312           R    280                   0.009%            0.008%
288           R    273                   0.009%            0.008%
64            W    267                   0.068%            0.007%
272           R    263                   0.008%            0.007%
328           R    230                   0.007%            0.006%
3             W    219                   0.056%            0.006%
16            W    187                   0.048%            0.005%
32            W    185                   0.047%            0.005%
344           R    181                   0.006%            0.005%
304           R    179                   0.006%            0.005%
320           R    158                   0.005%            0.004%
336           R    143                   0.004%            0.004%
360           R    132                   0.004%            0.004%
96            W    129                   0.033%            0.004%
744           W    121                   0.031%            0.003%
376           R    121                   0.004%            0.003%
26            W    120                   0.031%            0.003%
28            W    118                   0.030%            0.003%
30            W    117                   0.030%            0.003%
29            W    117                   0.030%            0.003%
24            W    116                   0.030%            0.003%
400           W    115                   0.029%            0.003%
25            W    115                   0.029%            0.003%
352           R    107                   0.003%            0.003%
952           W    106                   0.027%            0.003%
120           W    106                   0.027%            0.003%
896           W    105                   0.027%            0.003%
888           W    105                   0.027%            0.003%
23            W    105                   0.027%            0.003%
31            W    104                   0.026%            0.003%
920           W    103                   0.026%            0.003%
27            W    103                   0.026%            0.003%
112           W    102                   0.026%            0.003%
904           W    101                   0.026%            0.003%
392           R    100                   0.003%            0.003%
736           W    99                    0.025%            0.003%
4             W    98                    0.025%            0.003%
424           W    95                    0.024%            0.003%
33            W    92                    0.023%            0.003%
22            W    92                    0.023%            0.003%
15            W    89                    0.023%            0.002%
368           R    87                    0.003%            0.002%
384           R    83                    0.003%            0.002%
14            W    80                    0.020%            0.002%
400           R    78                    0.002%            0.002%
1             W    77                    0.020%            0.002%
136           W    76                    0.019%            0.002%
408           R    69                    0.002%            0.002%
424           R    67                    0.002%            0.002%
416           R    67                    0.002%            0.002%
34            W    62                    0.016%            0.002%
432           R    59                    0.002%            0.002%
37            W    58                    0.015%            0.002%
13            W    55                    0.014%            0.002%
128           W    55                    0.014%            0.002%
36            W    52                    0.013%            0.001%
35            W    51                    0.013%            0.001%
7             W    50                    0.013%            0.001%
728           W    50                    0.013%            0.001%
6             W    50                    0.013%            0.001%
39            W    50                    0.013%            0.001%
21            W    50                    0.013%            0.001%
10            W    50                    0.013%            0.001%
20            W    49                    0.012%            0.001%
440           R    47                    0.001%            0.001%
448           R    44                    0.001%            0.001%
40            W    44                    0.011%            0.001%
752           W    42                    0.011%            0.001%
456           R    42                    0.001%            0.001%
392           W    41                    0.010%            0.001%
5             W    40                    0.010%            0.001%
480           R    40                    0.001%            0.001%
472           R    40                    0.001%            0.001%
464           R    40                    0.001%            0.001%
9             W    39                    0.010%            0.001%
17            W    37                    0.009%            0.001%
19            W    36                    0.009%            0.001%
2             W    35                    0.009%            0.001%
12            W    35                    0.009%            0.001%
18            W    33                    0.008%            0.001%
712           W    30                    0.008%            0.001%
192           W    30                    0.008%            0.001%
42            W    25                    0.006%            0.001%
41            W    25                    0.006%            0.001%
720           W    24                    0.006%            0.001%
88            W    22                    0.006%            0.001%
976           W    21                    0.005%            0.001%
48            W    21                    0.005%            0.001%
168           W    21                    0.005%            0.001%
11            W    21                    0.005%            0.001%
488           R    20                    0.001%            0.001%
432           W    19                    0.005%            0.001%
38            W    19                    0.005%            0.001%
44            W    18                    0.005%            0.001%
496           R    17                    0.001%            0.000%
47            W    16                    0.004%            0.000%
256           W    16                    0.004%            0.000%
296           W    15                    0.004%            0.000%
160           W    15                    0.004%            0.000%
72            W    14                    0.004%            0.000%
56            W    14                    0.004%            0.000%
512           W    14                    0.004%            0.000%
208           W    14                    0.004%            0.000%
784           W    13                    0.003%            0.000%
43            W    13                    0.003%            0.000%
824           W    12                    0.003%            0.000%
