Linux 4.4.132-0404132-generic (pl2) 	2018-10-13 	_x86_64_	(24 CPU)

03:01:58 PM   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  Command
03:02:01 PM     0      7976         -    0.00   88.45    0.00   88.45     9  /bin/bash ./run_db_bench.sh --backup readrandom 
03:02:01 PM     0         -      7976    0.00   88.45    0.00   88.45     9  |__/bin/bash ./run_db_bench.sh --backup readrandom 

03:02:01 PM   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  Command
03:02:04 PM     0      7976         -    0.00   99.00    0.00   99.00     9  /bin/bash ./run_db_bench.sh --backup readrandom 
03:02:04 PM     0         -      7976    0.00   99.00    0.00   99.00     9  |__/bin/bash ./run_db_bench.sh --backup readrandom 

03:02:04 PM   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  Command
03:02:07 PM     0      7976         -    0.00   99.00    0.00   99.00     9  /bin/bash ./run_db_bench.sh --backup readrandom 
03:02:07 PM     0         -      7976    0.00   99.00    0.00   99.00     9  |__/bin/bash ./run_db_bench.sh --backup readrandom 

03:02:07 PM   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  Command
03:02:10 PM     0      7976         -    0.00   27.67    0.00   27.67     6  /bin/bash ./run_db_bench.sh --backup readrandom 
03:02:10 PM     0         -      7976    0.00   27.67    0.00   27.67     6  |__/bin/bash ./run_db_bench.sh --backup readrandom 
03:02:10 PM     0      8171         -   17.33   21.00    0.00   38.33     1  /home/ljishen/rocksdb-5.14.3/db_bench --benchmarks=readrandom --db=/mnt/sdb1/rocksdb_data --key_size=16 --value_size=8192 --thr
03:02:10 PM     0         -      8171    0.33    0.00    0.00    0.33     1  |__/home/ljishen/rocksdb-5.14.3/db_bench --benchmarks=readrandom --db=/mnt/sdb1/rocksdb_data --key_size=16 --value_size=8192 --thr
03:02:10 PM     0         -      8197    0.67    1.33    0.00    2.00    22  |__/home/ljishen/rocksdb-5.14.3/db_bench --benchmarks=readrandom --db=/mnt/sdb1/rocksdb_data --key_size=16 --value_size=8192 --thr
03:02:10 PM     0         -      8198    1.00    1.00    0.00    2.00    11  |__/home/ljishen/rocksdb-5.14.3/db_bench --benchmarks=readrandom --db=/mnt/sdb1/rocksdb_data --key_size=16 --value_size=8192 --thr
03:02:10 PM     0         -      8199    1.33    0.67    0.00    2.00    21  |__/home/ljishen/rocksdb-5.14.3/db_bench --benchmarks=readrandom --db=/mnt/sdb1/rocksdb_data --key_size=16 --value_size=8192 --thr
03:02:10 PM     0         -      8200    1.00    1.33    0.00    2.33     6  |__/home/ljishen/rocksdb-5.14.3/db_bench --benchmarks=readrandom --db=/mnt/sdb1/rocksdb_data --key_size=16 --value_size=8192 --thr
03:02:10 PM     0         -      8201    0.67    1.33    0.00    2.00    10  |__/home/ljishen/rocksdb-5.14.3/db_bench --benchmarks=readrandom --db=/mnt/sdb1/rocksdb_data --key_size=16 --value_size=8192 --thr
03:02:10 PM     0         -      8202    1.33    0.67    0.00    2.00     9  |__/home/ljishen/rocksdb-5.14.3/db_bench --benchmarks=readrandom --db=/mnt/sdb1/rocksdb_data --key_size=16 --value_size=8192 --thr
03:02:10 PM     0         -      8203    0.33    1.67    0.00    2.00     9  |__/home/ljishen/rocksdb-5.14.3/db_bench --benchmarks=readrandom --db=/mnt/sdb1/rocksdb_data --key_size=16 --value_size=8192 --thr
03:02:10 PM     0         -      8204    1.33    0.67    0.00    2.00    10  |__/home/ljishen/rocksdb-5.14.3/db_bench --benchmarks=readrandom --db=/mnt/sdb1/rocksdb_data --key_size=16 --value_size=8192 --thr
03:02:10 PM     0         -      8205    1.00    1.00    0.00    2.00     7  |__/home/ljishen/rocksdb-5.14.3/db_bench --benchmarks=readrandom --db=/mnt/sdb1/rocksdb_data --key_size=16 --value_size=8192 --thr
03:02:10 PM     0         -      8206    0.67    1.00    0.00    1.67     8  |__/home/ljishen/rocksdb-5.14.3/db_bench --benchmarks=readrandom --db=/mnt/sdb1/rocksdb_data --key_size=16 --value_size=8192 --thr
03:02:10 PM     0         -      8207    1.33    0.67    0.00    2.00    20  |__/home/ljishen/rocksdb-5.14.3/db_bench --benchmarks=readrandom --db=/mnt/sdb1/rocksdb_data --key_size=16 --value_size=8192 --thr
03:02:10 PM     0         -      8208    1.00    1.00    0.00    2.00     7  |__/home/ljishen/rocksdb-5.14.3/db_bench --benchmarks=readrandom --db=/mnt/sdb1/rocksdb_data --key_size=16 --value_size=8192 --thr
03:02:10 PM     0         -      8209    0.33    2.00    0.00    2.33    18  |__/home/ljishen/rocksdb-5.14.3/db_bench --benchmarks=readrandom --db=/mnt/sdb1/rocksdb_data --key_size=16 --value_size=8192 --thr
03:02:10 PM     0         -      8210    1.33    0.67    0.00    2.00    11  |__/home/ljishen/rocksdb-5.14.3/db_bench --benchmarks=readrandom --db=/mnt/sdb1/rocksdb_data --key_size=16 --value_size=8192 --thr
03:02:10 PM     0         -      8211    0.67    1.33    0.00    2.00    19  |__/home/ljishen/rocksdb-5.14.3/db_bench --benchmarks=readrandom --db=/mnt/sdb1/rocksdb_data --key_size=16 --value_size=8192 --thr
03:02:10 PM     0         -      8212    0.67    1.33    0.00    2.00    23  |__/home/ljishen/rocksdb-5.14.3/db_bench --benchmarks=readrandom --db=/mnt/sdb1/rocksdb_data --key_size=16 --value_size=8192 --thr
03:02:10 PM  1000         -     31674    0.00    0.33    0.00    0.33    17  |__/opt/conda/bin/python /opt/conda/bin/jupyter-notebook 

03:02:10 PM   UID      TGID       TID    %usr %system  %guest    %CPU   CPU  Command
03:02:13 PM     0      8171         -   60.00   66.00    0.00  126.00     5  /home/ljishen/rocksdb-5.14.3/db_bench --benchmarks=readrandom --db=/mnt/sdb1/rocksdb_data --key_size=16 --value_size=8192 --thr
03:02:13 PM     0         -      8171    7.33   18.67    0.00   26.00     5  |__/home/ljishen/rocksdb-5.14.3/db_bench --benchmarks=readrandom --db=/mnt/sdb1/rocksdb_data --key_size=16 --value_size=8192 --thr
03:02:13 PM     0         -      8229    0.67    0.33    0.00    1.00     4  |__/home/ljishen/rocksdb-5.14.3/db_bench --benchmarks=readrandom --db=/mnt/sdb1/rocksdb_data --key_size=16 --value_size=8192 --thr
03:02:13 PM     0         -      8230    0.67    0.00    0.00    0.67    13  |__/home/ljishen/rocksdb-5.14.3/db_bench --benchmarks=readrandom --db=/mnt/sdb1/rocksdb_data --key_size=16 --value_size=8192 --thr
03:02:13 PM     0         -      8231    0.33    0.33    0.00    0.67    14  |__/home/ljishen/rocksdb-5.14.3/db_bench --benchmarks=readrandom --db=/mnt/sdb1/rocksdb_data --key_size=16 --value_size=8192 --thr
03:02:13 PM     0         -      8232    0.67    0.00    0.00    0.67     0  |__/home/ljishen/rocksdb-5.14.3/db_bench --benchmarks=readrandom --db=/mnt/sdb1/rocksdb_data --key_size=16 --value_size=8192 --thr
