procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0        23648      1079352        45012      2648040    0    0  1868  5369   12    4  24   4  66   6   0 2018-11-30 21:24:43
 1  0        23636      1105556        45028      2647952    5    0    12    69 4360 6148  14   5  82   0   0 2018-11-30 21:24:46
 1  0        23636      1827492        45028      1880640    0    0    88     0 1936 1617  11   6  82   0   0 2018-11-30 21:24:49
 2  0        23636      3370736        45056       351316   76    0  4704   505 6533 8554   6  12  79   3   0 2018-11-30 21:24:52
 2  1        23636      3370516        45068       351124    0    0 16215    31 7392 6684   6  15  74   6   0 2018-11-30 21:24:55
 0  1        23636      3370180        45084       351128    5    0 10461    29 5282 5140   5  11  76   9   0 2018-11-30 21:24:58
 2  1        23628      3371284        45112       351160    1    0 16296   191 8660 9098   6  15  73   6   0 2018-11-30 21:25:01
 2  0        23628      3370812        45272       351180    0    0 17041    37 7709 6975   6  15  72   6   0 2018-11-30 21:25:04
 1  0        23628      3370360        45108       351076    0    0 16623    29 7313 6565   6  15  74   5   0 2018-11-30 21:25:07
 1  0        23628      3370856        45116       351076    0    0 15505    28 7121 6430   6  15  75   5   0 2018-11-30 21:25:10
 0  0        23628      3370092        46120       351132    0    0 16175    29 7139 6528   6  15  74   5   0 2018-11-30 21:25:13
 0  1        23628      3370564        45128       351136    0    0  8343    33 4346 4439   4   9  80   8   0 2018-11-30 21:25:16
 0  1        23628      3370524        45140       351136    0    0 15132    28 7056 6461   5  15  74   6   0 2018-11-30 21:25:19
 0  1        23628      3370276        45148       351132    0    0 16523    27 7332 6446   6  15  74   6   0 2018-11-30 21:25:22
 2  0        23628      3371364        45144       351100    0    0 16857    35 7864 6808   6  15  74   5   0 2018-11-30 21:25:25
 1  1        23628      3369836        45868       351064    0    0 16097    29 7496 6463   6  15  72   6   0 2018-11-30 21:25:28
 3  1        23628      3370140        45168       351156    0    0 16351    40 7899 6945   6  15  74   5   0 2018-11-30 21:25:31
 0  1        23628      3370260        45180       351104    0    0 17319    29 7869 6802   6  15  73   5   0 2018-11-30 21:25:34
 4  0        23628      3369540        46236       351104    0    0 17372    27 7620 6731   6  15  73   6   0 2018-11-30 21:25:37
 1  0        23628      3370492        45188       351104    0    0 17353    28 7704 6773   6  15  73   5   0 2018-11-30 21:25:40
 1  0        23628      3370168        45188       351048    0    0 16972    28 7720 6742   6  15  73   6   0 2018-11-30 21:25:43
 3  1        23628      3370224        45332       351108    0    0 16560    48 7704 6700   6  15  73   6   0 2018-11-30 21:25:46
 2  0        23628      3370008        46252       351108    0    0 16588    28 7668 6735   6  15  73   6   0 2018-11-30 21:25:49
 2  0        23628      3370528        45220       351108    0    0 16584    28 7674 6669   6  15  73   6   0 2018-11-30 21:25:52
 3  0        23628      3368372        46264       351108    0    0 16620    27 7465 6512   6  15  73   6   0 2018-11-30 21:25:55
 2  0        23628      3370852        45236       351108    0    0 15135    31 7230 6244   6  14  75   5   0 2018-11-30 21:25:58
 2  0        23628      3370184        45312       351124    0    0 17361   115 9331 8161   7  16  71   6   0 2018-11-30 21:26:01
 0  1        23628      3369696        45256       351132    0    0 16145    57 7521 6560   6  14  73   7   0 2018-11-30 21:26:04
 5  0        23628      3370204        45364       351204    0    0  8967    28 4552 4394   4   9  78   9   0 2018-11-30 21:26:07
 1  0        23628      3370140        45268       351080    0    0 16937    41 7824 6860   6  15  73   6   0 2018-11-30 21:26:10
 4  0        23628      3369696        45960       351140    0    0 16724    41 7875 6768   6  15  73   6   0 2018-11-30 21:26:13
 5  0        23628      3370152        46332       351140    0    0 17147    28 7711 6762   6  15  74   5   0 2018-11-30 21:26:16
 0  2        23628      3369608        45832       351196    0    0 16431    44 7964 6969   6  15  73   6   0 2018-11-30 21:26:19
 4  0        23628      3369864        45432       351196    0    0 16020    28 7482 6505   6  15  74   6   0 2018-11-30 21:26:22
 2  0        23628      3370388        45300       351096    0    0 16889    28 7936 6866   7  15  72   6   0 2018-11-30 21:26:25
 1  0        23628      3370492        45308       351088    0    0 15816    29 7436 6445   6  15  74   6   0 2018-11-30 21:26:28
 1  0        23628      3369536        46356       351144    0    0 17025    29 7756 6729   6  15  74   5   0 2018-11-30 21:26:31
 3  0        23628      3370988        45324       351100    0    0 15936    36 7630 6691   6  15  74   5   0 2018-11-30 21:26:34
 2  0        23628      3371056        45336       351092    0    0 16173    29 7674 6642   6  15  73   6   0 2018-11-30 21:26:37
