Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
24            R    1546559              45.762%           41.064%
16            R    789293               23.355%           20.957%
8             R    575589               17.032%           15.283%
1024          W    282615               73.097%            7.504%
40            R    112869                3.340%            2.997%
56            R    67901                 2.009%            1.803%
32            R    66854                 1.978%            1.775%
8             W    56057                14.499%            1.488%
72            R    43115                 1.276%            1.145%
1016          W    40896                10.578%            1.086%
88            R    28410                 0.841%            0.754%
48            R    19760                 0.585%            0.525%
104           R    19025                 0.563%            0.505%
64            R    14458                 0.428%            0.384%
120           R    13086                 0.387%            0.347%
80            R    9560                  0.283%            0.254%
256           R    9213                  0.273%            0.245%
136           R    8757                  0.259%            0.233%
96            R    7215                  0.213%            0.192%
152           R    6125                  0.181%            0.163%
112           R    5447                  0.161%            0.145%
128           R    4556                  0.135%            0.121%
168           R    4490                  0.133%            0.119%
184           R    3322                  0.098%            0.088%
144           R    3183                  0.094%            0.085%
200           R    2450                  0.072%            0.065%
160           R    2394                  0.071%            0.064%
216           R    2317                  0.069%            0.062%
192           R    2043                  0.060%            0.054%
176           R    1947                  0.058%            0.052%
232           R    1385                  0.041%            0.037%
208           R    1295                  0.038%            0.034%
224           R    1027                  0.030%            0.027%
248           R    1022                  0.030%            0.027%
240           R    1001                  0.030%            0.027%
408           W    565                   0.146%            0.015%
512           R    520                   0.015%            0.014%
416           W    490                   0.127%            0.013%
264           R    444                   0.013%            0.012%
280           R    317                   0.009%            0.008%
64            W    290                   0.075%            0.008%
296           R    242                   0.007%            0.006%
32            W    241                   0.062%            0.006%
312           R    216                   0.006%            0.006%
272           R    212                   0.006%            0.006%
16            W    203                   0.053%            0.005%
3             W    198                   0.051%            0.005%
288           R    189                   0.006%            0.005%
328           R    159                   0.005%            0.004%
28            W    156                   0.040%            0.004%
304           R    152                   0.004%            0.004%
744           W    140                   0.036%            0.004%
336           R    134                   0.004%            0.004%
320           R    131                   0.004%            0.003%
344           R    130                   0.004%            0.003%
27            W    129                   0.033%            0.003%
31            W    125                   0.032%            0.003%
30            W    125                   0.032%            0.003%
96            W    121                   0.031%            0.003%
400           W    119                   0.031%            0.003%
29            W    114                   0.029%            0.003%
120           W    111                   0.029%            0.003%
360           R    108                   0.003%            0.003%
896           W    105                   0.027%            0.003%
112           W    105                   0.027%            0.003%
952           W    101                   0.026%            0.003%
920           W    101                   0.026%            0.003%
904           W    100                   0.026%            0.003%
736           W    100                   0.026%            0.003%
26            W    100                   0.026%            0.003%
888           W    98                    0.025%            0.003%
4             W    95                    0.025%            0.003%
424           W    94                    0.024%            0.002%
15            W    94                    0.024%            0.002%
384           R    93                    0.003%            0.002%
352           R    92                    0.003%            0.002%
25            W    91                    0.024%            0.002%
14            W    89                    0.023%            0.002%
136           W    86                    0.022%            0.002%
368           R    84                    0.002%            0.002%
33            W    83                    0.021%            0.002%
35            W    79                    0.020%            0.002%
1             W    78                    0.020%            0.002%
24            W    77                    0.020%            0.002%
408           R    73                    0.002%            0.002%
376           R    72                    0.002%            0.002%
34            W    72                    0.019%            0.002%
392           R    69                    0.002%            0.002%
22            W    67                    0.017%            0.002%
23            W    63                    0.016%            0.002%
400           R    61                    0.002%            0.002%
6             W    59                    0.015%            0.002%
128           W    52                    0.013%            0.001%
36            W    51                    0.013%            0.001%
21            W    50                    0.013%            0.001%
7             W    47                    0.012%            0.001%
5             W    46                    0.012%            0.001%
424           R    45                    0.001%            0.001%
40            W    45                    0.012%            0.001%
37            W    45                    0.012%            0.001%
