procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 PST
 2  0        26720      5799908       478476     47484836    0    0     4    48    0    0   0   0 100   0   0 2019-03-09 19:52:52
 1  0        26720      5787276       478476     47485428    0    0     0  1628 1802 3482   4   1  95   1   0 2019-03-09 19:52:55
 0  0        26720      5802608       478476     47485384    0    0     0   169 1842 4178   1   0  98   0   0 2019-03-09 19:52:58
 0  0        26720      5804440       478476     47485308    0    0     0     0 1427 3723   0   0  99   0   0 2019-03-09 19:53:01
 0  0        26720      5806464       478476     47485280    0    0     0     7 1412 3687   0   0 100   0   0 2019-03-09 19:53:04
 0  0        26720      5808208       478476     47485288    0    0     0     0 1383 3607   0   0  99   0   0 2019-03-09 19:53:07
 0  0        26720      5810412       478476     47485236    0    0     0   232 1384 3595   0   0  99   0   0 2019-03-09 19:53:10
 0  0        26720      5812676       478476     47485204    0    0     0     0 1425 3745   0   0  99   0   0 2019-03-09 19:53:13
 0  0        26720      5813892       478476     47485240    0    0     0    48 1441 3739   0   0 100   0   0 2019-03-09 19:53:16
 0  0        26720      5814392       478476     47485112    0    0     0     0 1882 4508   0   0 100   0   0 2019-03-09 19:53:19
 0  0        26720      5814656       478476     47485096    0    0     0    35 1421 3712   0   0  99   0   0 2019-03-09 19:53:22
 0  0        26720      5814768       478476     47484992    0    0     0   507 1408 3654   0   0  98   1   0 2019-03-09 19:53:25
 1  0        26720      5801968       478476     47484992    0    0     0    28 1445 3756   0   0  99   0   0 2019-03-09 19:53:28
 0  0        26720      5802660       478476     47484964    0    0     0     0 1373 3662   0   0 100   0   0 2019-03-09 19:53:31
 0  0        26720      5803508       478476     47484944    0    0     0    16 1361 3674   0   0 100   0   0 2019-03-09 19:53:34
 0  0        26720      5803460       478476     47484980    0    0     0     0 1369 3639   0   0  99   0   0 2019-03-09 19:53:37
 0  0        26720      5804040       478476     47484952    0    0     0    77 1345 3592   0   0  99   0   0 2019-03-09 19:53:40
 0  0        26720      5804644       478476     47484968    0    0     0     0 1377 3596   0   0  99   0   0 2019-03-09 19:53:43
 0  0        26720      5804632       478476     47484964    0    0     0    41 1333 3631   0   0  99   0   0 2019-03-09 19:53:46
 0  0        26720      5804848       478476     47484972    0    0     0     0 1518 3889   0   0 100   0   0 2019-03-09 19:53:49
 0  0        26720      5805216       478476     47484940    0    0     0    24 1807 4377   0   0 100   0   0 2019-03-09 19:53:52
 1  0        26720      5805060       478476     47485240    0    0     0   529 1382 3645   0   0  99   0   0 2019-03-09 19:53:55
 0  0        26720      5803768       478476     47485028    0    0     0     0 1434 3807   0   0  99   0   0 2019-03-09 19:53:58
 0  0        26720      5804848       478476     47485048    0    0     0    19 1377 3642   0   0  99   0   0 2019-03-09 19:54:01
 0  0        26720      5805796       478476     47485016    0    0     0     0 1342 3637   0   0 100   0   0 2019-03-09 19:54:04
 0  0        26720      5806436       478476     47484988    0    0     0     8 1369 3635   0   0  99   0   0 2019-03-09 19:54:07
 0  0        26720      5806720       478476     47485028    0    0     0    93 1358 3597   0   0  99   0   0 2019-03-09 19:54:10
 0  0        26720      5807188       478476     47484936    0    0     0    28 1381 3599   0   0 100   0   0 2019-03-09 19:54:13
 0  0        26720      5807044       478476     47484940    0    0     0     0 1319 3591   0   0 100   0   0 2019-03-09 19:54:16
 0  0        26720      5806956       478476     47484980    0    0     0    28 1370 3617   0   0 100   0   0 2019-03-09 19:54:19
 0  0        26720      5806980       478476     47484984    0    0     0     0 1618 4071   0   0  99   0   0 2019-03-09 19:54:22
 0  0        26720      5806760       478476     47485424    0    0     0   520 1710 4115   0   0  99   0   0 2019-03-09 19:54:25
 1  0        26720      5809852       478476     47485060    0    0     0    45 1740 4011   1   0  99   0   0 2019-03-09 19:54:28
 0  0        26720      5809132       478476     47485096    0    0     0     0 1389 3633   0   0 100   0   0 2019-03-09 19:54:31
 0  0        26720      5810704       478476     47485084    0    0     0    19 1347 3587   0   0  99   0   0 2019-03-09 19:54:34
 0  0        26720      5811476       478476     47485096    0    0     0     0 1352 3612   0   0 100   0   0 2019-03-09 19:54:37
 0  0        26720      5812040       478476     47485092    0    0     0    92 1348 3586   0   0  99   0   0 2019-03-09 19:54:40
 2  0        26720      5812728       478476     47485012    0    0     0     0 1359 3571   0   0 100   0   0 2019-03-09 19:54:43
 1  0        26720      5813208       478476     47485000    0    0     0    45 1314 3579   0   0 100   0   0 2019-03-09 19:54:46
 0  0        26720      5813820       478476     47485012    0    0     0     0 1343 3613   0   0 100   0   0 2019-03-09 19:54:49
 0  0        26720      5813664       478476     47485036    0    0     0     8 1358 3631   0   0  99   0   0 2019-03-09 19:54:52
 0  0        26720      5813996       478476     47485424    0    0     0   351 1743 4255   0   0  99   0   0 2019-03-09 19:54:55
 0  0        26720      5814552       478476     47485200    0    0     0    61 1502 3860   0   0  99   0   0 2019-03-09 19:54:58
 0  0        26720      5812024       478476     47485504    0    0     0     0 1497 3813   0   0  99   0   0 2019-03-09 19:55:01
 0  0        26720      5812172       478476     47485532    0    0     0    28 1437 3685   0   0  99   0   0 2019-03-09 19:55:04
 0  0        26720      5813100       478476     47485580    0    0     0     0 1367 3627   0   0  99   0   0 2019-03-09 19:55:07
 0  0        26720      5813208       478476     47485580    0    0     0   237 1385 3597   0   0  99   0   0 2019-03-09 19:55:10
 0  0        26720      5813940       478476     47485460    0    0     0     0 1406 3720   0   0  99   0   0 2019-03-09 19:55:13
 0  0        26720      5814048       478476     47485548    0    0     0    45 1398 3605   0   0  99   0   0 2019-03-09 19:55:16
 0  0        26720      5814512       478476     47485544    0    0     0     0 1365 3657   0   0 100   0   0 2019-03-09 19:55:19
 0  0        26720      5814604       478476     47485644    0    0     0     8 1360 3665   0   0  99   0   0 2019-03-09 19:55:22
