procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 PDT
 1  0        60844     16019008        18844     49487000    0    0  1253  5085    1    3   3   2  93   2   0 2019-03-18 18:16:23
 0  1        60804     16019164        18852     49487736   16    0    16   172 1611 1637   2   1  97   0   0 2019-03-18 18:16:26
 3  0        60764     16008044        18856     49487764   11    0    11     1 1726 1758   2   1  97   0   0 2019-03-18 18:16:29
 1  0        60724     16008944        18868     49488652   16    0    16   259 1381 1376   2   1  97   0   0 2019-03-18 18:16:32
 0  0        60704     16004024        18868     49488464    7    0     7     0 1149 1310   1   1  97   0   0 2019-03-18 18:16:35
 4  0        60464     24330232        18880     41123072   81    0   187   201 1797 1593   1   5  93   1   0 2019-03-18 18:16:38
 1  1        60436     54451804        18888     11032304    9    0     9    81 1926 1297   1  10  89   0   0 2019-03-18 18:16:41
 0  0        60436     64915084        18896       580572    0    0     0   149  774  827   0   4  96   0   0 2019-03-18 18:16:44
 2  0        60308     64906556        18920       581592  171    0  7525   204 2934 2881   2   2  94   2   0 2019-03-18 18:16:47
 0  0        60260     64914928        18920       580288   17    0  8335     4 3425 3257   2   2  95   0   0 2019-03-18 18:16:50
 2  1        60148     64899768        20096       581100   36    0 13164   952 5333 5400   2   3  90   5   0 2019-03-18 18:16:53
 2  8        60128     64897952        23352       579668    7    0 56247   481 13444 13998   1   4  86   9   0 2019-03-18 18:16:56
 7  5        60128     64906348        21088       579312    1    0 64720   384 15316 15607   1   4  86  10   0 2019-03-18 18:16:59
 4  6        60116     64895740        22624       578120    4    0 59860   405 14122 14425   1   4  86  10   0 2019-03-18 18:17:02
 0  4        60116     64893544        23704       579920    0    0 72284   335 16645 17106   1   4  86  10   0 2019-03-18 18:17:05
 2  9        60116     64892344        23380       577916    0    0 75991   372 17558 17888   1   4  85  10   0 2019-03-18 18:17:08
 1 10        60116     64903524        22392       577996    0    0 73771   343 17521 18284   1   4  86   9   0 2019-03-18 18:17:11
 1 10        60116     64896840        24676       576292    0    0 70816   361 16603 17104   1   4  86   9   0 2019-03-18 18:17:14
 2  9        60116     64897812        24232       580824    0    0 75691   339 18424 19106   1   5  85   9   0 2019-03-18 18:17:17
 2  8        60116     64892904        25732       578688    0    0 72835   373 17316 17885   1   4  86   9   0 2019-03-18 18:17:20
 0  5        60116     64907472        22488       578164    0    0 68911   375 16430 16895   1   5  86   9   0 2019-03-18 18:17:23
 1  8        60116     64896744        25144       579832    0    0 64791   531 15614 16418   1   4  87   8   0 2019-03-18 18:17:26
 2  2        60116     64905112        23712       579164    0    0 68331   372 16541 17019   1   4  86   9   0 2019-03-18 18:17:29
 3 10        60116     64898160        26148       578600    0    0 74307   333 17861 18691   1   5  85   9   0 2019-03-18 18:17:32
 3  8        60116     64900652        24792       580276    0    0 70265   371 16815 16954   1   4  85   9   0 2019-03-18 18:17:35
 1  7        60116     64894840        26652       580932    0    0 70079   339 16683 16924   1   4  86   9   0 2019-03-18 18:17:38
 2  4        60116     64897248        26980       579660    0    0 60765   361 15317 15858   1   4  87   8   0 2019-03-18 18:17:41
 4  6        60116     64888744        29728       577804    0    0 63941   364 14868 15529   1   4  86  10   0 2019-03-18 18:17:44
 1  7        60116     64891868        29644       580208    0    0 65448   375 15441 15752   1   3  88   8   0 2019-03-18 18:17:47
 0  4        60116     64900276        26916       578572    0    0 66349   356 15850 16541   1   4  87   8   0 2019-03-18 18:17:50
 0  8        60104     64901768        28756       579124    4    0 59136   377 14089 14549   1   3  88   8   0 2019-03-18 18:17:53
 1  7        60104     64893904        30296       580916    0    0 61916   487 14563 15335   1   4  86   8   0 2019-03-18 18:17:56
 7  5        60104     64890264        32052       580248    0    0 61916   349 14987 15389   1   4  87   8   0 2019-03-18 18:17:59
 1  5        60104     64894176        31620       579280    0    0 62624   387 14562 14869   1   4  88   8   0 2019-03-18 18:18:02
 4  3        60104     64888664        33804       580396    0    0 76407   339 17487 17990   1   4  86   8   0 2019-03-18 18:18:05
