procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0        23600      1367404        27448      2428616    0    0  1046  4628   75   92  39   3  52   6   0 2018-12-25 17:34:23
 0  0        23600      1374068        27532      2428572    0    0    29   523 16586  869   1   3  94   2   0 2018-12-25 17:34:26
 0  0        23600      1365952        27532      2428604    0    0     0     0  665  479   2   1  97   0   0 2018-12-25 17:34:29
 0  0        23600      3387908        27552       404372    0    0   188    53 1898  911   2   9  89   0   0 2018-12-25 17:34:32
 0  0        23600      3385680        27568       405720    0    0  3439     1 2073 1399   3   4  92   0   0 2018-12-25 17:34:35
 3  0        23600      3377420        27652       405852    0    0  1441   753 19540 1446   3   5  82  10   0 2018-12-25 17:34:38
 1  0        23600      3385084        27724       405692    0    0  2568   245 8781 1129   1   4  79  17   0 2018-12-25 17:34:41
 0  1        23600      3385452        27764       405644    0    0  9560    33 4885 2592   3   8  77  12   0 2018-12-25 17:34:44
 0  1        23600      3385064        28000       405660    0    0  8837    33 4231 2401   2   8  78  12   0 2018-12-25 17:34:47
 4  0        23600      3384596        27860       405708    0    0 15128   219 12230 4030   4  12  75   8   0 2018-12-25 17:34:50
 1  1        23600      3385984        27912       405692    0    0 14100    45 6380 3713   4  11  76   9   0 2018-12-25 17:34:53
 0  1        23600      3385412        27968       405744    0    0  8757   181 8397 2513   2   8  79  11   0 2018-12-25 17:34:56
 2  0        23600      3385040        28088       405744    0    0 16639    33 7694 4272   4  13  75   8   0 2018-12-25 17:34:59
 1  0        23600      3384564        28708       405760    0    0 16241   187 10820 4188   4  13  75   9   0 2018-12-25 17:35:02
 0  2        23600      3385296        28148       405904    0    0 14532   213 11479 3846   3  12  77   8   0 2018-12-25 17:35:05
 2  0        23600      3385368        28160       405904    0    0 17296    43 7380 4281   4  13  74   9   0 2018-12-25 17:35:08
 0  1        23600      3384700        28324       405936    0    0 15651   376 14530 4424   5  13  73   9   0 2018-12-25 17:35:11
 3  1        23600      3384968        28376       405952    0    0  7273   173 10642 2166   2   7  79  11   0 2018-12-25 17:35:14
 2  0        23600      3385292        28416       405964    0    0 16999    28 6786 4121   3  12  76   9   0 2018-12-25 17:35:17
 0  1        23600      3383612        29532       406032    0    0 13721   220 21681 3779   4  13  74  10   0 2018-12-25 17:35:20
 3  2        23600      3384292        28580       406032    0    0 16385    47 7669 4199   4  13  75   8   0 2018-12-25 17:35:23
 0  0        23600      3384332        28576       406036    0    0 17012    44 9925 4193   4  13  75   9   0 2018-12-25 17:35:26
 0  2        23600      3383868        29020       406052    0    0 13175   229 20724 3531   3  12  77   8   0 2018-12-25 17:35:29
 0  1        23600      3382852        29432       406052    0    0 16732    27 6795 4261   4  13  75   8   0 2018-12-25 17:35:32
 2  0        23600      3384076        28700       406052    0    0 15949    37 8719 4251   5  13  74   8   0 2018-12-25 17:35:35
 0  1        23600      3384060        29076       406080    0    0 14948   217 13620 4012   4  13  75   8   0 2018-12-25 17:35:38
 2  1        23600      3375700        29884       406168    0    0 16251   244 11069 4181   4  13  74   9   0 2018-12-25 17:35:41
 0  1        23600      3383380        29400       405992    0    0 14624   311 16228 4049   4  13  75   9   0 2018-12-25 17:35:44
 2  0        23600      3383364        28992       406000    0    0 16472    41 7709 4233   4  12  75   8   0 2018-12-25 17:35:47
 1  1        23600      3383016        29420       406008    0    0 17255    41 8026 4400   4  13  73   9   0 2018-12-25 17:35:50
 4  1        23600      3383164        29108       405956    0    0 15225   225 13034 4038   4  12  75   9   0 2018-12-25 17:35:53
 1  0        23600      3384080        29160       405992    0    0 16441    40 7576 4169   4  12  76   8   0 2018-12-25 17:35:56
 0  1        23600      3382808        29212       405992    0    0 16395    45 7333 4334   4  13  74   8   0 2018-12-25 17:35:59
 1  0        23600      3382940        29712       405956    0    0 15005   295 15479 4031   4  12  76   9   0 2018-12-25 17:36:02
 0  1        23600      3383312        29316       405956    0    0 16871    36 7621 4166   4  13  75   8   0 2018-12-25 17:36:05
 0  1        23600      3382912        30404       405924    0    0 15912   109 8832 4217   4  12  75   8   0 2018-12-25 17:36:08
 0  1        23600      3382120        30092       405924    0    0 15731   141 10795 4002   4  12  76   8   0 2018-12-25 17:36:11
 2  0        23600      3383872        29632       405928    0    0 15252   335 14495 4401   5  13  73   8   0 2018-12-25 17:36:14
 0  1        23600      3383240        29608       405928    0    0 15160   172 12625 3967   3  12  76   9   0 2018-12-25 17:36:17
 0  2        23600      3383148        29652       405928    0    0 16637    36 7036 4140   4  12  75   8   0 2018-12-25 17:36:20
 0  1        23600      3380816        30728       405928    0    0 16755    27 7056 4223   4  12  75   9   0 2018-12-25 17:36:23
 4  0        23600      3383120        29752       405936    0    0 14757   203 11984 3814   3  12  76   9   0 2018-12-25 17:36:26
 2  1        23600      3383032        29788       405932    0    0 16245    32 6767 4097   4  12  75   8   0 2018-12-25 17:36:29
 2  1        23600      3381816        30884       405944    0    0 16960   172 8228 4211   4  13  75   9   0 2018-12-25 17:36:32
 1  1        23600      3382020        30436       405944    0    0 16375    53 10875 3855   4  12  76   8   0 2018-12-25 17:36:35
 2  0        23600      3382036        29920       405948    0    0 16511    27 6484 4264   4  13  75   9   0 2018-12-25 17:36:38
 6  1        23600      3383188        29996       405956    0    0 15113   223 15240 4078   4  13  75   9   0 2018-12-25 17:36:41
 3  0        23600      3375972        30036       406052    0    0 10441    29 4906 2994   3   8  83   5   0 2018-12-25 17:36:44
 1  0        23600      2968748        30040       814920    0    0   760 92629 3197 2318   3   5  93   0   0 2018-12-25 17:36:47
 0  0        23600      2968788        30052       814924    0    0     0 315311 7064 5318   3   3  94   0   0 2018-12-25 17:36:50
 0  0        23600      2968868        30052       814940    0    0     0 310400 6565 5092   1   2  96   0   0 2018-12-25 17:36:53
 0  0        23600      2969100        30060       814940    0    0     0 311049 6960 5118   2   2  96   0   0 2018-12-25 17:36:56
 0  0        23600      2968908        30060       814912    0    0     0 313045 6345 5129   2   2  96   0   0 2018-12-25 17:36:59
 0  0        23600      2968752        30068       814920    0    0     0 313183 6589 5157   2   2  96   0   0 2018-12-25 17:37:02
 0  0        23600      2969012        30076       814924    0    0     0 312547 6800 5203   2   3  95   0   0 2018-12-25 17:37:05
 0  0        23600      2968652        30076       814924    0    0     0 312491 6804 5109   1   2  96   0   0 2018-12-25 17:37:08
 0  0        23600      2969080        30084       814924    0    0     0 312372 6508 5160   2   2  96   0   0 2018-12-25 17:37:11
 0  0        23600      2969048        30084       814928    0    0     0 311980 6484 5133   2   2  96   0   0 2018-12-25 17:37:14
 0  0        23600      2969264        30092       814932    0    0     0 309641 6552 5076   2   2  96   0   0 2018-12-25 17:37:17
 0  0        23600      2968588        30100       814932    0    0     0 306935 34974 5161   2   7  88   2   0 2018-12-25 17:37:20
 1  0        23600      2968504        30112       814884    0    0     0 299957 6761 4958   3   3  94   1   0 2018-12-25 17:37:23
 1  0        23600      2968556        30120       814888    0    0     0 303967 6392 5011   2   2  96   0   0 2018-12-25 17:37:26
 0  0        23600      2968756        30120       814888    0    0     0 300203 6202 4935   1   2  96   0   0 2018-12-25 17:37:29
 0  0        23600      2968560        30128       814892    0    0     0 301193 6699 4961   2   2  96   0   0 2018-12-25 17:37:32
 0  0        23600      2968692        30128       814896    0    0     0 299392 6237 4895   2   2  96   0   0 2018-12-25 17:37:35
 1  0        23600      2968132        30136       814880    0    0     0 302725 6662 5039   2   3  95   0   0 2018-12-25 17:37:38
 0  0        23600      2968740        30136       814880    0    0     0 301397 6346 4955   2   2  96   0   0 2018-12-25 17:37:41
 0  0        23600      2967848        30144       814884    0    0     0 299956 6241 4886   2   2  96   0   0 2018-12-25 17:37:44
 0  0        23600      2968252        30144       814868    0    0     0 305024 6379 5058   2   2  96   0   0 2018-12-25 17:37:47
 2  0        23600      2968024        30152       814948    0    0     0 301535 6646 5145   2   3  96   0   0 2018-12-25 17:37:50
 2  0        23600      2968924        30152       814876    0    0     0 301568 6741 5089   3   3  94   0   0 2018-12-25 17:37:53
 2  0        23600      2965192        30164       814876    0    0     0 302572 25433 4981   1   5  92   1   0 2018-12-25 17:37:56
 1  0        23600      2968960        30164       814876    0    0     0 299179 6266 4947   2   2  96   0   0 2018-12-25 17:37:59
 0  0        23600      2968872        30172       814876    0    0     0 301573 6528 4962   2   2  96   0   0 2018-12-25 17:38:02
 1  0        23600      2967848        30172       814880    0    0     0 300971 6413 4953   2   2  96   0   0 2018-12-25 17:38:05
 0  0        23600      2968064        30180       814880    0    0     0 301752 6526 4958   2   3  96   0   0 2018-12-25 17:38:08
 1  0        23600      2968108        30180       814884    0    0     0 303872 6228 4992   1   2  97   0   0 2018-12-25 17:38:11
 0  0        23600      2968136        30188       814884    0    0     0 299743 6490 4935   2   2  96   0   0 2018-12-25 17:38:14
 0  0        23600      2968572        30196       814884    0    0     0 304219 6301 5037   2   2  96   0   0 2018-12-25 17:38:17
 0  0        23600      2967944        30196       815016    0    0     0 300203 7068 4925   2   2  96   0   0 2018-12-25 17:38:20
 0  0        23600      2968804        30208       815024    0    0     0 301732 7093 5230   3   3  93   0   0 2018-12-25 17:38:23
 0  0        23600      2968664        30208       815024    0    0     0 300335 6764 4897   1   2  97   0   0 2018-12-25 17:38:26
 3  1        23600      2968200        30216       815024    0    0     0 301909 11080 5044   2   3  94   1   0 2018-12-25 17:38:29
 1  0        23600      2968476        30216       815024    0    0     0 303844 13678 5089   2   3  94   1   0 2018-12-25 17:38:32
 0  0        23600      2968476        30224       815028    0    0     0 301117 6803 4918   1   2  97   0   0 2018-12-25 17:38:35
 1  0        23600      2968360        30224       815032    0    0     0 301397 6339 5016   2   3  95   0   0 2018-12-25 17:38:38
 0  0        23600      2968268        30232       815032    0    0     0 300895 6188 4883   1   2  97   0   0 2018-12-25 17:38:41
 1  0        23600      2969028        30240       814984    0    0     0 300124 6379 4922   2   3  95   0   0 2018-12-25 17:38:44
 0  0        23600      2968748        30240       814984    0    0     0 304128 6160 4951   1   2  97   0   0 2018-12-25 17:38:47
 0  0        23600      2968912        30248       814984    0    0     0 302345 6500 4997   2   3  96   0   0 2018-12-25 17:38:50
 1  0        23600      2968252        30248       815068    0    0     0 303189 6606 5186   2   3  95   0   0 2018-12-25 17:38:53
 0  0        23600      2968228        30260       814992    0    0     0 301011 8504 5168   2   3  95   0   0 2018-12-25 17:38:56
 0  0        23600      2968376        30260       814992    0    0     0 300800 6641 4970   2   2  96   0   0 2018-12-25 17:38:59
 1  0        23600      2968336        30268       815000    0    0     0 304103 7165 5428   2   2  96   0   0 2018-12-25 17:39:02
 1  0        23600      2968868        30276       815000    0    0     0 302020 8290 6736   2   2  96   0   0 2018-12-25 17:39:05
 0  0        23600      2969452        30276       815004    0    0     0 304469 6445 5007   2   2  96   0   0 2018-12-25 17:39:08
 1  0        23600      2969020        30284       815004    0    0     0 298053 16315 14239   1   3  95   1   0 2018-12-25 17:39:11
 1  0        23600      2968988        30284       815004    0    0     0 304341 6337 5026   2   2  96   0   0 2018-12-25 17:39:14
 1  0        23600      2968856        30292       815008    0    0     0 303031 6441 5146   1   2  96   0   0 2018-12-25 17:39:17
 0  0        23600      2968288        30292       815008    0    0     0 304981 6346 5034   2   3  95   0   0 2018-12-25 17:39:20
 1  0        23600      2967980        30300       815008    0    0     0 304991 7189 5928   1   2  96   0   0 2018-12-25 17:39:23
 2  0        23600      2968052        30300       815016    0    0     0 305195 7183 5303   3   3  94   0   0 2018-12-25 17:39:26
 0  0        23600      2967708        30312       815020    0    0     0 303737 6592 5147   2   3  96   0   0 2018-12-25 17:39:29
 1  0        23600      2967500        30312       815020    0    0     0 302080 6184 4926   1   2  97   0   0 2018-12-25 17:39:32
 0  0        23600      2968176        30320       815004    0    0     0 301153 6639 5234   2   3  95   0   0 2018-12-25 17:39:35
 0  0        23600      2968116        30320       815004    0    0     0 299179 6095 4869   1   2  96   0   0 2018-12-25 17:39:38
 0  0        23600      2968504        30328       815012    0    0     0 302901 7995 6617   1   2  96   0   0 2018-12-25 17:39:41
 0  0        23600      2968012        30336       815012    0    0     0 301669 6514 5010   2   3  95   0   0 2018-12-25 17:39:44
 0  0        23600      2968100        30336       815012    0    0     0 301824 6156 4926   1   2  97   0   0 2018-12-25 17:39:47
 1  0        23600      2968320        30344       815012    0    0     0 306247 13707 11891   2   3  95   0   0 2018-12-25 17:39:50
 0  0        23600      2967956        30344       815012    0    0     0 302848 6195 4930   2   2  96   0   0 2018-12-25 17:39:53
 0  0        23600      2967964        30368       815096    0    0     0 302708 12801 11180   2   3  92   3   0 2018-12-25 17:39:56
 1  0        23600      2968040        30388       815004    0    0     0 299408 7122 5350   3   4  94   0   0 2018-12-25 17:39:59
 0  0        23600      2967740        30388       815004    0    0     0 302975 7826 6449   1   2  97   0   0 2018-12-25 17:40:02
 0  0        23600      2968096        30396       815004    0    0     0 298467 6577 5093   2   2  96   0   0 2018-12-25 17:40:05
 0  0        23600      2967876        30396       815008    0    0     0 302891 6272 4933   2   2  96   0   0 2018-12-25 17:40:08
 0  0        23600      2968536        30404       815012    0    0     0 304103 6791 5304   2   2  96   0   0 2018-12-25 17:40:11
 0  0        23600      2968452        30404       815012    0    0     0 302208 6149 4919   1   2  96   0   0 2018-12-25 17:40:14
 0  0        23600      2968156        30412       814996    0    0     0 303328 7803 6377   2   2  96   0   0 2018-12-25 17:40:17
 0  0        23600      2968148        30420       815000    0    0     0 302101 14007 12222   2   3  95   0   0 2018-12-25 17:40:20
 0  0        23600      2968168        30420       815000    0    0     0 301184 6240 4966   2   2  96   0   0 2018-12-25 17:40:23
 0  0        23600      2968720        30428       815000    0    0     0 302564 6393 5069   2   2  96   0   0 2018-12-25 17:40:26
 0  0        23600      2967448        30428       815004    0    0     0 300160 6993 5175   3   3  94   0   0 2018-12-25 17:40:29
 0  0        23600      2967604        30440       815004    0    0     0 306168 6555 5248   2   2  96   0   0 2018-12-25 17:40:32
 1  0        23600      2968172        30440       815008    0    0     0 303916 6496 5029   2   2  96   0   0 2018-12-25 17:40:35
 0  0        23600      2967820        30448       815012    0    0     0 301065 7136 5813   1   2  96   0   0 2018-12-25 17:40:38
 0  0        23600      2967788        30448       815012    0    0     0 302123 6400 4981   2   3  95   0   0 2018-12-25 17:40:41
 0  0        23600      2968144        30456       815016    0    0     0 299743 6292 4918   1   2  96   0   0 2018-12-25 17:40:44
 0  0        23600      2968472        30456       815016    0    0     0 300892 6364 5043   2   2  96   0   0 2018-12-25 17:40:47
 2  0        23600      2964096        30468       815020    0    0     0 304651 7518 6136   2   3  96   0   0 2018-12-25 17:40:50
 0  0        23600      2967456        30468       815020    0    0     0 304683 6463 5030   2   2  96   0   0 2018-12-25 17:40:53
 0  0        23600      2967840        30476       815020    0    0     0 302115 13518 11867   2   3  95   0   0 2018-12-25 17:40:56
 0  0        23600      2967468        30484       815104    0    0     0 302019 6912 5202   2   3  96   0   0 2018-12-25 17:40:59
 1  0        23600      2967124        30484       815036    0    0     0 301529 8424 6204   3   3  94   0   0 2018-12-25 17:41:02
 0  0        23600      2966976        30496       815036    0    0     0 306173 7005 5226   2   3  96   0   0 2018-12-25 17:41:05
 1  0        23600      2967668        30496       815036    0    0     0 304171 6371 4982   2   2  96   0   0 2018-12-25 17:41:08
 0  0        23600      2967968        30504       815036    0    0     0 309513 6566 5179   2   2  96   0   0 2018-12-25 17:41:11
 1  0        23600      2967676        30504       815040    0    0     0 303232 6348 4952   2   2  96   0   0 2018-12-25 17:41:14
 1  0        23600      2967984        30512       815040    0    0     0 303241 6453 5114   2   2  96   0   0 2018-12-25 17:41:17
 0  0        23600      2967752        30520       815044    0    0     0 307092 6583 5211   1   2  96   0   0 2018-12-25 17:41:20
 3  0        23600      2967424        30520       815048    0    0     0 305835 6667 5035   2   3  95   0   0 2018-12-25 17:41:23
 0  0        23600      2967672        30528       815048    0    0     0 303201 10196 8045   2   2  96   0   0 2018-12-25 17:41:26
 2  0        23600      2968164        30528       815048    0    0     0 303829 6401 4966   2   2  96   0   0 2018-12-25 17:41:29
 0  0        23600      2968032        30540       815052    0    0     0 304645 16846 14745   3   4  93   0   0 2018-12-25 17:41:32
 0  0        23600      2968244        30540       815052    0    0     0 302889 7951 6566   2   2  96   0   0 2018-12-25 17:41:35
 1  0        23600      2968928        30552       815072    0    0     0 302445 6552 5198   2   3  95   0   0 2018-12-25 17:41:38
 0  0        23600      2968968        30552       815072    0    0     0 298539 6191 4879   1   2  97   0   0 2018-12-25 17:41:41
 0  0        23600      2968604        30560       815088    0    0     0 304777 6571 5232   2   2  96   0   0 2018-12-25 17:41:44
