procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0        60356      1566528        17536      2242920    0    0  3113  7420    9    8  34   5  54   7   0 2018-11-22 20:10:55
 0  0        60348      1566608        17608      2242832    3    0    29     0 1105  867   2   2  96   0   0 2018-11-22 20:10:58
 0  0        60348      3442004        17628       363356    0    0   617    90 3060 2261   1   9  90   0   0 2018-11-22 20:11:01
 0  1        60344      3430812        18364       364456   63    0  8104   517 17882 16740   5   8  82   6   0 2018-11-22 20:11:04
 0  1        60344      3432024        17700       364360    0    0 11669    24 5565 4568   5  10  74  11   0 2018-11-22 20:11:07
 1  1        60344      3431496        17796       364356    0    0 16128    28 7254 6056   7  13  71   9   0 2018-11-22 20:11:10
 0  1        60344      3432724        17780       364364    0    0 13360    37 6627 5573   6  11  74   9   0 2018-11-22 20:11:13
 4  0        60344      3432252        17800       364356    0    0 12288    25 5615 4691   5  10  75  10   0 2018-11-22 20:11:16
 2  0        60344      3432152        17868       364328    0    0 18349    28 8043 6733   8  14  70   8   0 2018-11-22 20:11:19
 2  0        60344      3430748        18912       364328    0    0 17617    28 8244 6929   7  14  70   9   0 2018-11-22 20:11:22
 0  1        60344      3431544        18592       364328    0    0 18060    27 7805 6470   7  14  71   8   0 2018-11-22 20:11:25
 0  1        60344      3431136        18632       364332    0    0 17276    41 8798 7543   8  14  70   8   0 2018-11-22 20:11:28
 3  0        60344      3432448        17976       364332    0    0 17737    28 7782 6523   8  13  70   8   0 2018-11-22 20:11:31
 5  1        60344      3431716        18012       364332    0    0 17927    28 7841 6606   8  14  70   8   0 2018-11-22 20:11:34
 0  1        60344      3431644        19076       364320    0    0 13263    32 6064 5092   6  10  74  10   0 2018-11-22 20:11:37
 1  0        60344      3432300        18068       364324    0    0  9052    31 4457 3689   4   8  78  10   0 2018-11-22 20:11:40
 2  0        60344      3431828        18104       364324    0    0 17887    37 8665 7384   8  14  70   8   0 2018-11-22 20:11:43
 2  0        60344      3430676        19180       364364    0    0 18329    33 8141 6658   7  13  71   9   0 2018-11-22 20:11:46
 0  1        60344      3431096        18868       364368    0    0 17169    28 7751 6493   7  14  71   8   0 2018-11-22 20:11:49
 4  0        60344      3432524        18212       364316    0    0 17676    28 7994 6606   8  14  70   8   0 2018-11-22 20:11:52
 2  0        60344      3430424        19292       364316    0    0 17504    27 8367 7241   7  13  71   8   0 2018-11-22 20:11:55
 3  0        60344      3430632        19316       364324    0    0 17252    45 7976 6767   7  13  72   8   0 2018-11-22 20:11:58
 1  0        60340      3432116        18348       364764    3    0 16997   132 10178 8805   7  13  72   9   0 2018-11-22 20:12:01
 2  1        60340      3430720        18756       364836    0    0 17715    25 7616 6327   7  14  70   9   0 2018-11-22 20:12:04
 4  0        60340      3430264        18408       364744    0    0 17777    28 7443 6205   7  14  71   8   0 2018-11-22 20:12:07
 1  1        60340      3430776        18476       364752    0    0 17709    25 7676 6451   7  14  71   8   0 2018-11-22 20:12:10
 0  1        60340      3429760        19400       364748    0    0 18205    28 8711 7432   8  14  70   8   0 2018-11-22 20:12:13
 2  0        60340      3430596        18512       364700    0    0 17920    45 8367 7040   7  14  70   9   0 2018-11-22 20:12:16
 1  0        60340      3431068        18544       364756    0    0 17207    28 7636 6432   7  14  71   8   0 2018-11-22 20:12:19
 1  0        60340      3430504        18572       364760    0    0 16856    32 7560 6298   7  13  71   8   0 2018-11-22 20:12:22
 1  1        60340      3429876        19604       364764    0    0 17896    35 7838 6546   7  14  71   8   0 2018-11-22 20:12:25
 3  0        60340      3430272        18652       364700    0    0 17248    28 8517 7128   7  13  71   8   0 2018-11-22 20:12:28
 1  0        60340      3431080        18680       364768    0    0 17605    37 8010 6631   8  14  71   8   0 2018-11-22 20:12:31
 1  1        60340      3429900        18760       364768    0    0 17272    28 7672 6321   7  13  71   8   0 2018-11-22 20:12:34
 2  0        60340      3429984        18772       364768    0    0 18295    27 8069 6732   8  14  71   7   0 2018-11-22 20:12:37
 2  0        60340      3430440        18784       364764    0    0 17979    28 8897 7648   8  14  71   7   0 2018-11-22 20:12:40
 2  0        60340      3430604        18816       364768    0    0 18279    27 7439 6179   8  14  71   8   0 2018-11-22 20:12:43
 1  1        60340      3429116        19776       364756    0    0 17612    36 7673 6417   7  14  71   8   0 2018-11-22 20:12:46
 2  0        60340      3430352        19928       364756    0    0 17589    27 7943 6564   7  14  71   8   0 2018-11-22 20:12:49
 1  1        60340      3429908        19308       364756    0    0 17821    33 8024 6861   8  14  71   8   0 2018-11-22 20:12:52
 0  1        60340      3430072        19276       364760    0    0 17839    33 8931 7521   7  14  71   7   0 2018-11-22 20:12:55
 5  1        60340      3429800        20040       364760    0    0 17864    29 7773 6565   8  14  71   8   0 2018-11-22 20:12:58
 0  1        60340      3430608        19060       364840    0    0 17637   129 10686 9304   8  14  71   8   0 2018-11-22 20:13:01
 0  0        60336      3016544        19208       774032    0    0  2367 116957 4899 3265   3   5  91   1   0 2018-11-22 20:13:04
 2  0        60336      3016632        19220       774032    0    0     0 299692 8128 5185   1   2  97   0   0 2018-11-22 20:13:07
 1  0        60336      3016680        19220       774032    0    0     0 303531 6838 4946   1   2  97   0   0 2018-11-22 20:13:10
 0  0        60336      3015908        19228       774032    0    0     0 300293 7749 5058   2   2  96   0   0 2018-11-22 20:13:13
 1  0        60336      3015876        19228       774032    0    0     0 305280 7910 5014   1   2  97   0   0 2018-11-22 20:13:16
 0  0        60336      3015868        19236       774036    0    0     0 298800 7910 5021   2   2  96   0   0 2018-11-22 20:13:19
 1  0        60336      3015628        19236       774036    0    0     0 301781 7997 4948   1   2  96   0   0 2018-11-22 20:13:22
 1  0        60336      3015628        19244       774036    0    0     0 302939 7952 4997   1   2  97   0   0 2018-11-22 20:13:25
 1  0        60336      3016052        19244       774036    0    0     0 297899 8085 4924   1   2  96   0   0 2018-11-22 20:13:28
 0  0        60336      3016108        19252       774036    0    0     0 301061 7848 4950   1   2  97   0   0 2018-11-22 20:13:31
 1  0        60336      3015636        19252       774044    0    0     0 301520 11062 7904   1   2  96   0   0 2018-11-22 20:13:34
 1  0        60336      3015504        19260       774044    0    0     0 298653 8863 5711   1   2  96   0   0 2018-11-22 20:13:37
 1  0        60336      3015448        19260       774044    0    0     0 300459 8643 4982   1   2  97   0   0 2018-11-22 20:13:40
 0  0        60336      3015632        19268       774048    0    0     0 300423 8886 5808   1   2  97   0   0 2018-11-22 20:13:43
 0  0        60336      3015656        19268       774048    0    0     0 300885 7906 4917   1   2  97   0   0 2018-11-22 20:13:46
 1  0        60336      3015648        19276       774052    0    0     0 302683 8097 5080   1   2  97   0   0 2018-11-22 20:13:49
 2  0        60336      3015676        19276       774052    0    0     0 300459 8027 4993   1   2  96   0   0 2018-11-22 20:13:52
 1  0        60336      3015764        19284       774052    0    0     0 302597 9083 5006   1   2  97   0   0 2018-11-22 20:13:55
 0  0        60336      3015324        19284       774056    0    0     0 300757 8192 4987   1   2  97   0   0 2018-11-22 20:13:58
 0  0        60336      3015360        19292       774056    0    0     0 302299 8627 5127   2   2  96   0   0 2018-11-22 20:14:01
 0  0        60336      3015788        19292       774056    0    0     0 301355 8182 4964   1   3  96   0   0 2018-11-22 20:14:04
 1  0        60336      3015960        19300       774060    0    0     0 300601 8286 5181   1   2  96   0   0 2018-11-22 20:14:07
 1  0        60336      3015880        19300       774060    0    0     0 298197 7922 4924   1   2  97   0   0 2018-11-22 20:14:10
 0  0        60336      3015932        19308       774064    0    0     0 302096 8597 5468   2   2  96   0   0 2018-11-22 20:14:13
 0  0        60336      3016012        19308       774064    0    0     0 296832 7876 4877   1   2  97   0   0 2018-11-22 20:14:16
 0  0        60336      3015368        19316       774064    0    0     0 301853 10432 6567   1   2  96   0   0 2018-11-22 20:14:19
 1  0        60336      3015748        19316       774068    0    0     0 297515 8763 4915   2   2  96   0   0 2018-11-22 20:14:22
 0  0        60336      3015748        19324       774072    0    0     0 298117 7891 5035   1   2  97   0   0 2018-11-22 20:14:25
 1  0        60336      3015716        19324       774072    0    0     0 301227 7919 4967   1   2  96   0   0 2018-11-22 20:14:28
 1  0        60336      3015660        19332       774072    0    0     0 299653 7865 4922   1   2  97   0   0 2018-11-22 20:14:31
 1  0        60336      3015656        19332       774056    0    0     0 303673 9512 6401   2   2  96   0   0 2018-11-22 20:14:34
