Linux 4.4.132-0404132-generic (pl2) 	2018-11-01 	_x86_64_	(24 CPU)

08:51:30 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:51:33 AM  all    3.32    0.00    0.86    0.14    0.00    0.03    0.00    0.00    0.00   95.65
08:51:33 AM    0    0.00    0.00    0.33    0.00    0.00    0.66    0.00    0.00    0.00   99.00
08:51:33 AM    1    2.64    0.00    1.32    0.00    0.00    0.00    0.00    0.00    0.00   96.04
08:51:33 AM    2    2.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
08:51:33 AM    3    4.98    0.00    1.00    0.33    0.00    0.00    0.00    0.00    0.00   93.69
08:51:33 AM    4    0.33    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   99.00
08:51:33 AM    5    3.64    0.00    0.99    0.66    0.00    0.00    0.00    0.00    0.00   94.70
08:51:33 AM    6    4.67    0.00    1.33    0.00    0.00    0.00    0.00    0.00    0.00   94.00
08:51:33 AM    7    1.34    0.00    0.33    0.33    0.00    0.00    0.00    0.00    0.00   97.99
08:51:33 AM    8    1.66    0.00    1.66    0.00    0.00    0.00    0.00    0.00    0.00   96.68
08:51:33 AM    9    4.00    0.00    1.67    0.67    0.00    0.00    0.00    0.00    0.00   93.67
08:51:33 AM   10    0.33    0.00    0.33    0.00    0.00    0.33    0.00    0.00    0.00   99.00
08:51:33 AM   11    0.00    0.00    0.34    0.00    0.00    0.00    0.00    0.00    0.00   99.66
08:51:33 AM   12    0.33    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.67
08:51:33 AM   13    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
08:51:33 AM   14    1.67    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   97.67
08:51:33 AM   15    0.00    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   99.33
08:51:33 AM   16    0.67    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   98.66
08:51:33 AM   17   42.81    0.00    2.01    0.00    0.00    0.00    0.00    0.00    0.00   55.18
08:51:33 AM   18    1.33    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   97.67
08:51:33 AM   19    0.67    0.00    0.33    0.00    0.00    0.00    0.00    0.00    0.00   99.00
08:51:33 AM   20    1.99    0.00    1.33    0.00    0.00    0.00    0.00    0.00    0.00   96.68
08:51:33 AM   21    0.33    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   99.00
08:51:33 AM   22    0.67    0.00    0.33    1.00    0.00    0.00    0.00    0.00    0.00   98.00
08:51:33 AM   23    2.99    0.00    0.33    0.00    0.00    0.00    0.00    0.00    0.00   96.68

08:51:33 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:51:36 AM  all    0.63    0.00    1.29    1.20    0.00    0.00    0.00    0.00    0.00   96.89
08:51:36 AM    0    0.33    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.67
08:51:36 AM    1    3.68    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   95.65
08:51:36 AM    2    3.97    0.00    0.66    0.00    0.00    0.00    0.00    0.00    0.00   95.36
08:51:36 AM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:51:36 AM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:51:36 AM    5    0.00    0.00    0.00    0.67    0.00    0.00    0.00    0.00    0.00   99.33
08:51:36 AM    6    0.00    0.00    0.67   27.42    0.00    0.00    0.00    0.00    0.00   71.91
08:51:36 AM    7    0.00    0.00    0.00    0.67    0.00    0.00    0.00    0.00    0.00   99.33
08:51:36 AM    8    0.33    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.67
08:51:36 AM    9    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
08:51:36 AM   10    2.68    0.00    0.34    0.00    0.00    0.00    0.00    0.00    0.00   96.98
08:51:36 AM   11    0.33    0.00   25.67    0.00    0.00    0.00    0.00    0.00    0.00   74.00
08:51:36 AM   12    0.33    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   99.00
08:51:36 AM   13    0.33    0.00    0.33    0.00    0.00    0.00    0.00    0.00    0.00   99.33
08:51:36 AM   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:51:36 AM   15    0.00    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   99.33
08:51:36 AM   16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:51:36 AM   17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:51:36 AM   18    0.67    0.00    0.33    0.00    0.00    0.00    0.00    0.00    0.00   99.00
08:51:36 AM   19    1.66    0.00    0.33    0.00    0.00    0.00    0.00    0.00    0.00   98.01
08:51:36 AM   20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
