Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
1024          W    127614               72.613%           26.814%
24            R    104552               34.831%           21.968%
256           R    51539                17.170%           10.829%
16            R    48944                16.305%           10.284%
8             R    30649                10.210%            6.440%
8             W    25116                14.291%            5.277%
1016          W    19642                11.176%            4.127%
512           R    18845                 6.278%            3.960%
40            R    6576                  2.191%            1.382%
32            R    4854                  1.617%            1.020%
56            R    4510                  1.502%            0.948%
72            R    3201                  1.066%            0.673%
88            R    2332                  0.777%            0.490%
64            R    1901                  0.633%            0.399%
104           R    1861                  0.620%            0.391%
48            R    1841                  0.613%            0.387%
120           R    1479                  0.493%            0.311%
80            R    1264                  0.421%            0.266%
136           R    1183                  0.394%            0.249%
96            R    1125                  0.375%            0.236%
128           R    1094                  0.364%            0.230%
112           R    1009                  0.336%            0.212%
152           R    995                   0.331%            0.209%
168           R    817                   0.272%            0.172%
144           R    786                   0.262%            0.165%
184           R    770                   0.257%            0.162%
240           R    767                   0.256%            0.161%
160           R    753                   0.251%            0.158%
192           R    655                   0.218%            0.138%
216           R    651                   0.217%            0.137%
176           R    640                   0.213%            0.134%
208           R    624                   0.208%            0.131%
200           R    621                   0.207%            0.130%
224           R    596                   0.199%            0.125%
232           R    577                   0.192%            0.121%
248           R    547                   0.182%            0.115%
416           W    242                   0.138%            0.051%
408           W    204                   0.116%            0.043%
64            W    164                   0.093%            0.034%
3             W    157                   0.089%            0.033%
32            W    119                   0.068%            0.025%
26            W    116                   0.066%            0.024%
29            W    100                   0.057%            0.021%
448           R    97                    0.032%            0.020%
424           W    88                    0.050%            0.018%
896           W    80                    0.046%            0.017%
25            W    79                    0.045%            0.017%
264           R    74                    0.025%            0.016%
280           R    70                    0.023%            0.015%
24            W    68                    0.039%            0.014%
112           W    67                    0.038%            0.014%
312           R    65                    0.022%            0.014%
16            W    65                    0.037%            0.014%
408           R    64                    0.021%            0.013%
384           R    63                    0.021%            0.013%
328           R    63                    0.021%            0.013%
120           W    62                    0.035%            0.013%
376           R    61                    0.020%            0.013%
432           R    59                    0.020%            0.012%
736           W    58                    0.033%            0.012%
344           R    56                    0.019%            0.012%
456           R    54                    0.018%            0.011%
440           R    54                    0.018%            0.011%
360           R    54                    0.018%            0.011%
320           R    53                    0.018%            0.011%
27            W    52                    0.030%            0.011%
272           R    52                    0.017%            0.011%
472           R    51                    0.017%            0.011%
464           R    51                    0.017%            0.011%
296           R    50                    0.017%            0.011%
23            W    50                    0.028%            0.011%
336           R    49                    0.016%            0.010%
13            W    49                    0.028%            0.010%
11            W    49                    0.028%            0.010%
432           W    48                    0.027%            0.010%
352           R    48                    0.016%            0.010%
392           R    47                    0.016%            0.010%
368           R    47                    0.016%            0.010%
480           R    46                    0.015%            0.010%
304           R    45                    0.015%            0.009%
288           R    45                    0.015%            0.009%
416           R    44                    0.015%            0.009%
56            W    39                    0.022%            0.008%
984           W    38                    0.022%            0.008%
96            W    38                    0.022%            0.008%
768           W    38                    0.022%            0.008%
400           R    38                    0.013%            0.008%
22            W    38                    0.022%            0.008%
904           W    37                    0.021%            0.008%
872           W    37                    0.021%            0.008%
424           R    37                    0.012%            0.008%
920           W    36                    0.020%            0.008%
30            W    34                    0.019%            0.007%
144           W    34                    0.019%            0.007%
960           W    33                    0.019%            0.007%
2             W    33                    0.019%            0.007%
1             W    32                    0.018%            0.007%
744           W    31                    0.018%            0.007%
752           W    30                    0.017%            0.006%
48            W    30                    0.017%            0.006%
33            W    30                    0.017%            0.006%
1008          W    30                    0.017%            0.006%
5             W    29                    0.017%            0.006%
31            W    29                    0.017%            0.006%
968           W    28                    0.016%            0.006%
4             W    28                    0.016%            0.006%
504           R    27                    0.009%            0.006%
488           R    27                    0.009%            0.006%
21            W    27                    0.015%            0.006%
28            W    25                    0.014%            0.005%
12            W    25                    0.014%            0.005%
928           W    24                    0.014%            0.005%
784           W    24                    0.014%            0.005%
88            W    22                    0.013%            0.005%
34            W    22                    0.013%            0.005%
496           R    20                    0.007%            0.004%
6             W    19                    0.011%            0.004%
72            W    18                    0.010%            0.004%
7             W    17                    0.010%            0.004%
35            W    17                    0.010%            0.004%
14            W    16                    0.009%            0.003%
20            W    15                    0.009%            0.003%
760           W    14                    0.008%            0.003%
400           W    14                    0.008%            0.003%
9             W    13                    0.007%            0.003%
992           W    13                    0.007%            0.003%
17            W    13                    0.007%            0.003%
80            W    12                    0.007%            0.003%
