procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0        60328      1785352        12756      2050664    0    0  3214  7707    2   31  46  12  34   7   0 2019-03-22 16:31:14
 0  0        60328      1784144        12848      2050800    0    0    71   683 17447  782   3   4  90   3   0 2019-03-22 16:31:17
 2  0        60316      3153820        12856       668132    7    0   275     0 7435  579   1   8  91   0   0 2019-03-22 16:31:20
 1  1        60308      3629012        13028       201376  108    0  3336   340 9379 1378   4   6  88   2   0 2019-03-22 16:31:23
 0  1        60308      3627752        13984       201496    0    0  3324   445 33555 1598   2   7  78  12   0 2019-03-22 16:31:26
 0  2        60308      3628732        13140       201496    0    0  7809    33 3913 2349   2   6  79  13   0 2019-03-22 16:31:29
 0  0        60308      3628632        13496       201488    1    0 13399   223 20760 3832   4  11  76  10   0 2019-03-22 16:31:32
 1  1        60308      3628588        14280       201488    1    0 15948    76 6892 4355   4  11  76   9   0 2019-03-22 16:31:35
 1  1        60308      3628348        13896       201524    4    0 11813   383 21394 3574   4  11  76  10   0 2019-03-22 16:31:38
 0  1        60308      3628152        13396       201792    0    0 13887   209 12332 4018   4  10  77   9   0 2019-03-22 16:31:41
 3  0        60308      3628240        13444       201896    0    0  6515    89 5063 1967   2   5  80  13   0 2019-03-22 16:31:44
 3  1        60308      3627288        13880       201904    1    0 15239    40 7252 4164   4  10  76  10   0 2019-03-22 16:31:47
 1  1        60308      3626360        14432       202064    0    0 14544   200 12205 4067   4  10  76  10   0 2019-03-22 16:31:50
 2  0        60308      3627948        13576       202056    0    0 15615    33 7312 4344   4  11  75  10   0 2019-03-22 16:31:53
 0  1        60308      3627116        13700       202244    0    0 14403   455 18455 4262   5  11  74  10   0 2019-03-22 16:31:56
 0  1        60308      3627728        13752       202252    0    0 15349    56 7906 4300   4  10  75  10   0 2019-03-22 16:31:59
 1  1        60308      3626412        14364       202256    0    0 15392   128 9620 4370   4  11  75  10   0 2019-03-22 16:32:02
 1  1        60308      3626816        14520       202320    0    0 14344   199 12835 4084   4  11  77   9   0 2019-03-22 16:32:05
 0  1        60308      3626972        13916       202320    0    0 15545    35 6766 4302   4  10  76  10   0 2019-03-22 16:32:08
 5  0        60308      3626908        13980       202316    0    0 15217    92 9571 4283   4  11  76  10   0 2019-03-22 16:32:11
 1  0        60308      3626968        14044       202240    0    0 13867   204 11541 4079   4  10  77   9   0 2019-03-22 16:32:14
 0  1        60308      3626916        14888       202244    0    0 16160    45 6991 4414   4  11  75  10   0 2019-03-22 16:32:17
 1  1        60308      3626604        15188       202244    0    0  8721   197 10568 2624   3   7  78  12   0 2019-03-22 16:32:20
 2  1        60308      3625740        14928       202208    0    0 10835   101 6184 3094   3   8  78  11   0 2019-03-22 16:32:23
 3  0        60308      3626100        14716       202240    0    0 14352   316 15320 4256   5  12  74   9   0 2019-03-22 16:32:26
 3  2        60308      3626132        14772       202276    0    0 14243   209 13226 4058   4  10  77   9   0 2019-03-22 16:32:29
 1  0        60308      3626820        14448       202440    0    0 15639    36 6627 4388   4  10  76  10   0 2019-03-22 16:32:32
 1  0        60308      3627088        14492       202304    0    0 15557    49 9277 4124   4  11  77   9   0 2019-03-22 16:32:35
 1  0        60304      3625736        15056       202416    1    0 13531   200 17353 3945   4  10  75  11   0 2019-03-22 16:32:38
