Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/sda/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
1024          W    219386               78.090%           78.086%
8             W    30459                10.842%           10.841%
1016          W    24264                 8.637%            8.636%
3             W    670                   0.238%            0.238%
32            W    399                   0.142%            0.142%
896           W    380                   0.135%            0.135%
416           W    329                   0.117%            0.117%
88            W    296                   0.105%            0.105%
408           W    278                   0.099%            0.099%
48            W    206                   0.073%            0.073%
968           W    199                   0.071%            0.071%
120           W    197                   0.070%            0.070%
984           W    191                   0.068%            0.068%
112           W    191                   0.068%            0.068%
928           W    190                   0.068%            0.068%
16            W    188                   0.067%            0.067%
17            W    151                   0.054%            0.054%
18            W    137                   0.049%            0.049%
824           W    133                   0.047%            0.047%
192           W    132                   0.047%            0.047%
2             W    99                    0.035%            0.035%
14            W    97                    0.035%            0.035%
7             W    95                    0.034%            0.034%
21            W    93                    0.033%            0.033%
24            W    90                    0.032%            0.032%
19            W    89                    0.032%            0.032%
13            W    85                    0.030%            0.030%
15            W    82                    0.029%            0.029%
944           W    81                    0.029%            0.029%
22            W    81                    0.029%            0.029%
20            W    80                    0.028%            0.028%
6             W    78                    0.028%            0.028%
23            W    74                    0.026%            0.026%
12            W    70                    0.025%            0.025%
25            W    69                    0.025%            0.025%
11            W    69                    0.025%            0.025%
64            W    65                    0.023%            0.023%
624           W    62                    0.022%            0.022%
632           W    61                    0.022%            0.022%
26            W    58                    0.021%            0.021%
616           W    57                    0.020%            0.020%
200           W    57                    0.020%            0.020%
816           W    56                    0.020%            0.020%
27            W    47                    0.017%            0.017%
10            W    45                    0.016%            0.016%
608           W    40                    0.014%            0.014%
9             W    38                    0.014%            0.014%
952           W    36                    0.013%            0.013%
640           W    36                    0.013%            0.013%
1             W    35                    0.012%            0.012%
1008          W    31                    0.011%            0.011%
600           W    30                    0.011%            0.011%
392           W    28                    0.010%            0.010%
28            W    28                    0.010%            0.010%
5             W    26                    0.009%            0.009%
31            W    24                    0.009%            0.009%
30            W    23                    0.008%            0.008%
960           W    22                    0.008%            0.008%
424           W    20                    0.007%            0.007%
56            W    19                    0.007%            0.007%
72            W    17                    0.006%            0.006%
648           W    17                    0.006%            0.006%
1000          W    16                    0.006%            0.006%
29            W    14                    0.005%            0.005%
656           W    13                    0.005%            0.005%
488           W    13                    0.005%            0.005%
592           W    12                    0.004%            0.004%
584           W    12                    0.004%            0.004%
472           W    11                    0.004%            0.004%
976           W    10                    0.004%            0.004%
400           W    9                     0.003%            0.003%
384           W    9                     0.003%            0.003%
96            W    8                     0.003%            0.003%
456           W    8                     0.003%            0.003%
80            W    7                     0.002%            0.002%
680           W    7                     0.002%            0.002%
672           W    7                     0.002%            0.002%
40            W    7                     0.002%            0.002%
8             R    6                    42.857%            0.002%
504           W    6                     0.002%            0.002%
440           W    6                     0.002%            0.002%
1             R    6                    42.857%            0.002%
688           W    5                     0.002%            0.002%
664           W    5                     0.002%            0.002%
528           W    5                     0.002%            0.002%
712           W    4                     0.001%            0.001%
576           W    4                     0.001%            0.001%
512           W    4                     0.001%            0.001%
480           W    4                     0.001%            0.001%
128           W    4                     0.001%            0.001%
760           W    3                     0.001%            0.001%
704           W    3                     0.001%            0.001%
464           W    3                     0.001%            0.001%
432           W    3                     0.001%            0.001%
568           W    2                     0.001%            0.001%
560           W    2                     0.001%            0.001%
520           W    2                     0.001%            0.001%
4             W    2                     0.001%            0.001%
496           W    2                     0.001%            0.001%
352           W    2                     0.001%            0.001%
32            R    2                    14.286%            0.001%
184           W    2                     0.001%            0.001%
136           W    2                     0.001%            0.001%
992           W    1                     0.000%            0.000%
936           W    1                     0.000%            0.000%
888           W    1                     0.000%            0.000%
832           W    1                     0.000%            0.000%
784           W    1                     0.000%            0.000%
696           W    1                     0.000%            0.000%
552           W    1                     0.000%            0.000%
544           W    1                     0.000%            0.000%
536           W    1                     0.000%            0.000%
35            W    1                     0.000%            0.000%
344           W    1                     0.000%            0.000%
33            W    1                     0.000%            0.000%
304           W    1                     0.000%            0.000%
288           W    1                     0.000%            0.000%
104           W    1                     0.000%            0.000%


SUMMARY (512-byte sectors)
----------------------------------------------------------------------
Total read I/Os : 14             [  0.005%]
Total write I/Os: 280939         [ 99.995%]
Total read sectors : 118         [  0.000%,       0.058MB]
Total write sectors: 251520969   [100.000%,  122812.973MB]
