Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/sda/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
24            R    1150932              54.068%           49.363%
16            R    428889               20.148%           18.395%
8             R    215506               10.124%            9.243%
1024          W    147657               72.780%            6.333%
40            R    60523                 2.843%            2.596%
56            R    41274                 1.939%            1.770%
32            R    40991                 1.926%            1.758%
8             W    29593                14.586%            1.269%
72            R    29346                 1.379%            1.259%
1016          W    21566                10.630%            0.925%
88            R    21319                 1.002%            0.914%
256           R    18558                 0.872%            0.796%
104           R    15374                 0.722%            0.659%
48            R    13192                 0.620%            0.566%
120           R    11451                 0.538%            0.491%
64            R    11146                 0.524%            0.478%
136           R    8118                  0.381%            0.348%
80            R    7642                  0.359%            0.328%
96            R    6170                  0.290%            0.265%
152           R    5993                  0.282%            0.257%
112           R    5269                  0.248%            0.226%
128           R    4652                  0.219%            0.200%
168           R    4396                  0.207%            0.189%
184           R    3266                  0.153%            0.140%
144           R    3233                  0.152%            0.139%
160           R    2591                  0.122%            0.111%
200           R    2544                  0.120%            0.109%
216           R    2466                  0.116%            0.106%
192           R    2204                  0.104%            0.095%
176           R    2159                  0.101%            0.093%
232           R    1496                  0.070%            0.064%
208           R    1403                  0.066%            0.060%
240           R    1375                  0.065%            0.059%
224           R    1322                  0.062%            0.057%
248           R    1150                  0.054%            0.049%
512           R    400                   0.019%            0.017%
264           R    295                   0.014%            0.013%
408           W    258                   0.127%            0.011%
280           R    230                   0.011%            0.010%
416           W    199                   0.098%            0.009%
32            W    197                   0.097%            0.008%
64            W    176                   0.087%            0.008%
296           R    175                   0.008%            0.008%
272           R    157                   0.007%            0.007%
312           R    145                   0.007%            0.006%
3             W    141                   0.069%            0.006%
288           R    133                   0.006%            0.006%
16            W    132                   0.065%            0.006%
400           W    130                   0.064%            0.006%
328           R    121                   0.006%            0.005%
344           R    107                   0.005%            0.005%
304           R    94                    0.004%            0.004%
24            W    91                    0.045%            0.004%
320           R    86                    0.004%            0.004%
25            W    84                    0.041%            0.004%
1             W    79                    0.039%            0.003%
26            W    78                    0.038%            0.003%
96            W    71                    0.035%            0.003%
376           R    71                    0.003%            0.003%
352           R    71                    0.003%            0.003%
336           R    71                    0.003%            0.003%
368           R    70                    0.003%            0.003%
392           W    68                    0.034%            0.003%
14            W    68                    0.034%            0.003%
360           R    67                    0.003%            0.003%
28            W    67                    0.033%            0.003%
23            W    62                    0.031%            0.003%
744           W    58                    0.029%            0.002%
27            W    57                    0.028%            0.002%
920           W    54                    0.027%            0.002%
22            W    54                    0.027%            0.002%
21            W    54                    0.027%            0.002%
120           W    54                    0.027%            0.002%
952           W    53                    0.026%            0.002%
896           W    52                    0.026%            0.002%
112           W    51                    0.025%            0.002%
30            W    50                    0.025%            0.002%
904           W    49                    0.024%            0.002%
888           W    49                    0.024%            0.002%
424           W    44                    0.022%            0.002%
392           R    44                    0.002%            0.002%
384           R    44                    0.002%            0.002%
29            W    42                    0.021%            0.002%
736           W    41                    0.020%            0.002%
4             W    40                    0.020%            0.002%
400           R    40                    0.002%            0.002%
2             W    40                    0.020%            0.002%
424           R    39                    0.002%            0.002%
456           R    38                    0.002%            0.002%
31            W    38                    0.019%            0.002%
20            W    38                    0.019%            0.002%
9             W    36                    0.018%            0.002%
416           R    36                    0.002%            0.002%
128           W    36                    0.018%            0.002%
11            W    36                    0.018%            0.002%
408           R    35                    0.002%            0.002%
33            W    34                    0.017%            0.001%
440           R    32                    0.002%            0.001%
34            W    31                    0.015%            0.001%
136           W    31                    0.015%            0.001%
12            W    30                    0.015%            0.001%
720           W    29                    0.014%            0.001%
40            W    29                    0.014%            0.001%
18            W    29                    0.014%            0.001%
15            W    29                    0.014%            0.001%
19            W    26                    0.013%            0.001%
13            W    26                    0.013%            0.001%
17            W    25                    0.012%            0.001%
728           W    23                    0.011%            0.001%
432           R    23                    0.001%            0.001%
72            W    22                    0.011%            0.001%
5             W    21                    0.010%            0.001%
48            W    20                    0.010%            0.001%
464           R    20                    0.001%            0.001%
10            W    20                    0.010%            0.001%
480           R    19                    0.001%            0.001%
448           R    19                    0.001%            0.001%
35            W    19                    0.009%            0.001%
7             W    18                    0.009%            0.001%
712           W    18                    0.009%            0.001%
39            W    18                    0.009%            0.001%
56            W    17                    0.008%            0.001%
42            W    16                    0.008%            0.001%
752           W    15                    0.007%            0.001%
472           R    14                    0.001%            0.001%
6             W    13                    0.006%            0.001%
41            W    13                    0.006%            0.001%
504           R    12                    0.001%            0.001%
38            W    12                    0.006%            0.001%
36            W    12                    0.006%            0.001%
784           W    11                    0.005%            0.000%
37            W    11                    0.005%            0.000%
432           W    10                    0.005%            0.000%
976           W    9                     0.004%            0.000%
880           W    9                     0.004%            0.000%
80            W    9                     0.004%            0.000%
496           R    9                     0.000%            0.000%
488           R    9                     0.000%            0.000%
192           W    9                     0.004%            0.000%
776           W    8                     0.004%            0.000%
760           W    8                     0.004%            0.000%
552           W    8                     0.004%            0.000%
52            W    8                     0.004%            0.000%
50            W    8                     0.004%            0.000%
264           W    8                     0.004%            0.000%
160           W    8                     0.004%            0.000%
968           W    7                     0.003%            0.000%
912           W    7                     0.003%            0.000%
696           W    7                     0.003%            0.000%
688           W    7                     0.003%            0.000%
592           W    7                     0.003%            0.000%
51            W    7                     0.003%            0.000%
46            W    7                     0.003%            0.000%
45            W    7                     0.003%            0.000%
360           W    7                     0.003%            0.000%
328           W    7                     0.003%            0.000%
288           W    7                     0.003%            0.000%
216           W    7                     0.003%            0.000%
1000          W    7                     0.003%            0.000%
768           W    6                     0.003%            0.000%
608           W    6                     0.003%            0.000%
496           W    6                     0.003%            0.000%
472           W    6                     0.003%            0.000%
464           W    6                     0.003%            0.000%
456           W    6                     0.003%            0.000%
44            W    6                     0.003%            0.000%
43            W    6                     0.003%            0.000%
368           W    6                     0.003%            0.000%
336           W    6                     0.003%            0.000%
296           W    6                     0.003%            0.000%
272           W    6                     0.003%            0.000%
1             R    6                     0.000%            0.000%
184           W    6                     0.003%            0.000%
152           W    6                     0.003%            0.000%
984           W    5                     0.002%            0.000%
960           W    5                     0.002%            0.000%
936           W    5                     0.002%            0.000%
928           W    5                     0.002%            0.000%
872           W    5                     0.002%            0.000%
864           W    5                     0.002%            0.000%
840           W    5                     0.002%            0.000%
680           W    5                     0.002%            0.000%
672           W    5                     0.002%            0.000%
58            W    5                     0.002%            0.000%
512           W    5                     0.002%            0.000%
49            W    5                     0.002%            0.000%
47            W    5                     0.002%            0.000%
376           W    5                     0.002%            0.000%
344           W    5                     0.002%            0.000%
280           W    5                     0.002%            0.000%
992           W    4                     0.002%            0.000%
848           W    4                     0.002%            0.000%
808           W    4                     0.002%            0.000%
656           W    4                     0.002%            0.000%
640           W    4                     0.002%            0.000%
560           W    4                     0.002%            0.000%
55            W    4                     0.002%            0.000%
54            W    4                     0.002%            0.000%
544           W    4                     0.002%            0.000%
536           W    4                     0.002%            0.000%
504           W    4                     0.002%            0.000%
448           W    4                     0.002%            0.000%
440           W    4                     0.002%            0.000%
384           W    4                     0.002%            0.000%
320           W    4                     0.002%            0.000%
256           W    4                     0.002%            0.000%
248           W    4                     0.002%            0.000%
232           W    4                     0.002%            0.000%
224           W    4                     0.002%            0.000%
200           W    4                     0.002%            0.000%
144           W    4                     0.002%            0.000%
944           W    3                     0.001%            0.000%
832           W    3                     0.001%            0.000%
824           W    3                     0.001%            0.000%
800           W    3                     0.001%            0.000%
704           W    3                     0.001%            0.000%
648           W    3                     0.001%            0.000%
632           W    3                     0.001%            0.000%
624           W    3                     0.001%            0.000%
616           W    3                     0.001%            0.000%
600           W    3                     0.001%            0.000%
53            W    3                     0.001%            0.000%
520           W    3                     0.001%            0.000%
488           W    3                     0.001%            0.000%
480           W    3                     0.001%            0.000%
304           W    3                     0.001%            0.000%
208           W    3                     0.001%            0.000%
168           W    3                     0.001%            0.000%
104           W    3                     0.001%            0.000%
88            W    2                     0.001%            0.000%
60            W    2                     0.001%            0.000%
576           W    2                     0.001%            0.000%
568           W    2                     0.001%            0.000%
352           W    2                     0.001%            0.000%
176           W    2                     0.001%            0.000%
1008          W    2                     0.001%            0.000%
856           W    1                     0.000%            0.000%
816           W    1                     0.000%            0.000%
792           W    1                     0.000%            0.000%
664           W    1                     0.000%            0.000%
62            W    1                     0.000%            0.000%
61            W    1                     0.000%            0.000%
59            W    1                     0.000%            0.000%
57            W    1                     0.000%            0.000%
528           W    1                     0.000%            0.000%
312           W    1                     0.000%            0.000%
240           W    1                     0.000%            0.000%


SUMMARY (512-byte sectors)
----------------------------------------------------------------------
Total read I/Os : 2128682        [ 91.298%]
Total write I/Os: 202881         [  8.702%]
Total read sectors : 66299542    [ 27.552%,   32372.823MB]
Total write sectors: 174333575   [ 72.448%,   85123.816MB]
