procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 PST
 1  0       998368       505520        44780     64667224    0    0   325   946    0    0   0   0  92   7   0 2018-11-05 04:55:03
 1  0       998368      7570840        44920     57595060    0    0    96     0 1815 2874   3   2  95   0   0 2018-11-05 04:55:06
 1  0       998368     25990756        44932     39203840    0    0     0   305 1667 2875   0   4  96   0   0 2018-11-05 04:55:09
 0  1       998368     25960152        44968     39203616    0    0 19403   188 5084 6225   1   1  95   3   0 2018-11-05 04:55:12
 0  0       998368     25957324        45532     39203804    0    0 25375    41 6033 7111   0   1  95   3   0 2018-11-05 04:55:15
 0  1       998368     25955968        45492     39202604    0    0 23955    44 5803 6806   0   1  95   3   0 2018-11-05 04:55:18
 2  0       998368     25957396        45088     39204404    0    0 24867    28 6035 6842   0   1  95   3   0 2018-11-05 04:55:21
 0  0       998368     25958440        45796     39202824    0    0 23589   129 5801 6775   0   1  95   3   0 2018-11-05 04:55:24
 2  0       998368     25958020        45312     39203532    0    0 24307    31 5816 6800   0   1  96   3   0 2018-11-05 04:55:27
 0  1       998368     25958852        46648     39203068    0    0 12347   647 4379 5776   0   1  96   3   0 2018-11-05 04:55:30
 0  1       998368     25958952        46148     39203236    0    0 20787   211 5320 6466   0   1  95   3   0 2018-11-05 04:55:33
 0  1       998368     25959504        45776     39203492    0    0 24019   127 5790 7228   0   1  95   3   0 2018-11-05 04:55:36
 0  0       998368     25958468        46460     39203868    0    0 24853    40 5784 6871   0   1  95   3   0 2018-11-05 04:55:39
 0  1       998368     25959428        46164     39202708    0    0 24321    36 5825 6807   0   1  95   3   0 2018-11-05 04:55:42
 0  1       998368     25960216        45892     39203148    0    0 24265    36 5982 6871   0   1  95   3   0 2018-11-05 04:55:45
 0  1       998368     25960408        46252     39202372    0    0 24860    47 5940 6986   1   1  95   3   0 2018-11-05 04:55:48
 1  1       998368     25957640        46284     39203184    0    0 24247    39 5870 6861   0   1  95   3   0 2018-11-05 04:55:51
 0  0       998368     25959536        46544     39203196    0    0 23380   123 5846 6717   0   1  95   3   0 2018-11-05 04:55:54
 0  1       998368     25959360        46076     39202564    0    0 23592    43 5779 6794   0   1  95   3   0 2018-11-05 04:55:57
 1  0       998368     25960556        46112     39203644    0    0 24300    36 5915 6852   0   1  95   3   0 2018-11-05 04:56:00
 0  1       998368     25958416        47588     39202964    0    0 10236   681 3940 5412   0   1  96   3   0 2018-11-05 04:56:03
 0  0       998368     25958760        47312     39202816    0    0 20628   269 5547 6890   1   1  95   3   0 2018-11-05 04:56:06
 0  1       998368     25958092        47020     39202920    0    0 23785    37 5721 6760   0   1  95   3   0 2018-11-05 04:56:09
 0  1       998368     25959028        47052     39203352    0    0 24289    36 5923 6784   0   1  95   3   0 2018-11-05 04:56:12
 1  1       998368     25957776        46808     39203264    0    0 24824    33 5835 6919   0   1  95   3   0 2018-11-05 04:56:15
 1  1       998368     25959680        47624     39202856    0    0 23773    51 5728 6715   0   1  95   3   0 2018-11-05 04:56:18
 2  1       998368     25960776        47632     39203044    0    0 24485    37 5920 6872   0   1  95   3   0 2018-11-05 04:56:21
 1  1       998368     25960044        47216     39202496    0    0 23951   112 5913 6887   0   1  95   3   0 2018-11-05 04:56:24
 1  0       998368     25959572        46932     39204856    0    0 24588    36 5979 6880   0   1  95   3   0 2018-11-05 04:56:27
 1  1       998368     25959836        46980     39204068    0    0 23660    35 5895 6814   0   1  95   3   0 2018-11-05 04:56:30
 0  1       998368     25959780        47032     39203568    0    0 23148    60 5785 6662   0   1  95   3   0 2018-11-05 04:56:33
 0  1       998368     25958948        48512     39203612    0    0 10352   713 4045 5509   0   1  96   3   0 2018-11-05 04:56:36
 0  1       998368     25958408        47512     39203488    0    0 22385   103 5572 6664   0   1  96   3   0 2018-11-05 04:56:39
 1  0       998368     25959184        47568     39203148    0    0 23339   133 5727 7179   0   1  95   3   0 2018-11-05 04:56:42
 1  0       998368     25884532        47612     39274520    0    0 21412    31 5352 6407   1   1  95   2   0 2018-11-05 04:56:45
 0  0       998368     25544856        47612     39612232    0    0   360 262571 4240 6597   1   1  99   0   0 2018-11-05 04:56:48
 0  0       998368     25547516        47624     39612156    0    0     0 306291 4717 7136   0   0  99   0   0 2018-11-05 04:56:51
 0  0       998368     25549368        47624     39612168    0    0     0 303829 4744 7118   0   0 100   0   0 2018-11-05 04:56:54
 0  0       998368     25550996        47632     39612200    0    0     1 306992 4985 7163   0   0  99   0   0 2018-11-05 04:56:57
 1  0       998368     25552336        47640     39612176    0    0     0 303648 4695 7072   0   0  99   0   0 2018-11-05 04:57:00
 0  0       998368     25553944        47640     39612252    0    0     0 309760 5015 7209   0   0  99   0   0 2018-11-05 04:57:03
 1  0       998368     25554968        47648     39612180    0    0     0 299883 4821 7029   0   0 100   0   0 2018-11-05 04:57:06
 0  0       998368     25555608        47648     39612248    0    0     0 306475 5425 7960   0   0 100   0   0 2018-11-05 04:57:09
 0  0       998368     25556072        47656     39612264    0    0     0 303445 4920 7135   0   0 100   0   0 2018-11-05 04:57:12
 0  0       998368     25556404        47656     39612292    0    0     0 302976 4918 7199   0   0 100   0   0 2018-11-05 04:57:15
 0  0       998368     25556636        47664     39612328    0    0     0 306024 4882 7592   0   0 100   0   0 2018-11-05 04:57:18
 0  0       998368     25556964        47664     39612256    0    0     0 302848 4704 7025   0   0 100   0   0 2018-11-05 04:57:21
 1  0       998368     25557616        47672     39612272    0    0     0 303079 4860 7155   0   0  99   0   0 2018-11-05 04:57:24
 0  0       998368     25557724        47672     39612228    0    0     0 305143 4764 7079   0   0 100   0   0 2018-11-05 04:57:27
 0  0       998368     25558132        47680     39612256    0    0     0 303805 4740 7061   0   0 100   0   0 2018-11-05 04:57:30
 0  0       998368     25558432        47680     39612332    0    0     0 303171 4655 7049   0   0 100   0   0 2018-11-05 04:57:33
 0  0       998368     25558796        47688     39612268    0    0     0 302605 4549 7045   0   0  99   0   0 2018-11-05 04:57:36
 0  0       998368     25558900        47688     39612328    0    0     0 302431 4813 7207   0   0 100   0   0 2018-11-05 04:57:39
 0  0       998368     25558968        47696     39612324    0    0     0 305916 5062 7755   0   0 100   0   0 2018-11-05 04:57:42
 0  0       998368     25558796        47696     39612396    0    0     0 303513 4284 7037   0   0 100   0   0 2018-11-05 04:57:45
 0  0       998368     25558864        47704     39612448    0    0     0 302607 4463 7135   0   0 100   0   0 2018-11-05 04:57:48
 1  0       998368     25559144        47704     39612424    0    0     0 302336 4360 7110   0   0 100   0   0 2018-11-05 04:57:51
 0  0       998368     25558048        47712     39612404    0    0     0 306273 4504 7629   0   0 100   0   0 2018-11-05 04:57:54
 0  0       998368     25559304        47712     39612388    0    0     0 304627 4969 7142   0   0 100   0   0 2018-11-05 04:57:57
 0  0       998368     25559752        47720     39612404    0    0     0 300648 4302 7019   0   0 100   0   0 2018-11-05 04:58:00
 0  0       998368     25559884        47720     39612392    0    0     0 305513 4351 7104   0   0 100   0   0 2018-11-05 04:58:03
 1  0       998368     25559900        47728     39612380    0    0     0 301240 4245 7012   0   0 100   0   0 2018-11-05 04:58:06
 0  0       998368     25559908        47728     39612380    0    0     0 302391 4318 7024   0   0 100   0   0 2018-11-05 04:58:09
 0  0       998368     25559876        47736     39612416    0    0     0 305127 4694 7517   0   0 100   0   0 2018-11-05 04:58:12
 0  0       998368     25559912        47736     39612520    0    0     0 308097 4755 7508   0   0 100   0   0 2018-11-05 04:58:15
 0  0       998368     25560076        47744     39612484    0    0     0 305020 4365 7104   0   0 100   0   0 2018-11-05 04:58:18
 0  0       998368     25560092        47744     39612472    0    0     0 304684 4375 7047   0   0 100   0   0 2018-11-05 04:58:21
 0  0       998368     25560044        47752     39612488    0    0     0 303201 4527 7138   0   0  99   0   0 2018-11-05 04:58:24
 0  0       998368     25560604        47752     39612412    0    0     0 298091 4297 7081   0   0 100   0   0 2018-11-05 04:58:27
 0  0       998368     25559828        47760     39612424    0    0     0 306537 4446 7549   0   0 100   0   0 2018-11-05 04:58:30
 1  0       998368     25560428        47768     39612384    0    0     0 304332 4370 7072   0   0 100   0   0 2018-11-05 04:58:33
 1  0       998368     25560360        47768     39612384    0    0     0 303531 4275 7042   0   0 100   0   0 2018-11-05 04:58:36
 0  0       998368     25560716        47776     39612400    0    0     0 308888 4547 7207   0   0 100   0   0 2018-11-05 04:58:39
 0  0       998368     25560956        47776     39612380    0    0     0 302123 4331 7108   0   0 100   0   0 2018-11-05 04:58:42
 0  0       998368     25561204        47784     39612380    0    0     0 303679 4759 7761   0   0 100   0   0 2018-11-05 04:58:45
 0  0       998368     25561532        47784     39612404    0    0     0 299136 4305 7131   0   0 100   0   0 2018-11-05 04:58:48
 0  0       998368     25561632        47792     39612428    0    0     0 303581 4357 7047   0   0  99   0   0 2018-11-05 04:58:51
 0  0       998368     25561556        47804     39612388    0    0     0 304017 4363 7064   0   0 100   0   0 2018-11-05 04:58:54
 0  0       998368     25561160        47804     39612400    0    0     0 304896 4375 7112   0   0 100   0   0 2018-11-05 04:58:57
 0  0       998368     25561000        47812     39612324    0    0     0 302059 4344 7500   0   0 100   0   0 2018-11-05 04:59:00
 0  0       998368     25561364        47812     39612348    0    0     0 305963 4453 7113   0   0 100   0   0 2018-11-05 04:59:03
 0  0       998368     25561604        47820     39612364    0    0     0 302057 4484 7032   0   0  99   0   0 2018-11-05 04:59:06
 0  0       998368     25561888        47820     39612400    0    0     0 300331 4234 7004   0   0 100   0   0 2018-11-05 04:59:09
 0  0       998368     25561976        47828     39612372    0    0     0 300695 4198 7013   0   0  99   0   0 2018-11-05 04:59:12
 0  0       998368     25561992        47828     39612372    0    0     0 303360 4360 7167   0   0 100   0   0 2018-11-05 04:59:15
 0  0       998368     25561984        47836     39612380    0    0     0 303853 4986 7995   0   0  99   0   0 2018-11-05 04:59:18
 1  0       998368     25561988        47836     39612392    0    0     0 301355 4225 7005   0   0 100   0   0 2018-11-05 04:59:21
 0  0       998368     25561780        47844     39612648    0    0     0 303641 4283 7106   0   0 100   0   0 2018-11-05 04:59:24
 1  0       998368     25561904        47844     39612636    0    0     0 307021 4389 7109   0   0 100   0   0 2018-11-05 04:59:27
 0  0       998368     25560728        47852     39612620    0    0     0 299071 4300 7490   0   0 100   0   0 2018-11-05 04:59:30
 0  0       998368     25561264        47852     39612472    0    0     0 304781 4339 7069   0   0 100   0   0 2018-11-05 04:59:33
 0  0       998368     25561368        47860     39612524    0    0     0 301588 4247 7020   0   0 100   0   0 2018-11-05 04:59:36
 0  0       998368     25561372        47860     39612484    0    0     0 308113 4475 7124   0   0 100   0   0 2018-11-05 04:59:39
 0  0       998368     25561364        47868     39612508    0    0     0 303205 4289 7038   0   0 100   0   0 2018-11-05 04:59:42
 0  0       998368     25561388        47868     39612484    0    0     0 302132 4266 7011   0   0 100   0   0 2018-11-05 04:59:45
 0  0       998368     25561356        47876     39612488    0    0     0 300604 4571 7172   0   0 100   0   0 2018-11-05 04:59:48
 0  0       998368     25561236        47876     39612616    0    0     0 304323 4958 7830   0   0 100   0   0 2018-11-05 04:59:51
 0  0       998368     25561284        47884     39612584    0    0     0 301525 4358 7137   0   0 100   0   0 2018-11-05 04:59:54
 0  0       998368     25561488        47884     39612508    0    0     0 304165 4363 7107   0   0 100   0   0 2018-11-05 04:59:57
 1  0       998368     25560820        47892     39612540    0    0     0 304019 4444 7339   0   0 100   0   0 2018-11-05 05:00:00
 0  0       998368     25561132        47892     39612440    0    0     0 303117 4371 7271   0   0 100   0   0 2018-11-05 05:00:03
 0  0       998368     25561124        47900     39612456    0    0     0 305727 4310 7074   0   0 100   0   0 2018-11-05 05:00:06
 0  0       998368     25561068        47900     39612512    0    0     0 300859 4164 7017   0   0 100   0   0 2018-11-05 05:00:09
 0  0       998368     25561140        47908     39612460    0    0     0 305547 4396 7086   0   0 100   0   0 2018-11-05 05:00:12
 0  0       998368     25561140        47908     39612460    0    0     0 306097 4404 7096   0   0 100   0   0 2018-11-05 05:00:15
