procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 PDT
 1  0        97864     14608632        20760     50848076    0    0  2218  8136    2    1   5   4  86   5   0 2019-03-22 15:37:32
 4  0        97852     14609604        20772     50848964    0    0     0   151 1736 1723   2   2  96   0   0 2019-03-22 15:37:35
 0  0        97844     14605700        20772     50848896    5    0     5   104 1352 1363   2   1  96   0   0 2019-03-22 15:37:38
 1  0        97840     14600652        20784     50849848    0    0     0    88 1234 1307   2   2  97   0   0 2019-03-22 15:37:41
 0  0        97840     14603004        20784     50849696    0    0     0    95  297  478   0   0  99   0   0 2019-03-22 15:37:44
 3  0        97772     45001900        20796     20427260   21    0    31    81 2930 1753   2  13  85   0   0 2019-03-22 15:37:47
 1  0        97724     64524776        20816       916128   15    0    15   374 2520 1377   2  10  88   0   0 2019-03-22 15:37:50
 1  0        97680     64838568        20824       613388  127    0  5036   138 2380 2323   2   2  95   0   0 2019-03-22 15:37:53
 0  0        97628     64838400        20836       613712    8    0  7112    81 2941 2886   2   2  95   0   0 2019-03-22 15:37:56
 1  0        97600     64839504        20844       613472   11    0  5565    88 2718 2498   2   2  96   0   0 2019-03-22 15:37:59
 2  1        97532     64831696        21840       612212   12    0 24683   955 7938 8044   3   4  89   5   0 2019-03-22 15:38:02
 0  6        97528     64830252        22056       612868    0    0 72000   332 17308 17411   1   5  83  11   0 2019-03-22 15:38:05
 1  3        97528     64831000        23636       612716    0    0 56485   365 13745 13919   1   3  86  10   0 2019-03-22 15:38:08
 3  6        97528     64824620        24076       610828    0    0 63112   337 15314 15565   1   4  85  10   0 2019-03-22 15:38:11
 3  3        97528     64825052        26916       611828    0    0 71047   348 16752 17733   1   4  85  10   0 2019-03-22 15:38:14
 9  3        97528     64827492        25348       610148    0    0 63225   345 15457 16082   1   4  86   9   0 2019-03-22 15:38:17
 4  7        97528     64819612        28684       611756    0    0 60256   359 14235 14780   1   3  87   9   0 2019-03-22 15:38:20
 2  5        97528     64826556        25360       612112    0    0 61412   357 14992 15340   1   4  85  10   0 2019-03-22 15:38:23
 2  8        97528     64822136        27272       609740    0    0 68864   337 16233 16456   1   4  85  10   0 2019-03-22 15:38:26
 1  6        97528     64826364        24408       610068    0    0 60349   332 14798 15414   1   4  85  10   0 2019-03-22 15:38:29
 6  6        97528     64824596        27580       610820    0    0 61128   528 14733 15020   1   4  87   8   0 2019-03-22 15:38:32
 1  6        97528     64827768        25396       610716    0    0 67307   388 15797 16344   1   5  85   9   0 2019-03-22 15:38:35
 2  6        97528     64828088        26036       610724    0    0 63420   332 15493 16183   1   4  85  10   0 2019-03-22 15:38:38
 4  3        97528     64822920        28756       610896    0    0 59707   360 14481 14740   1   4  85  10   0 2019-03-22 15:38:41
 3  5        97528     64819664        28504       609840    0    0 66275   319 15754 16242   1   4  85  11   0 2019-03-22 15:38:44
 0  6        97528     64822464        29172       609796    0    0 65121   379 15699 16401   1   4  86   9   0 2019-03-22 15:38:47
 3  2        97528     64826620        26928       608824    0    0 65157   340 15204 16030   1   4  86   9   0 2019-03-22 15:38:50
 3  4        97528     64824600        30036       610736    0    0 57511   360 13942 14638   1   4  86   9   0 2019-03-22 15:38:53
 0  1        97528     64824024        32728       610184    0    0 60724   360 14259 14884   1   4  88   8   0 2019-03-22 15:38:56
 2  4        97528     64824396        29088       609860    0    0 62875   331 15098 15738   1   4  86   9   0 2019-03-22 15:38:59
 0  1        97508     64829184        33304       609340   17    0 53320   524 12748 13448   1   3  88   8   0 2019-03-22 15:39:02
 0  4        97508     64819800        34312       609104    0    0 57235   403 13546 14065   1   4  86   8   0 2019-03-22 15:39:05
 2  5        97508     64822040        34260       611084    0    0 57717   355 13753 14238   1   3  87   9   0 2019-03-22 15:39:08
 1  4        97508     64822404        34300       609984    0    0 61957   356 14869 15201   1   4  87   9   0 2019-03-22 15:39:11
 1  2        97508     64816236        36184       609636    0    0 63167   352 14949 15882   1   4  86   9   0 2019-03-22 15:39:14
 1  1        97508     64814620        36828       609608    0    0 61069   335 14656 15202   1   4  87   8   0 2019-03-22 15:39:17
 0  1        97496     64824392        37116       611384    0    0 60456   365 14612 15179   1   4  87   8   0 2019-03-22 15:39:20
 0  1        97496     64823792        37392       609196    0    0 62771   341 14920 15948   1   4  86   9   0 2019-03-22 15:39:23
 2  4        97496     64820996        35200       610364    0    0 65968   339 15584 16305   1   4  86   9   0 2019-03-22 15:39:26
 1  1        97496     64813436        37976       609404    0    0 63657   361 14690 15394   1   4  87   8   0 2019-03-22 15:39:29
 1  1        97496     64813280        38236       608608    0    0 68625   317 15991 16665   1   4  86   9   0 2019-03-22 15:39:32
 1  4        97496     64817612        38380       610732    0    0 57645   496 13721 14168   1   4  86   8   0 2019-03-22 15:39:35
 1  4        97496     64814912        38820       610476    0    0 63765   332 15020 15900   1   4  86   9   0 2019-03-22 15:39:38
 1  3        97496     64817388        38248       610572    0    0 55749   360 13704 14313   1   4  87   8   0 2019-03-22 15:39:41
 2  5        97496     64825808        33204       611064    0    0 68901   353 16332 16961   1   4  87   8   0 2019-03-22 15:39:44
 0  2        97496     64820560        39672       609320    0    0 66584   360 15742 16541   1   4  86   9   0 2019-03-22 15:39:47
 2  2        97496     64815504        38636       610016    0    0 70191   360 16559 16956   1   4  86   9   0 2019-03-22 15:39:50
 0  1        97496     64817468        40228       610676    0    0 56519   332 13594 14554   1   4  87   8   0 2019-03-22 15:39:53
 0  2        97496     64816300        39452       611328    0    0 57888   380 13859 14223   1   4  87   9   0 2019-03-22 15:39:56
 3  4        97496     64823344        34772       611608    0    0 60811   361 14734 15339   1   4  87   9   0 2019-03-22 15:39:59
 0  1        97496     64815996        41068       609600    0    0 62555   372 14955 15595   1   4  86   9   0 2019-03-22 15:40:02
 0  2        97496     64820792        40876       610732    0    0 64851   475 15676 16090   1   4  86   9   0 2019-03-22 15:40:05
 0  1        97496     64815496        41640       610380    0    0 65161   360 15406 16167   1   4  87   8   0 2019-03-22 15:40:08
 3  3        97496     64818776        36784       611080    0    0 56717   337 13270 14137   1   3  86   9   0 2019-03-22 15:40:11
 0  1        97496     64817200        41176       610844    0    0 63039   363 14465 15387   1   4  87   9   0 2019-03-22 15:40:14
 0  1        97496     64819596        42508       612372    0    0 58711   331 14194 14810   1   4  87   9   0 2019-03-22 15:40:17
 0  1        97496     64821316        36460       612516    0    0 63348   333 15328 16079   1   4  86   9   0 2019-03-22 15:40:20
 0  1        97496     64816628        40984       611612    0    0 64248   373 14772 15352   1   4  87   8   0 2019-03-22 15:40:23
 0  1        97496     64814676        42892       610800    0    0 55849   327 13848 14565   1   4  87   9   0 2019-03-22 15:40:26
 0  1        97496     64814416        43684       612504    0    0 62084   376 14917 15722   1   4  87   9   0 2019-03-22 15:40:29
 0  1        97496     64815708        43960       611884    0    0 62099   323 14809 15598   1   4  86   9   0 2019-03-22 15:40:32
 0  1        97496     64813468        44248       610388    0    0 49837   532 12338 12900   1   3  87   8   0 2019-03-22 15:40:35
 0  1        97496     64815364        43456       612620    0    0 66189   351 15340 16263   1   4  86   9   0 2019-03-22 15:40:38
 0  1        97496     64815448        44804       612444    0    0 57216   380 13533 14393   1   3  87   8   0 2019-03-22 15:40:41
 0  1        97496     64809428        45092       613300    0    0 58596   395 13931 14581   1   4  87   9   0 2019-03-22 15:40:44
 0  1        97496     64820892        38012       611284    0    0 59535   397 14007 14817   1   4  87   8   0 2019-03-22 15:40:47
 0  1        97496     64812904        45652       610796    0    0 65039   355 15022 16005   1   4  86   9   0 2019-03-22 15:40:50
 1  1        97496     64809756        43892       611816    0    0 70505   364 16305 17072   1   4  86   9   0 2019-03-22 15:40:53
 0  1        97496     64812016        46248       611976    0    0 68803   335 16088 16910   1   4  86   9   0 2019-03-22 15:40:56
 0  1        97496     64812784        43392       613232    0    0 65727   339 15144 16041   1   4  86   9   0 2019-03-22 15:40:59
 0  1        97496     64809528        46856       613676    0    0 60657   371 14694 15593   1   4  87   8   0 2019-03-22 15:41:02
 0  1        97492     64807500        47116       610812    0    0 61719   467 14956 15505   1   4  86   8   0 2019-03-22 15:41:05
 0  1        97492     64816100        41072       612024    0    0 63211   343 15070 15914   1   4  87   8   0 2019-03-22 15:41:08
 0  1        97492     64809164        47684       611416    0    0 63197   371 14661 15521   1   4  87   8   0 2019-03-22 15:41:11
 0  3        97492     64806244        47976       610848    0    0 66980   332 15715 16411   1   4  86   9   0 2019-03-22 15:41:14
 1  1        97492     64815228        40916       614640    0    0 66561   356 15334 16393   1   4  87   8   0 2019-03-22 15:41:17
 0  1        97492     64807620        48532       611672    0    0 69435   324 16769 17500   1   4  86   9   0 2019-03-22 15:41:20
 0  1        97492     64812324        46748       611328    0    0 55992   365 13912 14820   1   4  88   7   0 2019-03-22 15:41:23
 0  1        97492     64812456        44948       610616    0    0 62232   392 14719 15348   1   4  87   8   0 2019-03-22 15:41:26
 0  1        97492     64806844        49444       613180    0    0 61565   361 14632 15539   1   4  88   8   0 2019-03-22 15:41:29
 0  1        97492     64810140        48684       613316    0    0 61921   403 14594 15010   1   4  88   7   0 2019-03-22 15:41:32
 0  1        97488     64809696        48964       612400    0    0 46536   629 11559 12003   2   4  87   7   0 2019-03-22 15:41:35
 0  1        97488     64810536        49240       613220    0    0 55153   352 13658 14221   1   4  87   8   0 2019-03-22 15:41:38
 6  0        97488     64815392        43220       613528    0    0 56139   344 13367 13956   1   4  88   8   0 2019-03-22 15:41:41
 1  1        97488     64816948        42548       612864    0    0 54399   355 13143 13637   1   4  88   7   0 2019-03-22 15:41:44
 6  0        97488     64816504        43772       614624    0    0 54808   323 12912 13340   1   3  88   8   0 2019-03-22 15:41:47
 0  1        97488     64814536        47240       613408    0    0 42209   353 10182 10263   1   3  91   6   0 2019-03-22 15:41:50
 0  1        97488     64814056        46488       612940    0    0 29149   361 6872 7258   0   2  92   6   0 2019-03-22 15:41:53
