seconds,non-idle (%),utilization (%),
0,2.71666666666664,2.495833333333307,
3,4.810416666666654,4.3799999999999875,
6,4.452083333333334,4.438333333333334,
9,4.4750000000000085,4.4750000000000085,
12,4.385833333333338,4.372083333333338,
15,4.413333333333341,4.413333333333341,
18,4.399166666666659,4.399166666666659,
21,4.385833333333338,4.385833333333338,
24,4.552916666666661,4.260833333333328,
27,4.490416666666661,4.462499999999994,
30,4.413333333333341,4.413333333333341,
33,4.423749999999998,4.423749999999998,
36,4.448750000000004,4.448750000000004,
39,4.600416666666661,4.460833333333327,
42,4.553749999999994,4.512083333333327,
45,4.504583333333343,4.462916666666676,
48,4.436250000000015,4.436250000000015,
51,4.427083333333329,4.399166666666662,
54,4.385833333333338,4.385833333333338,
57,4.454583333333332,4.426666666666665,
60,4.602083333333326,4.462499999999992,
63,4.451250000000002,4.451250000000002,
66,4.4520833333333485,4.424583333333349,
69,4.438333333333333,4.438333333333333,
72,4.504166666666663,4.476249999999996,
75,4.467500000000015,4.425833333333348,
78,4.4750000000000085,4.4750000000000085,
81,4.686250000000015,4.408333333333348,
84,4.464583333333337,4.464583333333337,
87,4.44083333333333,4.412916666666663,
90,4.505416666666676,4.463750000000009,
93,4.450000000000003,4.450000000000003,
96,4.54291666666667,4.501250000000003,
99,4.66791666666667,4.44541666666667,
102,5.877499999999998,5.683749999999998,
105,6.219583333333333,6.066249999999999,
108,5.573750000000004,4.785416666666671,
111,4.505833333333328,3.720416666666661,
114,4.501250000000013,4.501250000000013,
117,4.516666666666666,4.461249999999999,
120,4.505833333333328,4.478333333333328,
123,4.405416666666667,4.405416666666667,
126,4.375,4.3475,
129,4.349583333333328,4.349583333333328,
132,4.533333333333346,4.491250000000012,
135,4.780416666666667,4.460000000000001,
138,4.37833333333333,4.37833333333333,
141,7.483749999999986,4.058333333333319,
144,4.682916666666657,4.445833333333323,
147,4.4466666666666725,4.405000000000006,
150,4.401666666666657,4.374166666666657,
153,5.228749999999991,5.172916666666658,
156,5.6825000000000045,5.6825000000000045,
159,5.6000000000000085,5.6000000000000085,
162,4.737499999999997,2.7399999999999975,
165,5.195000000000007,5.15333333333334,
168,5.682083333333324,5.4729166666666575,
171,5.508750000000006,5.453333333333339,
174,6.048333333333332,1.7891666666666657,
177,4.47208333333333,4.444166666666663,
180,4.347916666666677,4.305833333333344,
183,4.292500000000004,4.292500000000004,
186,4.429166666666674,4.401250000000007,
189,4.492916666666659,4.492916666666659,
192,4.4012500000000045,4.360000000000005,
195,4.347916666666663,4.319999999999996,
198,4.75291666666665,4.333749999999983,
201,4.403750000000002,4.347916666666669,
204,5.520416666666662,3.903749999999996,
207,9.370833333333337,4.2795833333333375,
210,6.563333333333333,4.306666666666667,
213,5.163333333333341,5.051666666666675,
216,5.620833333333323,5.42624999999999,
219,5.379583333333315,5.379583333333315,
222,5.393333333333331,5.365833333333331,
225,5.5004166666666805,5.445000000000014,
228,5.484166666666667,5.484166666666667,
231,5.464166666666657,5.422083333333323,
234,5.569166666666661,5.569166666666661,
237,5.4950000000000045,5.4670833333333375,
240,5.827083333333334,5.506666666666668,
243,5.393333333333317,5.393333333333317,
246,10.373750000000015,4.871250000000015,
