procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0        24992       812184        15212      3049444   31   34  1856  7270   22   30  11   4  74  11   0 2018-11-23 21:22:25
 1  0        24992       812640        15216      3049356    0    0    12     0  610  420   2   2  96   0   0 2018-11-23 21:22:28
 1  0        24992      2914792        15228       934956    0    0   317    35 1072  643   1   8  90   0   0 2018-11-23 21:22:31
 0  2        24992      3539964        15648       310172   43    0   692   532 4283 6780   1   4  89   6   0 2018-11-23 21:22:34
 1  0        24992      3539464        16340       310076    7    0  3988    27 1781 1348   1   4  79  16   0 2018-11-23 21:22:37
 2  0        24992      3540528        15332       310056    0    0  9433    27 3918 2911   2   7  79  12   0 2018-11-23 21:22:40
 0  0        24992      3539948        16260       310056    0    0 12897    35 5192 3959   3   9  77  11   0 2018-11-23 21:22:43
 0  1        24992      3538520        16444       310056    0    0 13057    28 5029 3716   3  10  77  11   0 2018-11-23 21:22:46
 0  1        24992      3539656        15880       310056    0    0 18009    27 6483 4806   4  12  75   9   0 2018-11-23 21:22:49
 3  0        24992      3539548        15464       310008    0    0 17823    27 6352 4655   4  12  76   9   0 2018-11-23 21:22:52
 0  1        24992      3539820        15508       310056    0    0  6949    29 3059 2249   2   6  82  10   0 2018-11-23 21:22:55
 3  1        24992      3539964        15540       309976    0    0 18012    33 6869 4992   4  12  76   9   0 2018-11-23 21:22:58
 1  1        24992      3538864        16264       309980    0    0 17483    28 6654 4954   4  12  75   9   0 2018-11-23 21:23:01
 4  0        24960      3538684        16680       310040    7    0 18081   131 8373 6590   4  12  75   9   0 2018-11-23 21:23:04
 0  1        24960      3539252        15672       310044    0    0 17835    35 7036 5083   4  12  75   8   0 2018-11-23 21:23:07
 0  1        24960      3539332        15712       310032    0    0 18301    39 6902 5100   4  12  75   9   0 2018-11-23 21:23:10
 1  0        24960      3540172        15744       309968    0    0 18095    33 6440 4885   4  12  75   8   0 2018-11-23 21:23:13
 0  1        24960      3538592        16464       309964    0    0 17447    27 6426 4742   4  12  76   8   0 2018-11-23 21:23:16
 0  1        24960      3539224        15808       309964    0    0 10155    27 4111 3046   2   7  81  10   0 2018-11-23 21:23:19
 1  1        24960      3539364        15840       309964    0    0 12652    27 4907 3551   3   9  78  10   0 2018-11-23 21:23:22
 2  1        24960      3539468        15900       309964    0    0 17603    28 6494 4765   4  12  75   9   0 2018-11-23 21:23:25
 0  1        24960      3538272        16828       309968    0    0 17947    41 6511 5066   3  12  77   8   0 2018-11-23 21:23:28
 1  0        24960      3539852        15956       309960    0    0 17221    28 6389 4794   4  12  75   9   0 2018-11-23 21:23:31
 0  1        24960      3538104        16796       309968    0    0 17808    28 6486 4774   4  12  76   8   0 2018-11-23 21:23:34
 0  0        24960      3538280        17064       309968    0    0 17701    27 6592 4978   4  12  76   9   0 2018-11-23 21:23:37
 2  0        24960      3539428        16060       309968    0    0 16919    28 6080 4486   4  12  76   8   0 2018-11-23 21:23:40
 1  1        24960      3538040        17008       309964    0    0 17617    29 6583 4823   4  12  76   8   0 2018-11-23 21:23:43
 0  1        24960      3538052        16940       309976    0    0 17960    43 6815 5062   4  12  76   8   0 2018-11-23 21:23:46
 0  0        24960      3538952        16164       309976    0    0 17608    27 6700 5033   4  12  76   8   0 2018-11-23 21:23:49
 2  0        24960      3539036        16200       309980    0    0 17647    35 6650 4987   4  12  75   8   0 2018-11-23 21:23:52
 0  0        24960      3538860        16240       309984    0    0 17935    39 6845 5087   4  12  75   9   0 2018-11-23 21:23:55
 3  1        24960      3539420        16272       309980    0    0 17640    27 6524 4822   4  12  76   8   0 2018-11-23 21:23:58
 0  1        24960      3539268        16304       309988    0    0 17577    36 6576 4827   3  12  76   9   0 2018-11-23 21:24:01
 0  1        24956      3537472        17168       310264    1    0 17251   149 8300 6535   4  12  76   8   0 2018-11-23 21:24:04
 0  1        24956      3537440        17200       310264    0    0 17616    27 6669 4913   4  12  76   8   0 2018-11-23 21:24:07
 0  1        24956      3538652        16428       310264    0    0 16604    28 6237 4543   4  11  76   9   0 2018-11-23 21:24:10
 1  1        24956      3538580        16460       310260    0    0 17960    27 6432 4772   4  12  75   9   0 2018-11-23 21:24:13
 0  1        24956      3538148        16492       310264    0    0 17291    37 6589 4855   4  12  76   8   0 2018-11-23 21:24:16
 1  0        24956      3538332        16536       310260    0    0 17957    29 6663 4863   4  12  75   9   0 2018-11-23 21:24:19
 0  1        24956      3537996        16648       310264    0    0 17996    27 6728 4847   4  12  75   8   0 2018-11-23 21:24:22
 0  1        24956      3537156        17420       310268    0    0 18501    40 6958 5163   4  12  75   8   0 2018-11-23 21:24:25
 3  0        24956      3538176        16644       310268    0    0 16964    27 6362 4692   4  12  75   9   0 2018-11-23 21:24:28
 2  0        24956      3537980        16680       310268    0    0 17888    28 6689 4843   4  12  75   9   0 2018-11-23 21:24:31
 1  1        24956      3537848        16788       310276    0    0 18305    49 7261 5372   4  13  75   9   0 2018-11-23 21:24:34
 0  0        24956      3124656        16732       719212    0    0  2877 89863 3711 2388   2   5  92   1   0 2018-11-23 21:24:37
 1  0        24956      3124824        16744       719212    0    0     0 301307 6655 4891   1   2  97   0   0 2018-11-23 21:24:40
 0  0        24956      3124776        16744       719212    0    0     0 299349 6942 4824   1   2  97   0   0 2018-11-23 21:24:43
 1  0        24956      3124792        16752       719212    0    0     0 302939 7083 4938   1   2  97   0   0 2018-11-23 21:24:46
 0  0        24956      3124816        16752       719216    0    0     0 298496 6862 4789   1   2  97   0   0 2018-11-23 21:24:49
 0  0        24956      3124792        16760       719216    0    0     0 296837 6600 4773   1   2  97   0   0 2018-11-23 21:24:52
 0  0        24956      3124864        16760       719216    0    0     0 299520 7080 4778   1   2  97   0   0 2018-11-23 21:24:55
 1  0        24956      3124776        16768       719216    0    0     0 302043 7922 4971   1   2  97   0   0 2018-11-23 21:24:58
 0  0        24956      3124760        16768       719216    0    0     0 302123 7845 4870   1   1  97   0   0 2018-11-23 21:25:01
 1  0        24956      3123676        16776       719424    1    0    44 298423 7926 5016   1   2  97   0   0 2018-11-23 21:25:04
 0  0        24956      3123692        16784       719424    0    0     0 302188 10530 6985   1   2  97   0   0 2018-11-23 21:25:07
 1  0        24956      3123676        16788       719424    0    0     0 299113 7973 4984   1   2  97   0   0 2018-11-23 21:25:10
 1  0        24956      3123660        16796       719428    0    0     0 302820 7932 4962   1   2  97   0   0 2018-11-23 21:25:13
 1  0        24956      3123676        16796       719428    0    0     0 294272 8519 5390   1   1  97   0   0 2018-11-23 21:25:16
 1  0        24956      3123692        16804       719432    0    0     0 299312 7866 4904   1   2  97   0   0 2018-11-23 21:25:19
 0  0        24956      3123700        16804       719432    0    0     0 301227 7803 4845   1   2  97   0   0 2018-11-23 21:25:22
 0  0        24956      3123700        16812       719432    0    0     0 298160 7826 4874   1   2  97   0   0 2018-11-23 21:25:25
 0  0        24956      3123668        16812       719436    0    0     0 299904 6635 4772   1   2  96   0   0 2018-11-23 21:25:28
 0  0        24956      3123684        16820       719436    0    0     0 301147 7068 4855   1   2  97   0   0 2018-11-23 21:25:31
 0  0        24956      3123692        16820       719436    0    0     0 302848 7074 4876   1   2  97   0   0 2018-11-23 21:25:34
 1  0        24956      3123692        16828       719440    0    0     0 297904 7504 4985   1   1  98   0   0 2018-11-23 21:25:37
 0  0        24956      3123676        16828       719440    0    0     0 300032 7958 4865   1   2  97   0   0 2018-11-23 21:25:40
 0  0        24956      3123620        16836       719444    0    0     0 301701 7963 4928   1   2  97   0   0 2018-11-23 21:25:43
 0  0        24956      3123652        16840       719444    0    0     0 296076 7702 4843   2   2  97   0   0 2018-11-23 21:25:46
 0  0        24956      3123660        16848       719444    0    0     0 297272 8026 5000   1   2  97   0   0 2018-11-23 21:25:49
 0  0        24956      3123612        16848       719448    0    0     0 295773 7835 4845   1   2  97   0   0 2018-11-23 21:25:52
 1  0        24956      3123668        16856       719452    0    0     0 302512 8122 4957   1   2  97   0   0 2018-11-23 21:25:55
 0  0        24956      3123652        16856       719452    0    0     0 297600 7574 4805   1   2  97   0   0 2018-11-23 21:25:58
 1  0        24956      3123708        16864       719452    0    0     0 298757 7812 4877   1   2  97   0   0 2018-11-23 21:26:01
 0  0        24956      3123452        16880       719452    0    0     0 298988 8122 5118   1   2  96   0   0 2018-11-23 21:26:04
 1  0        24956      3123364        16888       719456    0    0     0 297487 7830 4865   1   2  97   0   0 2018-11-23 21:26:07
 0  0        24956      3123324        16888       719456    0    0     0 298368 7991 4849   1   2  97   0   0 2018-11-23 21:26:10
 1  0        24956      3123504        16896       719604    0    0    28 296925 7738 4829   1   2  97   0   0 2018-11-23 21:26:13
 0  0        24956      3123620        16896       719604    0    0     0 297557 7485 4678   1   2  97   0   0 2018-11-23 21:26:16
 0  0        24956      3123588        16904       719604    0    0     0 295859 7583 4762   1   1  97   0   0 2018-11-23 21:26:19
 0  0        24956      3123708        16904       719612    0    0     0 297908 7480 4716   1   2  97   0   0 2018-11-23 21:26:22
 1  0        24956      3123692        16912       719612    0    0     0 297924 7787 4876   1   2  97   0   0 2018-11-23 21:26:25
 1  0        24956      3123156        16916       720112    0    0   156 297941 7604 4668   1   2  96   1   0 2018-11-23 21:26:28
 0  0        24956      3123140        16924       720112    0    0     0 298857 7667 4829   1   2  97   0   0 2018-11-23 21:26:31
 1  0        24956      3123148        16924       720112    0    0     0 297131 7307 4611   1   2  97   0   0 2018-11-23 21:26:34
 1  0        24956      3123084        16932       720116    0    0     0 296692 8602 5818   1   2  97   0   0 2018-11-23 21:26:37
 0  0        24956      3123116        16940       720120    0    0     0 298545 7472 4781   1   2  97   0   0 2018-11-23 21:26:40
 0  0        24956      3123036        16940       720120    0    0     0 299349 7462 4640   1   2  97   0   0 2018-11-23 21:26:43
 0  0        24956      3123100        16948       720120    0    0     0 299867 7511 4692   1   2  97   0   0 2018-11-23 21:26:46
 0  0        24956      3123044        16948       720120    0    0     0 298752 7477 4654   1   2  97   0   0 2018-11-23 21:26:49
 2  0        24956      3123084        16956       720120    0    0     0 299056 7771 4694   1   2  97   0   0 2018-11-23 21:26:52
 1  0        24956      3123020        16956       720124    0    0     0 300001 7568 4732   1   2  97   0   0 2018-11-23 21:26:55
