procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 PST
 2  0         2952      9090140        61672     56281408    0    0  2661 16049   52   60   5   3  66  26   0 2018-12-26 20:22:17
 3  0         2952      9100432        61684     56282076    0    0     0    95 3607 5585   5   3  92   0   0 2018-12-26 20:22:20
 1  0         2952      9075144        61696     56281976    0    0    32    63 2000 2940   5   2  93   0   0 2018-12-26 20:22:23
 2  0         2952     21198212        61696     44157088    0    0     0     1 1966 3008   2   5  93   0   0 2018-12-26 20:22:26
 2  0         2952     33144824        61708     32212556    0    0     0    51 2236 3283   2   5  93   0   0 2018-12-26 20:22:29
 2  0         2952     45634372        61708     19724700    0    0     0   135 2019 2970   2   5  93   0   0 2018-12-26 20:22:32
 2  0         2952     55233704        61720     10127312    0    0     0   247 2173 3240   2   5  93   0   0 2018-12-26 20:22:35
 3  0         2952     64535464        61728       822628    0    0   957     1 2012 3027   2   4  94   0   0 2018-12-26 20:22:38
 2  0         2952     64529316        61740       822276    0    0  7597   165 4465 5471   4   3  92   0   0 2018-12-26 20:22:41
 2  0         2952     64563912        61752       822056    0    0  8625    81 4542 5473   5   3  92   0   0 2018-12-26 20:22:44
 1  3         2952     64556752        65068       821960    0    0  2837  1355 3683 5063   3   2  89   6   0 2018-12-26 20:22:47
 0  2         2952     64529500        69572       819644    0    0 45269   499 12000 12193   3   7  84   6   0 2018-12-26 20:22:50
 0  2         2952     64529740        68824       820780    0    0 57124   271 13663 14026   1   7  85   6   0 2018-12-26 20:22:53
 1  3         2952     64526840        70080       822100    0    0 57032   319 13873 14138   1   7  86   6   0 2018-12-26 20:22:56
 0  2         2952     64528456        68420       821240    0    0 53623   269 13124 13524   1   7  84   8   0 2018-12-26 20:22:59
 4  1         2952     64531300        67672       821208    0    0 60719   285 14302 14759   1   7  86   6   0 2018-12-26 20:23:02
 0  2         2952     64526620        70068       820496    0    0 60401   244 14668 14764   1   8  85   6   0 2018-12-26 20:23:05
 1  1         2952     64529192        70372       821888    0    0 62575   281 14935 15039   1   8  85   6   0 2018-12-26 20:23:08
 0  2         2952     64527788        68568       820312    0    0 61055   281 14750 14824   1   8  85   5   0 2018-12-26 20:23:11
 0  2         2952     64530488        70980       820392    0    0 56655   305 13714 14078   1   7  86   6   0 2018-12-26 20:23:14
 1  1         2952     64529900        71276       819628    0    0 56323   303 13437 13921   1   7  86   6   0 2018-12-26 20:23:17
 1  1         2952     64527912        71600       819680    0    0 54087   433 13707 13856   2   8  85   5   0 2018-12-26 20:23:20
 1  2         2952     64519508        71924       819772    0    0 59751   277 14570 14567   1   7  85   7   0 2018-12-26 20:23:23
 1  1         2952     64524796        73268       821380    0    0 57579   289 13692 14191   1   7  86   6   0 2018-12-26 20:23:26
 0  2         2952     64530016        72528       820792    0    0 58843   285 14089 14389   1   7  86   6   0 2018-12-26 20:23:29
 0  2         2952     64529524        73868       820364    0    0 62292   253 14835 15135   1   8  85   6   0 2018-12-26 20:23:32
 0  2         2952     64531428        72072       818380    0    0 55581   301 13686 13912   1   8  86   6   0 2018-12-26 20:23:35
 0  1         2952     64530992        72372       820596    0    0 57557   280 13733 14237   1   7  87   6   0 2018-12-26 20:23:38
 1  1         2952     64526092        74752       819984    0    0 56913   245 13723 14076   1   7  86   6   0 2018-12-26 20:23:41
 0  2         2952     64529448        70868       819752    0    0 55777   291 13526 13833   1   8  86   6   0 2018-12-26 20:23:44
 2  1         2952     64527568        75388       819464    0    0 57299   295 13877 14247   1   7  86   6   0 2018-12-26 20:23:47
 0  2         2952     64524712        75720       819360    0    0 45189   469 11564 12044   2   6  86   6   0 2018-12-26 20:23:50
 1  2         2952     64524864        74980       818872    0    0 57305   265 13871 14214   1   8  85   6   0 2018-12-26 20:23:53
 0  1         2952     64528420        74252       819904    0    0 54141   289 13043 13569   1   7  86   6   0 2018-12-26 20:23:56
 1  1         2952     64525512        76652       819792    0    0 54097   272 13136 13613   1   7  86   6   0 2018-12-26 20:23:59
 1  1         2952     64525844        74880       819284    0    0 48619   321 11885 12489   1   6  87   6   0 2018-12-26 20:24:02
 0  1         2952     64524492        77268       820120    0    0 60543   288 14406 14826   1   8  85   6   0 2018-12-26 20:24:05
 2  1         2952     64525352        77568       820392    0    0 56507   259 13396 14040   1   7  86   6   0 2018-12-26 20:24:08
 0  1         2952     64525652        76804       819908    0    0 60923   269 14662 14905   1   8  86   5   0 2018-12-26 20:24:11
 1  1         2952     64525576        78164       818576    0    0 51655   283 12631 13007   1   6  87   6   0 2018-12-26 20:24:14
 0  2         2952     64522352        76380       819908    0    0 59000   285 14070 14523   1   8  85   6   0 2018-12-26 20:24:17
 1  1         2952     64525116        76696       821176    0    0 52604   448 13366 13586   2   8  84   6   0 2018-12-26 20:24:20
 0  1         2952     64523476        77004       819736    0    0 56327   267 13713 14045   1   7  85   6   0 2018-12-26 20:24:23
 1  1         2952     64525024        77296       819164    0    0 60371   252 14412 14769   1   8  85   5   0 2018-12-26 20:24:26
 1  1         2952     64519688        79720       820936    0    0 49463   309 12061 12545   1   6  87   6   0 2018-12-26 20:24:29
