seconds,non-idle (%),utilization (%),
0,6.103333333333339,3.9079166666666723,
3,9.153750000000016,8.862500000000017,
6,1.125,0.3883333333333333,
9,0.36249999999999716,0.36249999999999716,
12,5.153750000000002,0.7812500000000018,
15,5.055833333333339,4.626666666666672,
18,4.570833333333326,4.473333333333326,
21,4.459583333333342,4.431666666666675,
24,4.472500000000011,4.472500000000011,
27,4.40291666666667,4.361250000000003,
30,4.445000000000007,4.41708333333334,
33,4.472916666666663,4.472916666666663,
36,4.473333333333343,4.431666666666676,
39,5.0249999999999915,4.4712499999999915,
42,4.477500000000006,4.421666666666673,
45,4.792083333333338,4.527500000000004,
48,4.569583333333341,4.444583333333341,
51,4.4683333333333195,4.439999999999986,
54,4.472916666666663,4.472916666666663,
57,4.472916666666663,4.444999999999996,
60,4.724166666666676,4.487083333333342,
63,4.487499999999997,4.404166666666664,
66,4.583750000000009,4.445000000000009,
69,4.4312499999999915,4.4312499999999915,
72,4.514583333333334,4.472916666666667,
75,4.4995833333333195,4.4995833333333195,
78,4.62833333333333,4.43208333333333,
81,4.523333333333326,4.44041666666666,
84,4.458333333333329,4.458333333333329,
87,4.487083333333317,4.41791666666665,
90,4.445416666666674,4.445416666666674,
93,4.5004166666666805,4.361250000000014,
96,4.515000000000001,4.417916666666668,
99,4.444583333333341,4.444583333333341,
102,4.472500000000011,4.430833333333344,
105,4.418750000000003,4.418750000000003,
108,4.47208333333333,4.444166666666663,
111,4.653749999999988,4.472916666666655,
114,4.528750000000002,4.431666666666669,
117,4.554166666666674,4.4991666666666745,
120,4.445000000000007,4.445000000000007,
123,4.445416666666645,4.417499999999978,
126,4.528333333333322,4.486666666666655,
129,4.613333333333344,4.446250000000011,
132,4.542916666666656,4.417083333333323,
135,4.542500000000004,4.362083333333337,
138,4.473333333333343,4.43125000000001,
141,4.445416666666674,4.403750000000007,
144,4.445416666666674,4.445416666666674,
147,4.541666666666671,4.458750000000005,
150,4.417500000000004,4.417500000000004,
153,4.486666666666665,4.444999999999998,
156,4.4995833333333195,4.444166666666653,
159,4.794166666666669,4.431666666666669,
162,4.5004166666666805,4.445000000000014,
165,4.432916666666685,4.307500000000019,
168,4.473333333333343,4.41750000000001,
171,4.4737499999999955,4.445833333333328,
174,4.641249999999999,4.529999999999999,
177,5.063749999999985,4.938333333333318,
180,4.458750000000009,4.458750000000009,
183,4.5,4.444166666666667,
186,4.4325000000000045,4.390833333333338,
189,4.444583333333341,4.444583333333341,
192,4.84708333333333,4.527499999999997,
195,4.583333333333329,4.416249999999995,
198,4.502083333333346,4.4325000000000125,
201,4.459166666666661,4.431249999999994,
204,4.765000000000001,4.473333333333334,
207,4.403750000000002,4.403750000000002,
210,4.807083333333324,4.47249999999999,
213,4.445416666666674,4.445416666666674,
216,4.611666666666679,4.500416666666679,
219,4.404166666666654,4.404166666666654,
222,4.541666666666671,4.444583333333338,
225,4.486666666666679,4.445000000000012,
228,4.5004166666666805,4.5004166666666805,
231,4.5433333333333366,4.237500000000003,
234,4.472500000000011,4.472500000000011,
237,4.528749999999988,4.445416666666655,
240,4.528333333333322,4.444999999999989,
243,4.472916666666663,4.472916666666663,
246,4.439999999999998,4.398333333333331,
249,4.473333333333315,4.473333333333315,
252,4.529166666666654,4.097499999999988,
255,4.4595833333333275,4.403749999999994,
258,4.486249999999998,4.486249999999998,
261,4.52791666666667,4.4720833333333365,
264,4.5,4.5,
267,4.5,4.458333333333333,
270,4.514166666666668,4.459166666666668,
273,4.7904166666666725,4.444166666666672,
276,4.529166666666654,4.431249999999988,
279,4.431666666666672,4.431666666666672,
282,4.513750000000002,4.458333333333335,
285,4.542500000000004,4.500833333333337,
288,4.459166666666661,4.459166666666661,
291,4.569583333333341,4.360416666666675,
294,4.4579166666666765,4.4579166666666765,
297,4.597916666666663,4.4445833333333296,
300,4.529583333333335,4.418333333333335,
303,4.445416666666674,4.445416666666674,
306,4.473333333333315,4.445416666666648,
309,4.5,4.5,
312,4.572083333333339,4.280000000000006,
315,4.52791666666667,4.458333333333337,
318,4.485833333333332,4.485833333333332,
321,4.557083333333324,4.432083333333324,
324,4.472500000000011,4.472500000000011,
327,4.541249999999991,4.319166666666658,
330,4.501666666666665,4.445833333333332,
333,5.139166666666654,5.111666666666654,
336,4.557916666666657,4.51624999999999,
339,4.542916666666656,4.542916666666656,
342,4.8129166666666805,4.270833333333347,
345,4.685833333333335,4.519166666666668,
348,4.676249999999996,4.481249999999996,
351,4.555833333333339,4.514166666666672,
354,4.554583333333326,4.554583333333326,
357,4.641666666666666,4.599999999999999,
360,4.515416666666667,4.4875,
363,4.779166666666654,4.432083333333321,
366,4.61333333333333,4.529999999999997,
369,4.597500000000011,4.597500000000011,
372,4.542500000000004,4.500833333333337,
375,4.542916666666656,4.514999999999989,
378,4.960833333333326,4.570833333333327,
381,4.6104166666666515,4.472499999999985,
384,4.542500000000004,4.542500000000004,
387,4.555416666666659,4.499583333333326,
390,4.502083333333346,4.460000000000012,
393,4.835416666666674,4.445416666666675,
396,4.5166666666666515,4.419166666666651,
399,4.458750000000009,4.458750000000009,
402,4.525833333333324,4.484166666666657,
405,4.486666666666679,4.430833333333346,
408,4.444583333333341,4.444583333333341,
411,4.49666666666667,4.468750000000003,
414,4.572499999999991,4.209999999999991,
417,4.63124999999998,4.548333333333313,
420,4.502499999999998,4.460833333333331,
423,4.444583333333341,4.444583333333341,
426,4.501249999999985,4.473333333333318,
429,4.4312499999999915,4.4312499999999915,
432,4.583333333333329,4.541666666666662,
435,4.77791666666667,4.4720833333333365,
438,4.459166666666661,4.459166666666661,
441,4.476666666666645,4.448749999999978,
444,4.4995833333333195,4.4995833333333195,
447,4.5091666666666725,4.453750000000006,
450,4.458750000000009,4.430833333333342,
453,4.486249999999998,4.486249999999998,
456,4.514583333333334,4.472916666666667,
459,4.69374999999998,4.472083333333313,
462,4.582916666666662,4.513333333333329,
465,4.63666666666667,4.51166666666667,
468,4.3941666666666634,4.3941666666666634,
471,4.47208333333333,4.44458333333333,
474,4.473333333333343,4.473333333333343,
477,4.458750000000009,4.431250000000009,
480,4.65958333333333,4.365416666666664,
483,4.4995833333333195,4.4995833333333195,
486,4.473333333333343,4.431666666666676,
489,4.430416666666659,4.430416666666659,
492,4.497083333333322,4.469583333333322,
495,4.542083333333338,4.514166666666671,
498,4.417083333333338,4.403333333333338,
501,5.332499999999996,4.999166666666663,
504,4.403333333333322,4.403333333333322,
507,4.486666666666665,4.4587499999999975,
510,4.417083333333338,4.389166666666671,
513,4.4595833333333275,4.4595833333333275,
516,4.473333333333315,4.431666666666648,
519,4.669583333333321,4.181666666666654,
522,4.5,4.458333333333333,
525,4.472500000000011,4.430833333333344,
528,4.4312499999999915,4.4312499999999915,
531,4.445833333333326,4.417916666666659,
534,4.417083333333338,4.417083333333338,
537,4.5,4.4725,
540,4.790833333333339,4.4725000000000055,
543,4.388750000000002,4.388750000000002,
546,4.417500000000004,4.389583333333337,
549,4.485833333333332,4.485833333333332,
552,4.445416666666674,4.403750000000007,
555,4.416666666666671,4.388750000000004,
558,4.417083333333338,4.417083333333338,
561,4.7549999999999955,4.222499999999996,
564,4.485833333333332,4.485833333333332,
567,4.4595833333333275,4.432083333333328,
570,4.500833333333333,4.459166666666666,
573,4.431666666666658,4.431666666666658,
576,4.482500000000002,4.440833333333335,
579,4.444583333333341,4.444583333333341,
582,4.836250000000007,4.390416666666674,
585,4.583333333333329,4.472499999999995,
588,4.389583333333334,4.389583333333334,
591,4.485833333333332,4.444166666666665,
594,4.3754166666666805,4.3754166666666805,
597,4.472916666666677,4.44500000000001,
600,4.40333333333335,4.375416666666683,
603,4.485833333333332,4.485833333333332,
606,4.727916666666658,4.116249999999992,
609,4.472916666666663,4.472916666666663,
612,4.4375,4.381666666666667,
615,4.472916666666663,4.41708333333333,
618,4.485833333333332,4.485833333333332,
621,4.501249999999985,4.459583333333318,
624,4.430416666666659,4.430416666666659,
627,4.72208333333333,4.4308333333333305,
630,4.417500000000004,4.417500000000004,
633,4.665000000000006,4.526666666666673,
636,4.486666666666665,4.4587499999999975,
639,4.458333333333329,4.458333333333329,
642,4.444999999999993,4.417083333333326,
645,4.458750000000009,4.458750000000009,
648,4.542500000000004,4.2500000000000036,
651,4.569166666666661,4.430416666666661,
654,4.40291666666667,4.40291666666667,
657,4.502083333333317,4.432499999999984,
