Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
24            R    200339               39.862%           29.471%
1024          W    128749               72.659%           18.940%
16            R    97769                19.453%           14.382%
8             R    67414                13.413%            9.917%
256           R    60894                12.116%            8.958%
8             W    25426                14.349%            3.740%
1016          W    19712                11.124%            2.900%
40            R    12619                 2.511%            1.856%
32            R    9212                  1.833%            1.355%
56            R    8263                  1.644%            1.216%
72            R    5633                  1.121%            0.829%
512           R    3989                  0.794%            0.587%
88            R    3965                  0.789%            0.583%
104           R    3265                  0.650%            0.480%
64            R    3216                  0.640%            0.473%
48            R    3166                  0.630%            0.466%
120           R    2259                  0.449%            0.332%
80            R    2021                  0.402%            0.297%
136           R    1703                  0.339%            0.251%
96            R    1625                  0.323%            0.239%
128           R    1412                  0.281%            0.208%
112           R    1397                  0.278%            0.206%
152           R    1367                  0.272%            0.201%
168           R    1142                  0.227%            0.168%
144           R    1006                  0.200%            0.148%
184           R    926                   0.184%            0.136%
160           R    881                   0.175%            0.130%
216           R    815                   0.162%            0.120%
240           R    806                   0.160%            0.119%
176           R    784                   0.156%            0.115%
200           R    766                   0.152%            0.113%
192           R    746                   0.148%            0.110%
208           R    702                   0.140%            0.103%
224           R    645                   0.128%            0.095%
232           R    628                   0.125%            0.092%
248           R    614                   0.122%            0.090%
416           W    270                   0.152%            0.040%
408           W    185                   0.104%            0.027%
3             W    178                   0.100%            0.026%
13            W    139                   0.078%            0.020%
64            W    138                   0.078%            0.020%
27            W    122                   0.069%            0.018%
28            W    114                   0.064%            0.017%
26            W    109                   0.062%            0.016%
424           W    107                   0.060%            0.016%
29            W    82                    0.046%            0.012%
25            W    77                    0.043%            0.011%
30            W    71                    0.040%            0.010%
24            W    69                    0.039%            0.010%
432           W    67                    0.038%            0.010%
23            W    66                    0.037%            0.010%
32            W    64                    0.036%            0.009%
16            W    59                    0.033%            0.009%
896           W    58                    0.033%            0.009%
736           W    58                    0.033%            0.009%
120           W    54                    0.030%            0.008%
112           W    53                    0.030%            0.008%
744           W    49                    0.028%            0.007%
264           R    46                    0.009%            0.007%
96            W    40                    0.023%            0.006%
22            W    40                    0.023%            0.006%
904           W    36                    0.020%            0.005%
144           W    36                    0.020%            0.005%
1008          W    36                    0.020%            0.005%
920           W    35                    0.020%            0.005%
872           W    35                    0.020%            0.005%
960           W    34                    0.019%            0.005%
56            W    33                    0.019%            0.005%
384           R    32                    0.006%            0.005%
280           R    32                    0.006%            0.005%
272           R    32                    0.006%            0.005%
288           R    30                    0.006%            0.004%
400           W    29                    0.016%            0.004%
296           R    29                    0.006%            0.004%
752           W    28                    0.016%            0.004%
328           R    28                    0.006%            0.004%
304           R    27                    0.005%            0.004%
2             W    27                    0.015%            0.004%
1             W    27                    0.015%            0.004%
14            W    27                    0.015%            0.004%
31            W    25                    0.014%            0.004%
312           R    24                    0.005%            0.004%
448           R    23                    0.005%            0.003%
320           R    22                    0.004%            0.003%
88            W    21                    0.012%            0.003%
4             W    20                    0.011%            0.003%
456           R    20                    0.004%            0.003%
360           R    19                    0.004%            0.003%
984           W    18                    0.010%            0.003%
400           R    18                    0.004%            0.003%
392           R    18                    0.004%            0.003%
376           R    18                    0.004%            0.003%
344           R    18                    0.004%            0.003%
928           W    16                    0.009%            0.002%
472           R    16                    0.003%            0.002%
368           R    15                    0.003%            0.002%
33            W    15                    0.008%            0.002%
336           R    15                    0.003%            0.002%
968           W    14                    0.008%            0.002%
48            W    14                    0.008%            0.002%
21            W    14                    0.008%            0.002%
7             W    13                    0.007%            0.002%
424           R    13                    0.003%            0.002%
352           R    13                    0.003%            0.002%
408           R    12                    0.002%            0.002%
36            W    12                    0.007%            0.002%
768           W    11                    0.006%            0.002%
480           R    11                    0.002%            0.002%
472           W    11                    0.006%            0.002%
464           R    11                    0.002%            0.002%
42            W    11                    0.006%            0.002%
416           R    11                    0.002%            0.002%
40            W    11                    0.006%            0.002%
39            W    11                    0.006%            0.002%
35            W    11                    0.006%            0.002%
34            W    11                    0.006%            0.002%
992           W    10                    0.006%            0.001%
6             W    10                    0.006%            0.001%
5             W    10                    0.006%            0.001%
448           W    10                    0.006%            0.001%
432           R    10                    0.002%            0.001%
37            W    10                    0.006%            0.001%
38            W    9                     0.005%            0.001%
80            W    8                     0.005%            0.001%
544           W    8                     0.005%            0.001%
488           R    8                     0.002%            0.001%
440           R    8                     0.002%            0.001%
976           W    7                     0.004%            0.001%
552           W    7                     0.004%            0.001%
520           W    7                     0.004%            0.001%
504           R    7                     0.001%            0.001%
440           W    7                     0.004%            0.001%
41            W    7                     0.004%            0.001%
1             R    7                     0.001%            0.001%
688           W    6                     0.003%            0.001%
672           W    6                     0.003%            0.001%
640           W    6                     0.003%            0.001%
584           W    6                     0.003%            0.001%
536           W    6                     0.003%            0.001%
368           W    6                     0.003%            0.001%
12            W    6                     0.003%            0.001%
128           W    6                     0.003%            0.001%
832           W    5                     0.003%            0.001%
800           W    5                     0.003%            0.001%
760           W    5                     0.003%            0.001%
728           W    5                     0.003%            0.001%
512           W    5                     0.003%            0.001%
45            W    5                     0.003%            0.001%
296           W    5                     0.003%            0.001%
288           W    5                     0.003%            0.001%
240           W    5                     0.003%            0.001%
216           W    5                     0.003%            0.001%
104           W    5                     0.003%            0.001%
888           W    4                     0.002%            0.001%
880           W    4                     0.002%            0.001%
792           W    4                     0.002%            0.001%
696           W    4                     0.002%            0.001%
664           W    4                     0.002%            0.001%
464           W    4                     0.002%            0.001%
44            W    4                     0.002%            0.001%
392           W    4                     0.002%            0.001%
376           W    4                     0.002%            0.001%
312           W    4                     0.002%            0.001%
280           W    4                     0.002%            0.001%
224           W    4                     0.002%            0.001%
184           W    4                     0.002%            0.001%
15            W    4                     0.002%            0.001%
152           W    4                     0.002%            0.001%
9             W    3                     0.002%            0.000%
912           W    3                     0.002%            0.000%
840           W    3                     0.002%            0.000%
784           W    3                     0.002%            0.000%
704           W    3                     0.002%            0.000%
624           W    3                     0.002%            0.000%
616           W    3                     0.002%            0.000%
608           W    3                     0.002%            0.000%
568           W    3                     0.002%            0.000%
528           W    3                     0.002%            0.000%
504           W    3                     0.002%            0.000%
496           R    3                     0.001%            0.000%
384           W    3                     0.002%            0.000%
352           W    3                     0.002%            0.000%
328           W    3                     0.002%            0.000%
320           W    3                     0.002%            0.000%
304           W    3                     0.002%            0.000%
248           W    3                     0.002%            0.000%
232           W    3                     0.002%            0.000%
208           W    3                     0.002%            0.000%
19            W    3                     0.002%            0.000%
176           W    3                     0.002%            0.000%
944           W    2                     0.001%            0.000%
936           W    2                     0.001%            0.000%
864           W    2                     0.001%            0.000%
816           W    2                     0.001%            0.000%
712           W    2                     0.001%            0.000%
680           W    2                     0.001%            0.000%
656           W    2                     0.001%            0.000%
632           W    2                     0.001%            0.000%
600           W    2                     0.001%            0.000%
592           W    2                     0.001%            0.000%
51            W    2                     0.001%            0.000%
480           W    2                     0.001%            0.000%
47            W    2                     0.001%            0.000%
46            W    2                     0.001%            0.000%
43            W    2                     0.001%            0.000%
360           W    2                     0.001%            0.000%
256           W    2                     0.001%            0.000%
20            W    2                     0.001%            0.000%
18            W    2                     0.001%            0.000%
17            W    2                     0.001%            0.000%
136           W    2                     0.001%            0.000%
11            W    2                     0.001%            0.000%
952           W    1                     0.001%            0.000%
856           W    1                     0.001%            0.000%
848           W    1                     0.001%            0.000%
824           W    1                     0.001%            0.000%
808           W    1                     0.001%            0.000%
776           W    1                     0.001%            0.000%
72            W    1                     0.001%            0.000%
720           W    1                     0.001%            0.000%
648           W    1                     0.001%            0.000%
560           W    1                     0.001%            0.000%
496           W    1                     0.001%            0.000%
456           W    1                     0.001%            0.000%
344           W    1                     0.001%            0.000%
336           W    1                     0.001%            0.000%
200           W    1                     0.001%            0.000%
192           W    1                     0.001%            0.000%
168           W    1                     0.001%            0.000%
10            W    1                     0.001%            0.000%
1000          W    1                     0.001%            0.000%


SUMMARY (512-byte sectors)
----------------------------------------------------------------------
Total read I/Os : 502585         [ 73.933%]
Total write I/Os: 177197         [ 26.067%]
Total read sectors : 30872423    [ 16.795%,   15074.425MB]
Total write sectors: 152949242   [ 83.205%,   74682.247MB]
