procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 PST
 1  0            0     64989552        46416       509412    0    0    35     1   25   39   0   0  98   1   0 2019-03-05 22:55:59
 0  1            0     64956404        46436       511332    0    0   189   168 1745 2628   4   1  95   0   0 2019-03-05 22:56:02
 0  1            0     64959308        46436       511792    0    0     0     0 1039 2115   0   0  96   4   0 2019-03-05 22:56:05
 1  0            0     64987328        46448       511852    0    0   383   155 1182 2246   0   0  96   4   0 2019-03-05 22:56:08
 0  1            0     64973620        46448       513112    0    0  1663 27651 2086 3267   1   1  96   2   0 2019-03-05 22:56:11
 0  1            0     64974228        46460       513236    0    0     0 94821 2064 3185   0   0  95   4   0 2019-03-05 22:56:14
 0  1            0     64975052        46468       513144    0    0     0 93757 2091 3152   0   0  96   4   0 2019-03-05 22:56:17
 0  1            0     64975936        46468       513116    0    0     0 94635 2063 3157   0   0  96   4   0 2019-03-05 22:56:20
 0  1            0     65317728         2820       222956    0    0  2788  8396 2481 3701   1   1  96   3   0 2019-03-05 22:56:23
 0  1            0     65262492         7492       242652    0    0  7993     0 2412 3275   1   1  95   3   0 2019-03-05 22:56:26
 0  1            0     65107232         7832       256084    0    0  4237   107 3078 12273   5   1  92   2   0 2019-03-05 22:56:29
 2  1            0     64819228        11260       270632    0    0  6108    44 26646 14888  14   1  83   2   0 2019-03-05 22:56:32
 0  1            0     64725380        12948       278756    0    0  3232   153 8148 7809   9   1  87   4   0 2019-03-05 22:56:35
 1  1            0     64687772        13344       289104    0    0  3071   483 28401 18167  15   1  83   2   0 2019-03-05 22:56:38
 1  0            0     65143036        16068       314988    0    0  4397  1984 6288 11090   7   1  89   2   0 2019-03-05 22:56:41
 1  0            0     64906528        16092       354948    0    0    19   157 4988 10150   4   0  95   0   0 2019-03-05 22:56:44
 0  0            0     64709668        16092       398692    0    0     0 21992 4719 9246   0   0 100   0   0 2019-03-05 22:56:47
 0  0            0     64627096        16100       441652    0    0     0    12 4558 9204   0   0 100   0   0 2019-03-05 22:56:50
 0  0            0     64531328        16372       485600    0    0   139  3037 4754 9496   0   0  99   0   0 2019-03-05 22:56:53
 0  0            0     64447132        16380       528988    0    0     0    45 4595 9263   0   0 100   0   0 2019-03-05 22:56:56
 0  0            0     64363832        16380       572388    0    0     0     0 6420 9282   0   0 100   0   0 2019-03-05 22:56:59
 1  1            0     64087480        16512       805136    0    0    41 123525 5209 12240   0   0  96   3   0 2019-03-05 22:57:02
 0  0            0     64445892        16512       660764    0    0     0 23664 4900 9362   0   0  98   2   0 2019-03-05 22:57:05
 0  0            0     64363320        16520       704156    0    0     0     4 4573 9362   0   0  99   0   0 2019-03-05 22:57:08
 0  0            0     64276804        16520       748160    0    0    29     0 4643 9314   0   0 100   0   0 2019-03-05 22:57:11
 1  0            0     64183516        16532       791356    0    0     0    40 4944 9634   1   0  99   0   0 2019-03-05 22:57:14
 0  0            0     64098044        16532       835216    0    0     0     0 4552 9183   0   0 100   0   0 2019-03-05 22:57:17
 1  1            0     63885872        16540      1002092    0    0     0 124371 5581 13473   1   0  96   3   0 2019-03-05 22:57:20
 0  0            0     63987812        16540       923492    0    0     0 44823 5186 9484   0   0  97   3   0 2019-03-05 22:57:23
 0  0            0     63940860        16548       966920    0    0     0    13 4608 9228   0   0 100   0   0 2019-03-05 22:57:26
 0  0            0     63897900        16708      1010120    0    0    53    72 4630 9366   0   0  99   0   0 2019-03-05 22:57:29
 0  0            0     63850772        16716      1053564    0    0     0    20 4622 9247   0   0 100   0   0 2019-03-05 22:57:32
 1  0            0     63807704        16716      1097832    0    0     0     3 4554 9244   0   0 100   0   0 2019-03-05 22:57:35
 0  1            0     63583972        16724      1276412    0    0     0 128497 5307 13137   0   0  96   3   0 2019-03-05 22:57:38
 0  0            0     63631904        16724      1185100    0    0     0 40679 5198 9427   0   0  97   2   0 2019-03-05 22:57:41
 0  0            0     63584512        16736      1228536    0    0     0    43 4809 9541   0   0 100   0   0 2019-03-05 22:57:44
 0  0            0     63541560        16736      1272588    0    0     0     0 4536 9121   0   0 100   0   0 2019-03-05 22:57:47
 0  0            0     63498452        16744      1315688    0    0     0     4 4525 9157   0   0 100   0   0 2019-03-05 22:57:50
 1  0            0     63454696        16744      1359304    0    0     0    16 4608 9221   0   0 100   0   0 2019-03-05 22:57:53
 1  1            0     63271356        16752      1541112    0    0     0 129144 5218 13158   0   0  96   4   0 2019-03-05 22:57:56
 1  0            0     63343484        16752      1532400    0    0     0 67751 5217 9437   0   0  97   3   0 2019-03-05 22:57:59
 0  0            0     63381728        16760      1489956    0    0     0 56753 5017 9411   1   0  97   2   0 2019-03-05 22:58:02
 0  0            0     63339056        16760      1533372    0    0     0    57 4553 9182   0   0 100   0   0 2019-03-05 22:58:05
 1  0            0     63295656        16768      1577452    0    0     0    16 4552 9229   0   0 100   0   0 2019-03-05 22:58:08
 0  1            0     63251380        16768      1620916    0    0     0 27307 4905 9243   1   2  97   0   0 2019-03-05 22:58:11
 0  1            0     63029512        16780      1823276    0    0     0 108349 5842 13419   4   1  92   3   0 2019-03-05 22:58:14
 0  1            0     62967132        16780      1842840    0    0     0 77304 5538 9471   4   0  93   3   0 2019-03-05 22:58:17
 0  0            0     63057324        16788      1751228    0    0     0 40717 5315 9403   4   0  94   2   0 2019-03-05 22:58:20
 0  0            0     63014828        16788      1794932    0    0     0    17 4818 9273   4   0  96   0   0 2019-03-05 22:58:23
 0  0            0     62972316        16796      1838788    0    0     0     5 4793 9226   4   1  96   0   0 2019-03-05 22:58:26
 0  1            0     62929488        16796      1882260    0    0     0 27365 4853 9183   1   3  96   0   0 2019-03-05 22:58:29
 0  1            0     62726512        16804      2082040    0    0     0 107313 6017 13036   1   4  92   4   0 2019-03-05 22:58:32
 1  1            0     62748992        16804      2103992    0    0     0 78321 5673 9533   1   4  92   3   0 2019-03-05 22:58:35
 0  0            0     62839400        16812      2013184    0    0     0 40727 5256 9484   2   3  93   2   0 2019-03-05 22:58:38
 1  0            0     62796288        16812      2056348    0    0     0     0 4878 9297   4   1  96   0   0 2019-03-05 22:58:41
 0  0            0     62749828        16824      2100148    0    0     0    39 5099 9452   2   1  97   0   0 2019-03-05 22:58:44
 1  1            0     62706396        16824      2144252    0    0     0 32769 4755 9228   1   0  99   0   0 2019-03-05 22:58:47
 0  1            0     62480016        16832      2356284    0    0     0 106603 5608 13251   1   0  96   3   0 2019-03-05 22:58:50
 0  1            0     62430384        16832      2366012    0    0     0 73567 5346 9492   1   1  95   3   0 2019-03-05 22:58:53
 0  0            0     62523316        16840      2274248    0    0     0 40723 5034 9406   1   0  97   2   0 2019-03-05 22:58:56
 0  0            0     62481428        16840      2318228    0    0     0     8 4552 9208   0   0 100   0   0 2019-03-05 22:58:59
 0  0            0     62439400        16848      2361724    0    0     0     5 4530 9269   0   0 100   0   0 2019-03-05 22:59:02
 0  1            0     62394668        16852      2405424    0    0     1 38291 4635 9350   0   0  99   0   0 2019-03-05 22:59:05
 0  1            0     62171788        16860      2626644    0    0     0 104237 5477 13238   1   0  96   3   0 2019-03-05 22:59:08
 0  1            0     62215448        16860      2626932    0    0     0 70492 5206 9596   1   0  96   3   0 2019-03-05 22:59:11
 0  0            0     62299996        16868      2535440    0    0     5 40837 5109 9641   1   0  97   2   0 2019-03-05 22:59:14
 0  0            0     62257256        16868      2578976    0    0     0     0 4525 9237   0   0 100   0   0 2019-03-05 22:59:17
 0  0            0     62215452        16880      2622620    0    0     0    33 4516 9167   0   0 100   0   0 2019-03-05 22:59:20
 0  1            0     62173856        16880      2666124    0    0     0 38244 4611 9315   0   0  99   1   0 2019-03-05 22:59:23
 0  1            0     61928932        16888      2895424    0    0     0 106597 5731 13142   1   0  96   4   0 2019-03-05 22:59:26
 0  1            0     61898668        16888      2888396    0    0     0 68115 5225 9641   1   0  96   3   0 2019-03-05 22:59:29
 1  0            0     61990616        16896      2796576    0    0     0 40713 4893 9500   1   0  98   1   0 2019-03-05 22:59:32
 0  0            0     61948208        16896      2839928    0    0     0     0 4525 9369   1   0  99   0   0 2019-03-05 22:59:35
