procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 PST
 1  0       998268     33300828       364516     31561792    0    0   379  1205    1    0   1   0  92   7   0 2018-11-07 09:59:20
 1  1       998268     33273412       364528     31563456    0    0     9 11855 2113 3048   3   1  93   2   0 2018-11-07 09:59:23
 1  1       998268     33270820       364592     31562356    0    0 14903   207 5040 5807   1   3  95   1   0 2018-11-07 09:59:26
 2  0       998268     33272876       364580     31563024    0    0 16264   144 5408 6550   0   3  95   1   0 2018-11-07 09:59:29
 2  0       998268     33270336       365652     31562492    0    0 17717    37 5601 6341   0   3  95   1   0 2018-11-07 09:59:32
 1  0       998268     33271596       364616     31562688    0    0 16641    59 5471 6195   1   3  95   1   0 2018-11-07 09:59:35
 1  0       998268     33271616       364656     31562632    0    0 17359    41 5608 6332   0   3  95   1   0 2018-11-07 09:59:38
 1  0       998268     33268584       365740     31563116    0    0 17347    49 5608 6300   1   3  94   2   0 2018-11-07 09:59:41
 1  0       998268     33269380       364716     31562848    0    0 16996    43 5515 6224   0   3  95   1   0 2018-11-07 09:59:44
 3  0       998268     33269504       364832     31562852    0    0 12048   491 4640 5702   0   2  96   2   0 2018-11-07 09:59:47
 1  1       998268     33269244       364944     31562960    0    0 14199   281 5092 6016   1   3  95   2   0 2018-11-07 09:59:50
 1  0       998268     33269348       365952     31562544    0    0 17333   109 5581 6248   0   3  95   1   0 2018-11-07 09:59:53
 0  1       998268     33268232       365992     31563224    0    0 17363    44 5664 6292   0   3  95   1   0 2018-11-07 09:59:56
 1  0       998268     33270968       364956     31562868    0    0 16649    61 5597 6227   0   3  95   2   0 2018-11-07 09:59:59
 2  0       998268     33269364       364992     31562896    0    0 18069    32 5746 6566   0   3  95   2   0 2018-11-07 10:00:02
 0  1       998268     33269296       366080     31562592    0    0 17007   160 5524 6743   0   3  95   2   0 2018-11-07 10:00:05
 1  0       998268     33269940       365388     31562300    0    0 16996    48 5549 6292   0   3  95   2   0 2018-11-07 10:00:08
 0  1       998268     33269276       366128     31562840    0    0 17721    44 5689 6374   0   3  95   1   0 2018-11-07 10:00:11
 2  0       998268     33270564       365108     31563384    0    0 17372    56 5604 6390   0   3  95   2   0 2018-11-07 10:00:14
 1  1       998268     33268700       366052     31562640    0    0 18019    31 5767 6449   0   4  95   1   0 2018-11-07 10:00:17
 1  1       998268     33271324       365324     31562592    0    0 10327   607 4298 5538   0   2  96   2   0 2018-11-07 10:00:20
 0  1       998268     33270152       366352     31562760    0    0 15919   237 5330 6055   1   3  95   1   0 2018-11-07 10:00:23
 1  0       998268     33269784       366360     31563240    0    0 17355    43 5610 6308   0   3  95   2   0 2018-11-07 10:00:26
 2  0       998268     33269312       365336     31563464    0    0 17021    51 5623 6277   0   3  95   2   0 2018-11-07 10:00:29
 1  0       998268     33270200       366408     31562480    0    0 17712    32 5706 6430   1   3  95   2   0 2018-11-07 10:00:32
 2  0       998268     33271564       365376     31562660    0    0 16661    75 5524 6338   1   3  95   1   0 2018-11-07 10:00:35
 0  1       998268     33271980       366456     31562988    0    0 17008   140 5498 6639   0   3  95   1   0 2018-11-07 10:00:38
 0  1       998268     33271196       366468     31563480    0    0 17721    29 5695 6355   1   3  95   1   0 2018-11-07 10:00:41
 1  0       998268     33268240       366484     31563120    0    0 17016    55 5541 6201   0   3  95   1   0 2018-11-07 10:00:44
 2  0       998268     33267728       366496     31562804    0    0 18080    29 5832 6537   0   4  95   1   0 2018-11-07 10:00:47
 0  1       998268     33269320       366520     31563160    0    0 16649    55 5502 6206   1   3  95   1   0 2018-11-07 10:00:50
 1  0       998268     33271028       366736     31563040    0    0  8153   781 3813 5038   0   2  96   2   0 2018-11-07 10:00:53
 1  0       998268     33269024       366768     31563152    0    0 16657    95 5420 6178   0   3  95   1   0 2018-11-07 10:00:56
 2  1       998268     33271084       366784     31563140    0    0 17000    51 5550 6252   0   3  95   1   0 2018-11-07 10:00:59
 1  0       998268     33271056       365748     31562944    0    0 17371    31 5654 6367   0   3  95   1   0 2018-11-07 10:01:02
 2  0       998268     33271192       366824     31562788    0    0 17717    39 5687 6423   0   3  95   1   0 2018-11-07 10:01:05
 0  1       998268     33270012       366856     31563152    0    0 15585   173 5369 6469   1   3  95   1   0 2018-11-07 10:01:08
 1  0       998268     33270588       365828     31563076    0    0 17371    29 5604 6335   1   3  95   1   0 2018-11-07 10:01:11
 1  0       998268     33270472       366908     31562736    0    0 17371    56 5647 6325   1   3  95   1   0 2018-11-07 10:01:14
 2  0       998268     33269540       366928     31563332    0    0 17016    43 5556 6240   0   3  95   1   0 2018-11-07 10:01:17
 1  0       998268     33271928       365900     31563536    0    0 17000    33 5535 6311   0   3  95   1   0 2018-11-07 10:01:20
 0  1       998268     33269828       366984     31562692    0    0 16657   121 5559 6184   0   3  95   1   0 2018-11-07 10:01:23
 1  0       998268     33272672       366120     31562936    0    0  7436   767 3653 4984   0   2  96   2   0 2018-11-07 10:01:26
 1  1       998268     33271616       366716     31562852    0    0 16845    60 5522 6169   0   3  95   1   0 2018-11-07 10:01:29
 1  0       998268     33271120       367232     31563308    0    0 17163    43 5675 6302   1   3  95   1   0 2018-11-07 10:01:32
 2  0       998268     33271292       366212     31563976    0    0 17727    28 5733 6504   0   3  95   1   0 2018-11-07 10:01:35
 1  0       998268     33271228       366248     31562952    0    0 15596   176 5268 6475   0   3  95   2   0 2018-11-07 10:01:38
 1  0       998268     33272248       366256     31563052    0    0 17359    41 5639 6303   0   3  95   2   0 2018-11-07 10:01:41
 0  1       998268     33270664       367360     31563592    0    0 16641    71 5488 6155   1   3  95   2   0 2018-11-07 10:01:44
 0  1       998268     33269120       367376     31563448    0    0 17008    43 5497 6201   1   3  95   1   0 2018-11-07 10:01:47
 0  1       998268     33271432       367392     31563316    0    0 17363    31 5639 6451   0   3  95   1   0 2018-11-07 10:01:50
 1  0       998268     33271416       366372     31563160    0    0 16661   115 5441 6192   1   3  95   2   0 2018-11-07 10:01:53
 0  1       998268     33270960       366400     31563180    0    0 16661    95 5436 6216   0   3  95   2   0 2018-11-07 10:01:56
 1  1       998268     33269496       366680     31562404    0    0  8177   732 3895 5149   0   2  96   2   0 2018-11-07 10:01:59
 0  1       998268     33268768       367684     31563616    0    0 17685    45 5599 6329   1   3  95   2   0 2018-11-07 10:02:02
 1  1       998268     33269288       367456     31563488    0    0 17287    31 5703 6327   1   4  94   2   0 2018-11-07 10:02:05
 0  1       998268     33269888       367736     31563256    0    0 16383    60 5559 6228   0   3  95   2   0 2018-11-07 10:02:08
 0  1       998268     33268004       367764     31564372    0    0 16984   155 5604 6736   0   3  95   2   0 2018-11-07 10:02:11
 2  1       998268     33267808       367792     31563268    0    0 18068    43 5824 6469   0   3  95   2   0 2018-11-07 10:02:14
 0  1       998268     33270432       367816     31563588    0    0 17721    45 5674 6406   0   3  95   2   0 2018-11-07 10:02:17
 1  0       998268     33272408       366784     31563332    0    0 18076    32 5795 6534   0   3  95   2   0 2018-11-07 10:02:20
 0  1       998268     33269816       367872     31563272    0    0 17347   112 5651 6362   1   3  95   2   0 2018-11-07 10:02:23
 1  0       998268     33269284       366836     31563128    0    0 16657    67 5418 6186   1   3  95   2   0 2018-11-07 10:02:26
 1  0       998268     33271036       366864     31563236    0    0 15948   151 5372 6137   0   3  95   1   0 2018-11-07 10:02:29
 0  0       998268     33269372       368052     31563176    0    0  9560   649 4078 5292   0   2  96   2   0 2018-11-07 10:02:32
 2  0       998268     33268788       368080     31563152    0    0 17359    44 5576 6335   0   3  95   2   0 2018-11-07 10:02:35
 1  1       998268     33268808       368100     31563392    0    0 17721    37 5699 6463   1   3  95   1   0 2018-11-07 10:02:38
 2  0       998268     33266704       368132     31563592    0    0 15944   172 5453 6580   0   3  95   2   0 2018-11-07 10:02:41
 3  0       998268     33269460       368148     31563332    0    0 16291    91 5414 6154   0   3  95   2   0 2018-11-07 10:02:44
 1  0       998268     33269000       368164     31563232    0    0 17717    44 5750 6387   1   3  95   2   0 2018-11-07 10:02:47
 2  0       998268     33270152       367132     31563072    0    0 17363    44 5740 6411   1   3  95   2   0 2018-11-07 10:02:50
 1  0       998268     33269044       367136     31563096    0    0 17717   104 5869 6419   0   3  95   1   0 2018-11-07 10:02:53
 1  0       998268     33270508       367152     31563112    0    0 17375    44 5641 6335   0   3  95   2   0 2018-11-07 10:02:56
 2  0       998268     33268220       368092     31562988    0    0 17724    41 5612 6353   1   3  95   1   0 2018-11-07 10:02:59
 0  2       998268     33269000       368236     31563568    0    0 14881   252 5164 6063   0   3  95   2   0 2018-11-07 10:03:02
 1  0       998268     33268396       367316     31563944    0    0  8867   580 3807 5016   0   2  96   2   0 2018-11-07 10:03:05
 1  1       998268     33268484       368024     31562924    0    0 17287    39 5632 6280   0   3  95   2   0 2018-11-07 10:03:08
 1  0       998268     33267692       368412     31563324    0    0 15677    91 5264 6207   1   3  95   2   0 2018-11-07 10:03:11
 2  0       998268     33267548       368444     31563072    0    0 16657   143 5428 6363   0   3  95   2   0 2018-11-07 10:03:14
 1  1       998268     33268740       368100     31563064    0    0 17645    31 5712 6327   0   3  95   2   0 2018-11-07 10:03:17
 1  0       998268     33268608       368472     31563652    0    0 17431    44 5748 6324   0   3  95   1   0 2018-11-07 10:03:20
 2  0       998268     33270184       367456     31563352    0    0 17009   109 5490 6240   0   3  95   2   0 2018-11-07 10:03:23
 3  0       998268     33270800       367464     31563436    0    0 17020    44 5566 6256   0   3  95   1   0 2018-11-07 10:03:26
 1  0       998268     33269080       367480     31563768    0    0 17357    51 5605 6393   0   3  95   2   0 2018-11-07 10:03:29
 0  0       998268     32872592       367496     31970688    0    0 11696 34285 5136 5873   1   3  95   1   0 2018-11-07 10:03:32
 0  0       998268     32874188       367496     31970744    0    0     0 306261 6690 7421   0   0 100   0   0 2018-11-07 10:03:35
 1  0       998268     32876896       367500     31970796    0    0     0 305407 6788 7663   0   0  99   0   0 2018-11-07 10:03:38
 0  2       998268     32878564       367500     31970644    0    0     0 306001 6488 7158   0   0  99   0   0 2018-11-07 10:03:41
 0  0       998268     32880036       367500     31970676    0    0     0 316092 6745 7829   0   0  99   0   0 2018-11-07 10:03:44
 0  0       998268     32881600       367508     31970732    0    0     0 303227 6353 7045   0   0  99   0   0 2018-11-07 10:03:47
 0  0       998268     32883484       367508     31970672    0    0     0 303061 6310 7203   0   0 100   0   0 2018-11-07 10:03:50
 0  0       998268     32884520       367508     31970704    0    0     0 302721 6328 7092   0   0 100   0   0 2018-11-07 10:03:53
 0  0       998268     32884908       367508     31970696    0    0     0 300928 6444 7023   0   0 100   0   0 2018-11-07 10:03:56
 0  0       998268     32885656       367512     31970700    0    0     0 300019 6547 7086   0   0  99   0   0 2018-11-07 10:03:59
 0  0       998268     32885648       367512     31970712    0    0     0 301471 6450 7075   0   0  99   0   0 2018-11-07 10:04:02
 0  0       998268     32885780       367512     31970708    0    0     0 304811 6444 7153   0   0  99   0   0 2018-11-07 10:04:05
 0  0       998268     32886764       367512     31970740    0    0     0 301784 6795 7708   0   0 100   0   0 2018-11-07 10:04:08
 0  0       998268     32886416       367512     31970820    0    0     0 301312 6682 7299   0   0 100   0   0 2018-11-07 10:04:11
 0  0       998268     32886824       367512     31970928    0    0     0 304468 6663 7571   0   0  99   0   0 2018-11-07 10:04:14
 1  0       998268     32886916       367512     31970956    0    0     0 304696 6360 7118   0   0  99   0   0 2018-11-07 10:04:17
 1  0       998268     32887076       367512     31970864    0    0     0 298496 6240 7043   0   0 100   0   0 2018-11-07 10:04:20
 0  0       998268     32887388       367512     31970804    0    0     0 302329 6313 7116   0   0  99   0   0 2018-11-07 10:04:23
 0  0       998268     32887424       367512     31970896    0    0     0 300331 6212 6998   0   0 100   0   0 2018-11-07 10:04:26
 0  0       998268     32887504       367516     31970812    0    0     0 308257 6436 7171   0   0  99   0   0 2018-11-07 10:04:29
 0  1       998268     32887408       367516     31970912    0    0     0 304021 6340 7064   0   0  99   0   0 2018-11-07 10:04:32
 0  0       998268     32887424       367516     31970900    0    0     0 304087 6313 7063   0   0  99   0   0 2018-11-07 10:04:35
 0  0       998268     32887856       367516     31970848    0    0     0 299324 6420 7034   0   0  99   0   0 2018-11-07 10:04:38
 0  0       998268     32887436       367516     31970852    0    0     0 301525 6844 7909   0   0  99   0   0 2018-11-07 10:04:41
 0  0       998268     32887728       367520     31970908    0    0     0 303291 6400 7533   0   0  99   0   0 2018-11-07 10:04:44
 0  0       998268     32887860       367520     31970908    0    0     0 304384 6348 7070   0   0 100   0   0 2018-11-07 10:04:47
 0  0       998268     32887796       367524     31970976    0    0     0 301151 6245 7028   0   0  99   0   0 2018-11-07 10:04:50
 0  0       998268     32888152       367524     31970912    0    0     0 300220 6270 7071   0   0  99   0   0 2018-11-07 10:04:53
 0  0       998268     32888152       367524     31970916    0    0     0 299888 6255 7061   0   0 100   0   0 2018-11-07 10:04:56
 0  0       998268     32888212       367528     31970996    0    0     0 302945 6352 7129   0   0  99   0   0 2018-11-07 10:04:59
 0  0       998268     32887724       367528     31970968    0    0     0 306404 6473 7125   0   0 100   0   0 2018-11-07 10:05:02
 0  0       998268     32888148       367532     31971044    0    0     0 305004 6376 7063   0   0  99   0   0 2018-11-07 10:05:05
 0  0       998268     32888460       367532     31970988    0    0     0 303677 6385 7082   0   0 100   0   0 2018-11-07 10:05:08
 0  0       998268     32887568       367536     31970976    0    0     0 302861 6333 7126   0   0 100   0   0 2018-11-07 10:05:11
 0  0       998268     32887880       367536     31970948    0    0     0 301504 6853 7931   0   0  99   0   0 2018-11-07 10:05:14
 1  0       998268     32887904       367536     31971036    0    0     0 304987 6512 7468   0   0  99   0   0 2018-11-07 10:05:17
 0  0       998268     32888040       367536     31971008    0    0     0 305987 6337 7083   0   0  99   0   0 2018-11-07 10:05:20
 0  0       998268     32888188       367536     31970992    0    0     0 305297 6347 7115   0   0  99   0   0 2018-11-07 10:05:23
 0  0       998268     32888124       367536     31971068    0    0     0 302151 6350 7021   0   0 100   0   0 2018-11-07 10:05:26
 0  0       998268     32888256       367540     31971060    0    0     0 300049 6269 7072   0   0 100   0   0 2018-11-07 10:05:29
 0  0       998268     32888312       367544     31971008    0    0     0 306063 6453 7180   0   0 100   0   0 2018-11-07 10:05:32
 0  0       998268     32888468       367544     31970980    0    0     0 301159 6296 7038   0   0 100   0   0 2018-11-07 10:05:35
 0  0       998268     32888432       367544     31971040    0    0     0 301752 6296 7064   0   0 100   0   0 2018-11-07 10:05:38
 0  0       998268     32888868       367548     31971048    0    0     0 304312 6518 7118   0   0  99   0   0 2018-11-07 10:05:41
 1  0       998268     32889080       367548     31971072    0    0     0 304065 6574 7355   0   0  99   0   0 2018-11-07 10:05:44
 1  0       998268     32889076       367556     31971080    0    0     0 304336 6752 8077   0   0  99   0   0 2018-11-07 10:05:47
 0  1       998268     32888948       367560     31971244    0    0     0 303732 6321 7170   0   0 100   0   0 2018-11-07 10:05:50
 0  0       998268     32889020       367560     31971180    0    0     0 303276 6274 7061   0   0  99   0   0 2018-11-07 10:05:53
 0  0       998268     32889136       367564     31971180    0    0     0 297905 6182 6950   0   0  99   0   0 2018-11-07 10:05:56
 0  0       998268     32889536       367564     31971256    0    0     0 300672 6368 7117   0   0 100   0   0 2018-11-07 10:05:59
 0  0       998268     32889608       367572     31971176    0    0     0 302625 6318 7030   0   0  99   0   0 2018-11-07 10:06:02
 0  0       998268     32889484       367572     31971188    0    0     0 300459 6241 7044   0   0 100   0   0 2018-11-07 10:06:05
 1  0       998268     32889344       367580     31971256    0    0     0 302703 6326 7158   0   0 100   0   0 2018-11-07 10:06:08
 0  0       998268     32888504       367580     31971272    0    0     0 302763 6424 7122   0   0 100   0   0 2018-11-07 10:06:11
 0  0       998268     32888948       367584     31971268    0    0     0 301697 6293 7065   0   0 100   0   0 2018-11-07 10:06:14
 0  0       998268     32889044       367584     31971280    0    0     0 301824 6639 7988   0   0 100   0   0 2018-11-07 10:06:17
 0  0       998268     32889372       367584     31971228    0    0     0 301564 6485 7304   0   0  99   0   0 2018-11-07 10:06:20
 0  0       998268     32889624       367584     31971208    0    0     0 302251 6348 7054   0   0 100   0   0 2018-11-07 10:06:23
 0  0       998268     32889608       367584     31971224    0    0     0 303136 6355 7041   0   0  99   0   0 2018-11-07 10:06:26
 0  0       998268     32889656       367584     31971204    0    0     0 305792 6371 7125   0   0 100   0   0 2018-11-07 10:06:29
 0  0       998268     32889648       367588     31971220    0    0     0 303153 6305 7024   0   0  99   0   0 2018-11-07 10:06:32
 0  0       998268     32889632       367588     31971240    0    0     0 303701 6344 7048   0   0 100   0   0 2018-11-07 10:06:35
 0  0       998268     32889888       367588     31971232    0    0     0 304604 6922 7153   0   0 100   0   0 2018-11-07 10:06:38
 0  0       998268     32889788       367588     31971224    0    0     0 302848 6377 7124   0   0 100   0   0 2018-11-07 10:06:41
 0  0       998268     32889852       367592     31971168    0    0     0 300935 6286 7098   0   0 100   0   0 2018-11-07 10:06:44
 0  0       998268     32889368       367592     31971264    0    0     0 302891 6356 7543   0   0  99   0   0 2018-11-07 10:06:47
 0  0       998268     32889500       367596     31971260    0    0     0 305731 6899 7903   0   0 100   0   0 2018-11-07 10:06:50
 0  0       998268     32889316       367596     31971244    0    0     0 300627 6290 7065   0   0 100   0   0 2018-11-07 10:06:53
 0  0       998268     32889480       367600     31971196    0    0     0 302761 6256 7035   0   0 100   0   0 2018-11-07 10:06:56
 0  0       998268     32889520       367600     31971160    0    0     0 302503 6572 7083   0   0 100   0   0 2018-11-07 10:06:59
 0  0       998268     32889604       367604     31971204    0    0     0 298812 6414 6978   0   0  99   0   0 2018-11-07 10:07:02
 0  0       998268     32889628       367604     31971180    0    0     0 303883 6359 7069   0   0 100   0   0 2018-11-07 10:07:05
 1  0       998268     32889884       367604     31971184    0    0     0 299788 6231 7016   0   0 100   0   0 2018-11-07 10:07:08
 0  0       998268     32889892       367604     31971176    0    0     0 305332 6346 7105   0   0 100   0   0 2018-11-07 10:07:11
 0  0       998268     32889968       367604     31971224    0    0     0 298641 6219 7016   0   0  99   0   0 2018-11-07 10:07:14
 0  0       998268     32890132       367604     31971188    0    0     0 297532 6228 7044   0   0 100   0   0 2018-11-07 10:07:17
 0  0       998268     32890348       367612     31971180    0    0     0 299575 6321 7102   0   0  99   0   0 2018-11-07 10:07:20
 0  0       998268     32889784       367612     31971116    0    0     0 304289 6952 8369   0   0  99   0   0 2018-11-07 10:07:23
 0  0       998268     32889884       367612     31971168    0    0     0 298589 6186 6970   0   0 100   0   0 2018-11-07 10:07:26
 0  0       998268     32890048       367612     31971132    0    0     0 303899 6329 7091   0   0 100   0   0 2018-11-07 10:07:29
 0  0       998268     32890188       367612     31971136    0    0     0 304439 6344 7064   0   0  99   0   0 2018-11-07 10:07:32
 0  0       998268     32890164       367612     31971164    0    0     0 308232 6564 7148   0   0 100   0   0 2018-11-07 10:07:35
 0  0       998268     32890140       367612     31971188    0    0     0 305079 6500 7123   0   0  99   0   0 2018-11-07 10:07:38
 0  0       998268     32890140       367612     31971196    0    0     0 298889 6212 6994   0   0 100   0   0 2018-11-07 10:07:41
 0  0       998268     32890132       367620     31971204    0    0     0 300300 6288 7011   0   0  99   0   0 2018-11-07 10:07:44
 0  0       998268     32890188       367620     31971204    0    0     0 299236 6244 6982   0   0 100   0   0 2018-11-07 10:07:47
 1  0       998268     32890424       367624     31971204    0    0     0 301328 6307 7142   0   0  99   0   0 2018-11-07 10:07:50
 0  0       998268     32890556       367624     31971208    0    0     0 303341 6514 7377   0   0 100   0   0 2018-11-07 10:07:53
 0  0       998268     32890704       367628     31971204    0    0     0 302635 6734 7781   0   0  99   0   0 2018-11-07 10:07:56
 0  0       998268     32890144       367628     31971052    0    0     0 300952 6329 7470   0   0  99   0   0 2018-11-07 10:07:59
 0  0       998268     32890432       367636     31971032    0    0     0 301593 6237 7028   0   0 100   0   0 2018-11-07 10:08:02
 1  0       998268     32890432       367636     31971040    0    0     0 305024 6330 7078   0   0 100   0   0 2018-11-07 10:08:05
 0  0       998268     32890572       367644     31971024    0    0     0 301873 6247 7060   0   0  99   0   0 2018-11-07 10:08:08
 0  0       998268     32890540       367644     31971056    0    0     0 293632 6092 6920   0   0 100   0   0 2018-11-07 10:08:11
 0  0       998268     32890612       367648     31970988    0    0     0 304476 6308 7107   0   0  99   0   0 2018-11-07 10:08:14
 0  0       998268     32890640       367648     31971084    0    0     0 305024 6351 7083   0   0 100   0   0 2018-11-07 10:08:17
 0  0       998268     32890680       367656     31971044    0    0     0 302427 6246 7026   0   0 100   0   0 2018-11-07 10:08:20
 0  0       998268     32890772       367656     31971092    0    0     0 303275 6383 7077   0   0 100   0   0 2018-11-07 10:08:23
 0  0       998268     32890756       367660     31971104    0    0     0 300429 6473 7448   0   0 100   0   0 2018-11-07 10:08:26
 2  0       998268     32890796       367660     31971072    0    0     0 302675 6649 7576   0   0 100   0   0 2018-11-07 10:08:29
