Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/sda/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
24            R    1095480              52.797%           47.860%
16            R    407235               19.627%           17.791%
8             R    212151               10.225%            9.269%
1024          W    155416               72.607%            6.790%
40            R    60486                 2.915%            2.643%
32            R    42455                 2.046%            1.855%
56            R    41744                 2.012%            1.824%
8             W    31190                14.571%            1.363%
72            R    29378                 1.416%            1.283%
1016          W    22984                10.738%            1.004%
88            R    21160                 1.020%            0.924%
256           R    20387                 0.983%            0.891%
104           R    16130                 0.777%            0.705%
48            R    14892                 0.718%            0.651%
64            R    14683                 0.708%            0.641%
120           R    12254                 0.591%            0.535%
80            R    9126                  0.440%            0.399%
136           R    8881                  0.428%            0.388%
96            R    7461                  0.360%            0.326%
152           R    6771                  0.326%            0.296%
128           R    6268                  0.302%            0.274%
112           R    6260                  0.302%            0.273%
168           R    5194                  0.250%            0.227%
144           R    4132                  0.199%            0.181%
184           R    4105                  0.198%            0.179%
160           R    3471                  0.167%            0.152%
200           R    3163                  0.152%            0.138%
216           R    3026                  0.146%            0.132%
176           R    2997                  0.144%            0.131%
192           R    2700                  0.130%            0.118%
208           R    2143                  0.103%            0.094%
240           R    2113                  0.102%            0.092%
232           R    2048                  0.099%            0.089%
224           R    1847                  0.089%            0.081%
248           R    1559                  0.075%            0.068%
512           R    368                   0.018%            0.016%
264           R    309                   0.015%            0.013%
408           W    292                   0.136%            0.013%
32            W    252                   0.118%            0.011%
280           R    247                   0.012%            0.011%
64            W    238                   0.111%            0.010%
296           R    234                   0.011%            0.010%
416           W    223                   0.104%            0.010%
312           R    160                   0.008%            0.007%
3             W    158                   0.074%            0.007%
272           R    156                   0.008%            0.007%
288           R    153                   0.007%            0.007%
16            W    153                   0.071%            0.007%
304           R    124                   0.006%            0.005%
400           W    123                   0.057%            0.005%
328           R    121                   0.006%            0.005%
320           R    121                   0.006%            0.005%
344           R    111                   0.005%            0.005%
360           R    105                   0.005%            0.005%
23            W    102                   0.048%            0.004%
13            W    99                    0.046%            0.004%
24            W    97                    0.045%            0.004%
22            W    92                    0.043%            0.004%
336           R    89                    0.004%            0.004%
25            W    88                    0.041%            0.004%
1             W    86                    0.040%            0.004%
368           R    83                    0.004%            0.004%
27            W    77                    0.036%            0.003%
26            W    76                    0.036%            0.003%
352           R    73                    0.004%            0.003%
424           W    70                    0.033%            0.003%
384           R    70                    0.003%            0.003%
376           R    68                    0.003%            0.003%
96            W    67                    0.031%            0.003%
12            W    66                    0.031%            0.003%
21            W    64                    0.030%            0.003%
20            W    64                    0.030%            0.003%
440           R    61                    0.003%            0.003%
392           R    60                    0.003%            0.003%
408           R    58                    0.003%            0.003%
29            W    56                    0.026%            0.002%
120           W    56                    0.026%            0.002%
112           W    56                    0.026%            0.002%
744           W    55                    0.026%            0.002%
19            W    55                    0.026%            0.002%
424           R    54                    0.003%            0.002%
952           W    53                    0.025%            0.002%
392           W    52                    0.024%            0.002%
896           W    51                    0.024%            0.002%
2             W    51                    0.024%            0.002%
904           W    50                    0.023%            0.002%
920           W    49                    0.023%            0.002%
400           R    49                    0.002%            0.002%
888           W    48                    0.022%            0.002%
14            W    48                    0.022%            0.002%
28            W    47                    0.022%            0.002%
472           R    45                    0.002%            0.002%
456           R    43                    0.002%            0.002%
128           W    39                    0.018%            0.002%
720           W    38                    0.018%            0.002%
72            W    36                    0.017%            0.002%
728           W    36                    0.017%            0.002%
432           R    36                    0.002%            0.002%
464           R    35                    0.002%            0.002%
416           R    35                    0.002%            0.002%
18            W    34                    0.016%            0.001%
136           W    34                    0.016%            0.001%
448           R    33                    0.002%            0.001%
30            W    31                    0.014%            0.001%
33            W    29                    0.014%            0.001%
17            W    29                    0.014%            0.001%
31            W    28                    0.013%            0.001%
4             W    26                    0.012%            0.001%
736           W    24                    0.011%            0.001%
752           W    23                    0.011%            0.001%
480           R    23                    0.001%            0.001%
36            W    23                    0.011%            0.001%
712           W    22                    0.010%            0.001%
11            W    22                    0.010%            0.001%
40            W    21                    0.010%            0.001%
34            W    20                    0.009%            0.001%
504           R    19                    0.001%            0.001%
48            W    19                    0.009%            0.001%
35            W    19                    0.009%            0.001%
37            W    18                    0.008%            0.001%
488           R    17                    0.001%            0.001%
6             W    16                    0.007%            0.001%
56            W    16                    0.007%            0.001%
7             W    15                    0.007%            0.001%
9             W    14                    0.007%            0.001%
432           W    14                    0.007%            0.001%
184           W    14                    0.007%            0.001%
5             W    13                    0.006%            0.001%
496           R    12                    0.001%            0.001%
42            W    12                    0.006%            0.001%
15            W    12                    0.006%            0.001%
10            W    12                    0.006%            0.001%
41            W    11                    0.005%            0.000%
176           W    11                    0.005%            0.000%
784           W    10                    0.005%            0.000%
49            W    10                    0.005%            0.000%
44            W    10                    0.005%            0.000%
39            W    10                    0.005%            0.000%
80            W    9                     0.004%            0.000%
688           W    9                     0.004%            0.000%
50            W    9                     0.004%            0.000%
504           W    9                     0.004%            0.000%
440           W    9                     0.004%            0.000%
1             R    9                     0.000%            0.000%
960           W    8                     0.004%            0.000%
88            W    8                     0.004%            0.000%
696           W    8                     0.004%            0.000%
55            W    8                     0.004%            0.000%
51            W    8                     0.004%            0.000%
256           W    8                     0.004%            0.000%
768           W    7                     0.003%            0.000%
53            W    7                     0.003%            0.000%
528           W    7                     0.003%            0.000%
512           W    7                     0.003%            0.000%
488           W    7                     0.003%            0.000%
46            W    7                     0.003%            0.000%
45            W    7                     0.003%            0.000%
352           W    7                     0.003%            0.000%
968           W    6                     0.003%            0.000%
872           W    6                     0.003%            0.000%
760           W    6                     0.003%            0.000%
680           W    6                     0.003%            0.000%
608           W    6                     0.003%            0.000%
568           W    6                     0.003%            0.000%
552           W    6                     0.003%            0.000%
544           W    6                     0.003%            0.000%
52            W    6                     0.003%            0.000%
43            W    6                     0.003%            0.000%
384           W    6                     0.003%            0.000%
328           W    6                     0.003%            0.000%
312           W    6                     0.003%            0.000%
280           W    6                     0.003%            0.000%
264           W    6                     0.003%            0.000%
224           W    6                     0.003%            0.000%
192           W    6                     0.003%            0.000%
104           W    6                     0.003%            0.000%
880           W    5                     0.002%            0.000%
800           W    5                     0.002%            0.000%
704           W    5                     0.002%            0.000%
664           W    5                     0.002%            0.000%
656           W    5                     0.002%            0.000%
592           W    5                     0.002%            0.000%
560           W    5                     0.002%            0.000%
520           W    5                     0.002%            0.000%
47            W    5                     0.002%            0.000%
448           W    5                     0.002%            0.000%
38            W    5                     0.002%            0.000%
368           W    5                     0.002%            0.000%
208           W    5                     0.002%            0.000%
160           W    5                     0.002%            0.000%
1008          W    5                     0.002%            0.000%
1000          W    5                     0.002%            0.000%
944           W    4                     0.002%            0.000%
936           W    4                     0.002%            0.000%
912           W    4                     0.002%            0.000%
864           W    4                     0.002%            0.000%
824           W    4                     0.002%            0.000%
792           W    4                     0.002%            0.000%
640           W    4                     0.002%            0.000%
632           W    4                     0.002%            0.000%
584           W    4                     0.002%            0.000%
576           W    4                     0.002%            0.000%
536           W    4                     0.002%            0.000%
496           W    4                     0.002%            0.000%
360           W    4                     0.002%            0.000%
320           W    4                     0.002%            0.000%
304           W    4                     0.002%            0.000%
288           W    4                     0.002%            0.000%
272           W    4                     0.002%            0.000%
776           W    3                     0.001%            0.000%
648           W    3                     0.001%            0.000%
616           W    3                     0.001%            0.000%
600           W    3                     0.001%            0.000%
54            W    3                     0.001%            0.000%
472           W    3                     0.001%            0.000%
376           W    3                     0.001%            0.000%
248           W    3                     0.001%            0.000%
232           W    3                     0.001%            0.000%
216           W    3                     0.001%            0.000%
200           W    3                     0.001%            0.000%
992           W    2                     0.001%            0.000%
984           W    2                     0.001%            0.000%
976           W    2                     0.001%            0.000%
928           W    2                     0.001%            0.000%
856           W    2                     0.001%            0.000%
840           W    2                     0.001%            0.000%
832           W    2                     0.001%            0.000%
60            W    2                     0.001%            0.000%
59            W    2                     0.001%            0.000%
57            W    2                     0.001%            0.000%
480           W    2                     0.001%            0.000%
456           W    2                     0.001%            0.000%
344           W    2                     0.001%            0.000%
336           W    2                     0.001%            0.000%
296           W    2                     0.001%            0.000%
168           W    2                     0.001%            0.000%
152           W    2                     0.001%            0.000%
848           W    1                     0.000%            0.000%
672           W    1                     0.000%            0.000%
624           W    1                     0.000%            0.000%
61            W    1                     0.000%            0.000%
464           W    1                     0.000%            0.000%


SUMMARY (512-byte sectors)
----------------------------------------------------------------------
Total read I/Os : 2074881        [ 90.648%]
Total write I/Os: 214052         [  9.352%]
Total read sectors : 68273433    [ 27.089%,   33336.637MB]
Total write sectors: 183760655   [ 72.911%,   89726.882MB]
