Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
24            R    260820               42.740%           32.455%
1024          W    140125               72.459%           17.436%
16            R    132770               21.757%           16.521%
8             R    85660                14.037%           10.659%
256           R    43289                 7.094%            5.387%
8             W    27797                14.374%            3.459%
1016          W    21903                11.326%            2.725%
40            R    16115                 2.641%            2.005%
32            R    11215                 1.838%            1.396%
56            R    10238                 1.678%            1.274%
512           R    7344                  1.203%            0.914%
72            R    6690                  1.096%            0.832%
88            R    4709                  0.772%            0.586%
48            R    3671                  0.602%            0.457%
64            R    3507                  0.575%            0.436%
104           R    3373                  0.553%            0.420%
120           R    2469                  0.405%            0.307%
80            R    2043                  0.335%            0.254%
136           R    1765                  0.289%            0.220%
96            R    1591                  0.261%            0.198%
128           R    1366                  0.224%            0.170%
112           R    1361                  0.223%            0.169%
152           R    1356                  0.222%            0.169%
168           R    1015                  0.166%            0.126%
144           R    833                   0.137%            0.104%
184           R    771                   0.126%            0.096%
160           R    728                   0.119%            0.091%
192           R    635                   0.104%            0.079%
216           R    633                   0.104%            0.079%
200           R    631                   0.103%            0.079%
176           R    607                   0.099%            0.076%
240           R    500                   0.082%            0.062%
208           R    479                   0.078%            0.060%
232           R    426                   0.070%            0.053%
224           R    394                   0.065%            0.049%
248           R    325                   0.053%            0.040%
416           W    274                   0.142%            0.034%
408           W    179                   0.093%            0.022%
3             W    165                   0.085%            0.021%
24            W    141                   0.073%            0.018%
25            W    136                   0.070%            0.017%
64            W    108                   0.056%            0.013%
27            W    106                   0.055%            0.013%
26            W    106                   0.055%            0.013%
23            W    102                   0.053%            0.013%
424           W    101                   0.052%            0.013%
13            W    89                    0.046%            0.011%
32            W    86                    0.044%            0.011%
896           W    82                    0.042%            0.010%
22            W    82                    0.042%            0.010%
432           W    73                    0.038%            0.009%
120           W    71                    0.037%            0.009%
16            W    69                    0.036%            0.009%
112           W    65                    0.034%            0.008%
21            W    60                    0.031%            0.007%
448           R    57                    0.009%            0.007%
11            W    55                    0.028%            0.007%
320           R    54                    0.009%            0.007%
296           R    52                    0.009%            0.006%
264           R    52                    0.009%            0.006%
96            W    51                    0.026%            0.006%
736           W    51                    0.026%            0.006%
280           R    44                    0.007%            0.005%
744           W    43                    0.022%            0.005%
56            W    43                    0.022%            0.005%
312           R    42                    0.007%            0.005%
768           W    41                    0.021%            0.005%
272           R    40                    0.007%            0.005%
144           W    40                    0.021%            0.005%
288           R    39                    0.006%            0.005%
1             W    38                    0.020%            0.005%
920           W    37                    0.019%            0.005%
872           W    36                    0.019%            0.004%
904           W    35                    0.018%            0.004%
20            W    35                    0.018%            0.004%
984           W    34                    0.018%            0.004%
960           W    34                    0.018%            0.004%
784           W    34                    0.018%            0.004%
304           R    34                    0.006%            0.004%
128           W    34                    0.018%            0.004%
360           R    33                    0.005%            0.004%
344           R    32                    0.005%            0.004%
1008          W    32                    0.017%            0.004%
752           W    31                    0.016%            0.004%
2             W    31                    0.016%            0.004%
48            W    30                    0.016%            0.004%
392           R    30                    0.005%            0.004%
376           R    30                    0.005%            0.004%
432           R    29                    0.005%            0.004%
352           R    29                    0.005%            0.004%
328           R    29                    0.005%            0.004%
928           W    28                    0.014%            0.003%
88            W    28                    0.014%            0.003%
336           R    27                    0.004%            0.003%
424           R    26                    0.004%            0.003%
4             W    25                    0.013%            0.003%
368           R    24                    0.004%            0.003%
968           W    23                    0.012%            0.003%
416           R    23                    0.004%            0.003%
30            W    23                    0.012%            0.003%
472           R    22                    0.004%            0.003%
384           R    22                    0.004%            0.003%
28            W    21                    0.011%            0.003%
400           W    20                    0.010%            0.002%
400           R    20                    0.003%            0.002%
480           R    19                    0.003%            0.002%
456           R    19                    0.003%            0.002%
408           R    19                    0.003%            0.002%
5             W    18                    0.009%            0.002%
464           R    18                    0.003%            0.002%
440           R    18                    0.003%            0.002%
29            W    18                    0.009%            0.002%
19            W    17                    0.009%            0.002%
40            W    14                    0.007%            0.002%
34            W    14                    0.007%            0.002%
992           W    13                    0.007%            0.002%
496           R    13                    0.002%            0.002%
80            W    12                    0.006%            0.001%
31            W    12                    0.006%            0.001%
12            W    12                    0.006%            0.001%
35            W    11                    0.006%            0.001%
17            W    11                    0.006%            0.001%
7             W    9                     0.005%            0.001%
760           W    9                     0.005%            0.001%
504           R    9                     0.001%            0.001%
488           R    9                     0.001%            0.001%
36            W    9                     0.005%            0.001%
6             W    8                     0.004%            0.001%
776           W    7                     0.004%            0.001%
536           W    7                     0.004%            0.001%
41            W    7                     0.004%            0.001%
1             R    7                     0.001%            0.001%
18            W    7                     0.004%            0.001%
104           W    7                     0.004%            0.001%
520           W    6                     0.003%            0.001%
440           W    6                     0.003%            0.001%
392           W    6                     0.003%            0.001%
38            W    6                     0.003%            0.001%
37            W    6                     0.003%            0.001%
33            W    6                     0.003%            0.001%
15            W    6                     0.003%            0.001%
10            W    6                     0.003%            0.001%
832           W    5                     0.003%            0.001%
72            W    5                     0.003%            0.001%
576           W    5                     0.003%            0.001%
528           W    5                     0.003%            0.001%
480           W    5                     0.003%            0.001%
472           W    5                     0.003%            0.001%
456           W    5                     0.003%            0.001%
328           W    5                     0.003%            0.001%
312           W    5                     0.003%            0.001%
264           W    5                     0.003%            0.001%
216           W    5                     0.003%            0.001%
192           W    5                     0.003%            0.001%
14            W    5                     0.003%            0.001%
1000          W    5                     0.003%            0.001%
9             W    4                     0.002%            0.000%
976           W    4                     0.002%            0.000%
944           W    4                     0.002%            0.000%
808           W    4                     0.002%            0.000%
792           W    4                     0.002%            0.000%
720           W    4                     0.002%            0.000%
656           W    4                     0.002%            0.000%
632           W    4                     0.002%            0.000%
624           W    4                     0.002%            0.000%
616           W    4                     0.002%            0.000%
504           W    4                     0.002%            0.000%
39            W    4                     0.002%            0.000%
352           W    4                     0.002%            0.000%
288           W    4                     0.002%            0.000%
208           W    4                     0.002%            0.000%
200           W    4                     0.002%            0.000%
168           W    4                     0.002%            0.000%
936           W    3                     0.002%            0.000%
888           W    3                     0.002%            0.000%
544           W    3                     0.002%            0.000%
512           W    3                     0.002%            0.000%
496           W    3                     0.002%            0.000%
42            W    3                     0.002%            0.000%
384           W    3                     0.002%            0.000%
376           W    3                     0.002%            0.000%
360           W    3                     0.002%            0.000%
320           W    3                     0.002%            0.000%
304           W    3                     0.002%            0.000%
280           W    3                     0.002%            0.000%
240           W    3                     0.002%            0.000%
232           W    3                     0.002%            0.000%
224           W    3                     0.002%            0.000%
184           W    3                     0.002%            0.000%
176           W    3                     0.002%            0.000%
160           W    3                     0.002%            0.000%
136           W    3                     0.002%            0.000%
952           W    2                     0.001%            0.000%
880           W    2                     0.001%            0.000%
864           W    2                     0.001%            0.000%
840           W    2                     0.001%            0.000%
824           W    2                     0.001%            0.000%
816           W    2                     0.001%            0.000%
704           W    2                     0.001%            0.000%
688           W    2                     0.001%            0.000%
680           W    2                     0.001%            0.000%
648           W    2                     0.001%            0.000%
640           W    2                     0.001%            0.000%
600           W    2                     0.001%            0.000%
592           W    2                     0.001%            0.000%
560           W    2                     0.001%            0.000%
552           W    2                     0.001%            0.000%
50            W    2                     0.001%            0.000%
488           W    2                     0.001%            0.000%
46            W    2                     0.001%            0.000%
464           W    2                     0.001%            0.000%
44            W    2                     0.001%            0.000%
448           W    2                     0.001%            0.000%
368           W    2                     0.001%            0.000%
344           W    2                     0.001%            0.000%
272           W    2                     0.001%            0.000%
152           W    2                     0.001%            0.000%
912           W    1                     0.001%            0.000%
856           W    1                     0.001%            0.000%
848           W    1                     0.001%            0.000%
800           W    1                     0.001%            0.000%
728           W    1                     0.001%            0.000%
712           W    1                     0.001%            0.000%
696           W    1                     0.001%            0.000%
672           W    1                     0.001%            0.000%
664           W    1                     0.001%            0.000%
62            W    1                     0.001%            0.000%
608           W    1                     0.001%            0.000%
584           W    1                     0.001%            0.000%
568           W    1                     0.001%            0.000%
45            W    1                     0.001%            0.000%
296           W    1                     0.001%            0.000%
256           W    1                     0.001%            0.000%
248           W    1                     0.001%            0.000%


SUMMARY (512-byte sectors)
----------------------------------------------------------------------
Total read I/Os : 610250         [ 75.936%]
Total write I/Os: 193385         [ 24.064%]
Total read sectors : 30379927    [ 15.397%,   14833.949MB]
Total write sectors: 166934711   [ 84.603%,   81511.089MB]
