procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0        51192      1150368        26280      2675360    0    0  1690  5482   23   50  54   4  36   7   0 2018-11-26 21:30:06
 1  0        51192      1150460        26352      2675444    0    0    29     0 1047  736   2   2  96   0   0 2018-11-26 21:30:09
 0  0        51188      3478320        26368       343824    1    0   216    57 1466  963   1   9  89   0   0 2018-11-26 21:30:12
 1  1        51188      3468544        26412       343920   36    0  7221   397 10004 8910   3   7  83   7   0 2018-11-26 21:30:15
 2  1        51188      3468484        26700       343884    0    0  7591    28 3655 2674   2   7  78  12   0 2018-11-26 21:30:18
 4  1        51188      3469264        26480       343796    0    0 14601    28 6694 5151   4  11  75  10   0 2018-11-26 21:30:21
 1  1        51188      3468160        27572       343792    0    0 13731    40 5959 4464   3  11  76  10   0 2018-11-26 21:30:24
 1  0        51188      3469756        26556       343740    1    0 13001    27 5377 3954   4  10  76  10   0 2018-11-26 21:30:27
 2  0        51188      3468672        26604       343792    0    0 17604    31 7145 5279   5  13  74   8   0 2018-11-26 21:30:30
 2  0        51188      3467884        27692       343792    0    0 17617    29 6890 5100   5  13  73   9   0 2018-11-26 21:30:33
 0  1        51188      3468648        27716       343792    0    0 18212    27 7193 5211   5  13  73   9   0 2018-11-26 21:30:36
 4  1        51188      3468724        26708       343796    0    0  8617    33 4031 2963   2   7  79  11   0 2018-11-26 21:30:39
 1  0        51188      3468460        26744       343796    0    0 16184    28 6494 4864   4  12  75   9   0 2018-11-26 21:30:42
 1  0        51188      3469492        26776       343780    0    0 17271    27 6906 4967   4  12  74   9   0 2018-11-26 21:30:45
 0  1        51188      3468508        26808       343776    0    0 17849    33 7805 5824   4  13  74   9   0 2018-11-26 21:30:48
 3  0        51188      3467036        27536       343780    0    0 17761    39 7281 5379   5  13  74   8   0 2018-11-26 21:30:51
 3  0        51188      3468384        26892       343780    0    0 17017    40 7178 5137   4  12  75   9   0 2018-11-26 21:30:54
 5  0        51188      3468828        26932       343780    0    0 18293    29 7270 5365   5  13  73   9   0 2018-11-26 21:30:57
 2  0        51188      3468276        26972       343780    0    0 17893    29 7280 5235   5  13  73   9   0 2018-11-26 21:31:00
 2  0        51188      3468496        27032       343756    0    0 16889   136 9901 7920   5  12  75   8   0 2018-11-26 21:31:03
 0  1        51188      3468280        27752       343756    0    0 11009    28 4625 3387   3   9  78  11   0 2018-11-26 21:31:06
 4  0        51188      3467588        28144       343760    0    0 11300    40 4966 3663   3   9  77  11   0 2018-11-26 21:31:09
 0  1        51188      3468288        27144       343760    0    0 17631    31 6953 5095   4  13  75   8   0 2018-11-26 21:31:12
 4  0        51188      3467912        27172       343692    0    0 17908    27 7121 5162   5  13  73   9   0 2018-11-26 21:31:15
