procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 PST
 1  0         8556      8151512       349704     56864564    0    0  1170  4747    8    7   2   1  92   6   0 2018-12-28 17:16:48
 1  0         8556      8782456       349716     56239324    0    0    15   112 1760 2550   5   2  93   0   0 2018-12-28 17:16:51
 1  0         8556     19567284       349716     45454952    0    0     0   126 2219 3342   2   5  93   0   0 2018-12-28 17:16:54
 2  1         8556     33135136       349728     31888772    0    0     0   133 1879 2993   1   5  94   0   0 2018-12-28 17:16:57
 2  0         8556     45318456       349728     19706392    0    0     0    43 1964 3026   1   5  93   0   0 2018-12-28 17:17:00
 2  0         8556     56783388       349740      8245360    0    0     0   170 2085 3067   2   5  93   0   0 2018-12-28 17:17:03
 2  0         8556     58366964       349744      6654112    0    0  4889    82 3488 4491   4   3  93   0   0 2018-12-28 17:17:06
 2  0         8556     58400832       349752      6654052    0    0  5541   143 3362 4387   4   2  94   0   0 2018-12-28 17:17:09
 2  2         8556     58378120       350884      6654468    0    0  4276   839 3852 5021   4   3  90   3   0 2018-12-28 17:17:12
 3  0         8556     58372464       355280      6655072    0    0 12359   907 5521 6002   3   5  85   7   0 2018-12-28 17:17:15
 3  1         8556     58370504       355348      6654360    0    0 24709   229 8230 7722   1   9  86   4   0 2018-12-28 17:17:18
 1  0         8548     58372420       353540      6654004    5    0 23416   211 7890 7379   1   8  88   3   0 2018-12-28 17:17:21
 3  1         8548     58371392       354804      6654296    0    0 23683   255 7863 7429   0   8  88   3   0 2018-12-28 17:17:24
 3  1         8548     58371756       353932      6654160    0    0 24764   231 8268 7631   1   9  87   3   0 2018-12-28 17:17:27
 3  0         8548     58373084       354072      6654324    0    0 25080   192 8173 7685   1   9  88   2   0 2018-12-28 17:17:30
 2  0         8548     58368368       357412      6654908    0    0 25455   229 8328 7799   1   9  88   3   0 2018-12-28 17:17:33
 2  1         8548     58370292       354444      6654840    0    0 24047   207 8280 7492   1   9  88   3   0 2018-12-28 17:17:36
 2  0         8548     58369424       356744      6654644    0    0 24363   265 7927 7597   0   9  88   3   0 2018-12-28 17:17:39
 2  0         8548     58369228       357996      6654864    0    0 24393   257 7917 7619   1   8  88   3   0 2018-12-28 17:17:42
 3  0         8548     58372464       356092      6654944    0    0 21215   404 7565 7224   1   8  87   4   0 2018-12-28 17:17:45
 2  0         8548     58365304       358388      6655104    0    0 23687   252 7922 7498   1   8  88   3   0 2018-12-28 17:17:48
 1  1         8548     58366652       357508      6654260    0    0 24400   199 8037 7538   1   9  88   3   0 2018-12-28 17:17:51
 1  1         8548     58371372       355596      6655916    0    0 21204   268 7071 6991   0   8  88   3   0 2018-12-28 17:17:54
 2  1         8328     58368348       356072      6654604  411    0 23152   219 7594 7279   0   8  88   3   0 2018-12-28 17:17:57
 3  0         8072     58368616       357004      6654772   60    0 24349   268 8069 7641   1   9  87   3   0 2018-12-28 17:18:00
 2  0         8060     58366304       358240      6654616    4    0 23343   283 7625 7439   1   7  88   4   0 2018-12-28 17:18:03
 3  0         8060     58362624       359340      6653884    0    0 22232   244 7196 7102   0   7  89   3   0 2018-12-28 17:18:06
 2  3         8060     58367980       356948      6654656    0    0 22860   237 7911 7330   1   8  88   3   0 2018-12-28 17:18:09
 3  0         8060     58346740       358796      6654780    0    0 23821   248 7671 7462   1   7  89   3   0 2018-12-28 17:18:12
 5  0         8060     58349916       358976      6654268    0    0 20516   367 7214 7071   1   8  88   3   0 2018-12-28 17:18:15
 2  1         8036     58352224       358104      6653216   28    0 23688   267 8052 7578   1   8  87   4   0 2018-12-28 17:18:18
 2  0         8036     58349516       359364      6653392    0    0 23667   295 7743 7458   1   8  88   3   0 2018-12-28 17:18:21
 3  0         8036     58348944       358508      6653692    0    0 23676   221 7892 7453   0   8  87   4   0 2018-12-28 17:18:24
 3  0         8036     58349616       358708      6653824    0    0 23669   259 7901 7430   1   8  88   3   0 2018-12-28 17:18:27
 3  0         8036     58348324       358888      6653488    0    0 23675   209 7979 7443   1   8  88   3   0 2018-12-28 17:18:30
 4  0         8036     58348136       360148      6653160    0    0 24029   251 7870 7519   0   8  89   2   0 2018-12-28 17:18:33
 2  0         8036     58347336       360336      6653964    0    0 23301   232 7645 7360   1   8  88   3   0 2018-12-28 17:18:36
 3  0         8036     58348828       360512      6654072    0    0 24376   203 8088 7564   1   8  88   3   0 2018-12-28 17:18:39
 2  0         8036     58348728       360716      6654688    0    0 23336   248 7650 7355   0   9  88   2   0 2018-12-28 17:18:42
 3  1         8036     58345396       361964      6652896    0    0 21215   444 7176 7182   1   7  89   3   0 2018-12-28 17:18:45
 2  1         8036     58346092       360116      6653320    0    0 23739   200 8025 7518   1   9  87   3   0 2018-12-28 17:18:48
 2  0         8036     58348116       361260      6653600    0    0 23945   231 7670 7427   1   8  88   3   0 2018-12-28 17:18:51
 1  0         8036     58346108       361420      6653740    0    0 24396   205 7874 7574   0   9  88   3   0 2018-12-28 17:18:54
 2  0         8036     58349096       360552      6654004    0    0 22977   236 7596 7279   0   8  88   3   0 2018-12-28 17:18:57
 3  0         8036     58350836       359688      6654148    0    0 24024   220 7847 7482   1   8  88   3   0 2018-12-28 17:19:00
 3  0         8036     58347940       360912      6654132    0    0 25091   200 8240 7754   1   9  88   3   0 2018-12-28 17:19:03
 6  0         8036     58347036       360056      6653492    0    0 23344   247 7902 7379   0   9  89   2   0 2018-12-28 17:19:06
 5  0         8036     58344248       362332      6654176    0    0 24029   236 7815 7499   1   8  89   2   0 2018-12-28 17:19:09
 3  1         8036     58345760       360484      6654024    0    0 21901   348 7343 7221   1   7  89   3   0 2018-12-28 17:19:12
