procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0            0      3091596        41472       599176    0    0   253   117  643  451  17   4  78   1   0 2019-03-27 05:51:37
 1  0            0      3073460        41492       601152    0    0   127    59 3454 3420  12   7  80   0   0 2019-03-27 05:51:40
 2  0            0      3091616        41492       601196    0    0     3     0 2031 1576  15   3  82   0   0 2019-03-27 05:51:43
 2  0            0      3072612        41504       601360    0    0    20   420 14386 13524  15   3  81   0   0 2019-03-27 05:51:46
 1  1            0      3061040        41508       601688    0    0    35     0 1786 2181   6   3  82   9   0 2019-03-27 05:51:49
 1  1            0      3060428        41520       601688    0    0     0   165 4236 4950   1   1  82  16   0 2019-03-27 05:51:52
 2  0            0      3068688        41528       601904    0    0  1283    52 2660 2988   7   5  78  10   0 2019-03-27 05:51:55
 2  1            0      3044820        41528       602576    0    0   499 15703 1725 2373   4   2  82  12   0 2019-03-27 05:51:58
 1  1            0      3044444        41540       602588    0    0     0 22427 1617 2476   1   1  82  16   0 2019-03-27 05:52:01
 1  1            0      3044324        41540       602572    0    0     0 23296 1337 2198   1   1  83  16   0 2019-03-27 05:52:04
 1  1            0      3044540        41548       602572    0    0     0 22724 17048 17466   1   2  81  17   0 2019-03-27 05:52:07
 1  1            0      3044444        41556       602576    0    0     0 22183 3737 4553   1   1  82  16   0 2019-03-27 05:52:10
 1  1            0      3044424        41556       602584    0    0     0 22869 1354 2237   1   1  82  16   0 2019-03-27 05:52:13
 1  1            0      3044456        41564       602584    0    0     0 22371 1351 2196   1   1  83  15   0 2019-03-27 05:52:16
 1  1            0      3044188        41564       602588    0    0     0 23040 1323 2176   1   1  82  16   0 2019-03-27 05:52:19
 1  1            0      3043856        41572       602596    0    0     0 23049 1361 2240   1   1  82  16   0 2019-03-27 05:52:22
 1  1            0      3043952        41572       602604    0    0     0 22443 1286 2166   1   1  82  16   0 2019-03-27 05:52:25
 1  1            0      3043828        41580       602612    0    0     0 22363 1361 2255   1   1  82  16   0 2019-03-27 05:52:28
 1  1            0      3043844        41588       602612    0    0     0 22964 1329 2162   1   1  83  15   0 2019-03-27 05:52:31
 2  1            0      3043844        41588       602612    0    0     0 22357 1289 2134   1   1  83  15   0 2019-03-27 05:52:34
 1  1            0      3043684        41596       602616    0    0     0 22364 1379 2217   1   1  83  15   0 2019-03-27 05:52:37
 1  0            0      3056544        41596       602624    0    0   752  9305 2696 3307   4   3  86   7   0 2019-03-27 05:52:40
 1  1            0      3037040        41608       604712    0    0   676   276 5151 4764  18   7  74   1   0 2019-03-27 05:52:43
 4  1            0      3487832         7172       172940    0    0  5513   239 15753 14740  13   8  74   6   0 2019-03-27 05:52:46
