Generating events file /tmp/ycsb-rocksdb/data/output_myworkloada/events.dat
Extracting sectors from events file to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
24            R    398841               53.683%           47.967%
16            R    162516               21.874%           19.545%
8             R    87963                11.840%           10.579%
1024          W    63891                72.162%            7.684%
40            R    16102                 2.167%            1.937%
32            R    13079                 1.760%            1.573%
8             W    11889                13.428%            1.430%
256           R    11428                 1.538%            1.374%
56            R    10046                 1.352%            1.208%
1016          W    9361                 10.573%            1.126%
72            R    6457                  0.869%            0.777%
88            R    4521                  0.609%            0.544%
48            R    3547                  0.477%            0.427%
64            R    3230                  0.435%            0.388%
104           R    3184                  0.429%            0.383%
120           R    2412                  0.325%            0.290%
80            R    1981                  0.267%            0.238%
0             W    1888                  2.132%            0.227%
136           R    1779                  0.239%            0.214%
96            R    1515                  0.204%            0.182%
152           R    1325                  0.178%            0.159%
128           R    1295                  0.174%            0.156%
112           R    1291                  0.174%            0.155%
512           R    1130                  0.152%            0.136%
168           R    999                   0.134%            0.120%
144           R    872                   0.117%            0.105%
184           R    834                   0.112%            0.100%
160           R    739                   0.099%            0.089%
216           R    713                   0.096%            0.086%
200           R    654                   0.088%            0.079%
176           R    651                   0.088%            0.078%
192           R    624                   0.084%            0.075%
240           R    498                   0.067%            0.060%
208           R    454                   0.061%            0.055%
232           R    433                   0.058%            0.052%
224           R    424                   0.057%            0.051%
248           R    389                   0.052%            0.047%
464           W    127                   0.143%            0.015%
472           W    124                   0.140%            0.015%
28            W    73                    0.082%            0.009%
264           R    66                    0.009%            0.008%
3             W    63                    0.071%            0.008%
12            W    63                    0.071%            0.008%
296           R    59                    0.008%            0.007%
26            W    59                    0.067%            0.007%
280           R    56                    0.008%            0.007%
312           R    53                    0.007%            0.006%
328           R    50                    0.007%            0.006%
320           R    49                    0.007%            0.006%
272           R    49                    0.007%            0.006%
27            W    46                    0.052%            0.006%
288           R    43                    0.006%            0.005%
384           R    42                    0.006%            0.005%
376           R    41                    0.006%            0.005%
344           R    39                    0.005%            0.005%
336           R    39                    0.005%            0.005%
304           R    39                    0.005%            0.005%
392           R    38                    0.005%            0.005%
25            W    37                    0.042%            0.004%
24            W    36                    0.041%            0.004%
752           W    34                    0.038%            0.004%
360           R    33                    0.004%            0.004%
368           R    32                    0.004%            0.004%
408           R    30                    0.004%            0.004%
29            W    29                    0.033%            0.003%
416           R    28                    0.004%            0.003%
352           R    28                    0.004%            0.003%
30            W    28                    0.032%            0.003%
896           W    26                    0.029%            0.003%
120           W    26                    0.029%            0.003%
96            W    25                    0.028%            0.003%
960           W    25                    0.028%            0.003%
864           W    25                    0.028%            0.003%
112           W    25                    0.028%            0.003%
904           W    24                    0.027%            0.003%
480           R    24                    0.003%            0.003%
152           W    24                    0.027%            0.003%
920           W    23                    0.026%            0.003%
56            W    23                    0.026%            0.003%
1008          W    23                    0.026%            0.003%
432           R    22                    0.003%            0.003%
424           R    22                    0.003%            0.003%
744           W    21                    0.024%            0.003%
456           R    21                    0.003%            0.003%
400           R    21                    0.003%            0.003%
31            W    21                    0.024%            0.003%
16            W    21                    0.024%            0.003%
736           W    20                    0.023%            0.002%
464           R    20                    0.003%            0.002%
448           R    20                    0.003%            0.002%
472           R    19                    0.003%            0.002%
440           W    18                    0.020%            0.002%
440           R    18                    0.002%            0.002%
32            W    16                    0.018%            0.002%
13            W    15                    0.017%            0.002%
456           W    14                    0.016%            0.002%
23            W    13                    0.015%            0.002%
14            W    12                    0.014%            0.001%
488           R    11                    0.001%            0.001%
192           W    11                    0.012%            0.001%
64            W    10                    0.011%            0.001%
1             W    10                    0.011%            0.001%
504           R    9                     0.001%            0.001%
416           W    9                     0.010%            0.001%
128           W    9                     0.010%            0.001%
11            W    9                     0.010%            0.001%
760           W    8                     0.009%            0.001%
496           R    7                     0.001%            0.001%
21            W    7                     0.008%            0.001%
1             R    7                     0.001%            0.001%
18            W    7                     0.008%            0.001%
80            W    6                     0.007%            0.001%
4             W    6                     0.007%            0.001%
448           W    6                     0.007%            0.001%
43            W    6                     0.007%            0.001%
40            W    6                     0.007%            0.001%
408           W    6                     0.007%            0.001%
39            W    6                     0.007%            0.001%
5             W    5                     0.006%            0.001%
47            W    5                     0.006%            0.001%
22            W    5                     0.006%            0.001%
7             W    4                     0.005%            0.000%
720           W    4                     0.005%            0.000%
6             W    4                     0.005%            0.000%
512           W    4                     0.005%            0.000%
48            W    4                     0.005%            0.000%
45            W    4                     0.005%            0.000%
38            W    4                     0.005%            0.000%
37            W    4                     0.005%            0.000%
2             W    4                     0.005%            0.000%
20            W    4                     0.005%            0.000%
168           W    4                     0.005%            0.000%
15            W    4                     0.005%            0.000%
10            W    4                     0.005%            0.000%
992           W    3                     0.003%            0.000%
824           W    3                     0.003%            0.000%
712           W    3                     0.003%            0.000%
616           W    3                     0.003%            0.000%
600           W    3                     0.003%            0.000%
568           W    3                     0.003%            0.000%
520           W    3                     0.003%            0.000%
51            W    3                     0.003%            0.000%
49            W    3                     0.003%            0.000%
480           W    3                     0.003%            0.000%
384           W    3                     0.003%            0.000%
35            W    3                     0.003%            0.000%
33            W    3                     0.003%            0.000%
336           W    3                     0.003%            0.000%
328           W    3                     0.003%            0.000%
312           W    3                     0.003%            0.000%
304           W    3                     0.003%            0.000%
264           W    3                     0.003%            0.000%
200           W    3                     0.003%            0.000%
104           W    3                     0.003%            0.000%
984           W    2                     0.002%            0.000%
968           W    2                     0.002%            0.000%
952           W    2                     0.002%            0.000%
944           W    2                     0.002%            0.000%
88            W    2                     0.002%            0.000%
872           W    2                     0.002%            0.000%
840           W    2                     0.002%            0.000%
832           W    2                     0.002%            0.000%
816           W    2                     0.002%            0.000%
792           W    2                     0.002%            0.000%
784           W    2                     0.002%            0.000%
776           W    2                     0.002%            0.000%
728           W    2                     0.002%            0.000%
704           W    2                     0.002%            0.000%
696           W    2                     0.002%            0.000%
688           W    2                     0.002%            0.000%
680           W    2                     0.002%            0.000%
664           W    2                     0.002%            0.000%
624           W    2                     0.002%            0.000%
576           W    2                     0.002%            0.000%
50            W    2                     0.002%            0.000%
504           W    2                     0.002%            0.000%
432           W    2                     0.002%            0.000%
36            W    2                     0.002%            0.000%
320           W    2                     0.002%            0.000%
296           W    2                     0.002%            0.000%
224           W    2                     0.002%            0.000%
184           W    2                     0.002%            0.000%
176           W    2                     0.002%            0.000%
160           W    2                     0.002%            0.000%
136           W    2                     0.002%            0.000%
9             W    1                     0.001%            0.000%
976           W    1                     0.001%            0.000%
936           W    1                     0.001%            0.000%
928           W    1                     0.001%            0.000%
912           W    1                     0.001%            0.000%
888           W    1                     0.001%            0.000%
856           W    1                     0.001%            0.000%
848           W    1                     0.001%            0.000%
808           W    1                     0.001%            0.000%
800           W    1                     0.001%            0.000%
768           W    1                     0.001%            0.000%
72            W    1                     0.001%            0.000%
632           W    1                     0.001%            0.000%
60            W    1                     0.001%            0.000%
608           W    1                     0.001%            0.000%
584           W    1                     0.001%            0.000%
560           W    1                     0.001%            0.000%
552           W    1                     0.001%            0.000%
54            W    1                     0.001%            0.000%
544           W    1                     0.001%            0.000%
536           W    1                     0.001%            0.000%
488           W    1                     0.001%            0.000%
46            W    1                     0.001%            0.000%
44            W    1                     0.001%            0.000%
42            W    1                     0.001%            0.000%
376           W    1                     0.001%            0.000%
368           W    1                     0.001%            0.000%
352           W    1                     0.001%            0.000%
34            W    1                     0.001%            0.000%
288           W    1                     0.001%            0.000%
272           W    1                     0.001%            0.000%
256           W    1                     0.001%            0.000%
248           W    1                     0.001%            0.000%
232           W    1                     0.001%            0.000%
216           W    1                     0.001%            0.000%
208           W    1                     0.001%            0.000%
17            W    1                     0.001%            0.000%
144           W    1                     0.001%            0.000%
1000          W    1                     0.001%            0.000%


SUMMARY (512-byte sectors)
----------------------------------------------------------------------
Total read I/Os : 742961         [ 89.352%]
Total write I/Os: 88538          [ 10.648%]
Total read sectors : 22877471    [ 23.259%,   11170.640MB]
Total write sectors: 75480646    [ 76.741%,   36855.784MB]
