procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 UTC
 1  0        64824      1228916        17428      2581272    0    1  3232  7739   11    5  30   5  58   7   0 2018-11-19 18:03:10
 0  0        64820      1231800        17504      2581192    1    0    29     5 1224  880   3   2  95   0   0 2018-11-19 18:03:13
 2  0        64820      2924024        17520       872216    0    0   123    41 1470  927   1   8  91   0   0 2018-11-19 18:03:16
 4  2        64820      3441704        17776       354668   27    0  7344   500 18946 17532   4   9  83   5   0 2018-11-19 18:03:19
 1  2        64820      3440288        18132       354668    0    0  9345    27 4484 3712   4   8  76  12   0 2018-11-19 18:03:22
 1  1        64820      3440976        18076       354668    0    0 11768    27 5193 4211   4   9  76  10   0 2018-11-19 18:03:25
 0  1        64820      3441092        17672       354672    0    0 13855    36 7054 5687   5  11  74   9   0 2018-11-19 18:03:28
 1  0        64820      3441760        17704       354672    0    0 17553    27 7243 5604   6  13  72   8   0 2018-11-19 18:03:31
 2  0        64820      3440440        18604       354628    0    0 17508    27 7944 6379   6  13  73   9   0 2018-11-19 18:03:34
 3  0        64820      3441304        17768       354672    0    0 17497    28 7505 5836   6  13  73   8   0 2018-11-19 18:03:37
 0  1        64820      3441016        18844       354672    0    0  8641    27 4767 3960   3   7  79  11   0 2018-11-19 18:03:40
 2  1        64820      3441652        17836       354664    0    0 13621    33 6079 4817   5  11  74  10   0 2018-11-19 18:03:43
 3  0        64820      3441512        17876       354672    0    0 18272    29 7726 5998   7  13  71   9   0 2018-11-19 18:03:46
 1  1        64820      3440412        17916       354672    0    0 17864    29 8353 6705   6  13  72   8   0 2018-11-19 18:03:49
 0  1        64820      3440696        17948       354676    0    0 16673    33 7129 5702   6  13  73   8   0 2018-11-19 18:03:52
 1  0        64820      3442256        18000       354680    0    0 17779    44 8915 7335   6  13  73   8   0 2018-11-19 18:03:55
 1  0        64820      3439928        19080       354684    0    0 17519    36 7568 6149   6  13  74   8   0 2018-11-19 18:03:58
 2  0        64820      3440152        18192       354748    0    0 16649    29 7646 6291   6  13  73   8   0 2018-11-19 18:04:01
 4  1        64820      3440880        18144       354804    0    0 16495   140 10770 9339   6  13  73   9   0 2018-11-19 18:04:04
 2  0        64820      3440396        18872       354820    0    0 17177    28 7423 5870   6  13  73   8   0 2018-11-19 18:04:07
 3  1        64820      3440460        18248       354820    0    0 17525    29 7346 5727   6  13  72   9   0 2018-11-19 18:04:10
 2  0        64820      3440104        18908       354824    0    0 17904    37 7732 6182   6  13  72   9   0 2018-11-19 18:04:13
 2  1        64820      3440832        18328       354824    0    0 17599    27 7958 6457   6  13  72   8   0 2018-11-19 18:04:16
 1  0        64820      3441020        18332       354828    0    0 14300    28 6024 4808   5  11  74  10   0 2018-11-19 18:04:19
 2  0        64820      3438560        19416       354708    0    0  8243    29 4168 3383   3   7  79  11   0 2018-11-19 18:04:22
